,NAME,ADJUSTMENT,HOLES,RELATIVE_PAR,SG_PUTTING,SG_OTT,SG_APR,SG_ARG,WINS,TOP_10S,1ST,2ND,3RD,YEAR,SCORE_AVERAGE,DRIVING_DISTANCE,DRIVING_ACCURACY,DRIVING_USAGE,GREENS_IN_REGULATION,TOTAL_SG
370,Bobby Gates,17.564,810.0,-0.2,0.401,-0.58,-0.498,-0.331,0.0,1.0,0.0,0.0,0.0,2013,72.5903111111111,296.15555555555557,0.5159235668789809,0.1111111111111111,0.6283950617283951,-1.4089999999999998
371,Rory McIlroy,-28.062,1152.0,-0.36,13.15,1.367,0.602,0.022,3.0,12.0,3.0,2.0,0.0,2014,68.82715625,310.5083333333333,0.5993303571428571,0.10416666666666667,0.6944444444444444,1.9909999999999999
372,Sergio Garcia,-24.91,1044.0,-0.28,6.662000000000001,0.382,1.15,0.28600000000000003,0.0,10.0,0.0,3.0,2.0,2014,68.9498275862069,294.25,0.6219211822660099,0.09578544061302682,0.6867816091954023,1.818
373,Jim Furyk,-46.963,1440.0,-0.24,6.024,0.121,1.175,0.408,0.0,11.0,0.0,4.0,0.0,2014,69.2004625,279.25625,0.7318385650224215,0.1111111111111111,0.6875,1.704
374,Adam Scott,-19.082,1224.0,-0.32,12.309,0.725,0.61,0.166,1.0,10.0,1.0,0.0,1.0,2014,69.20467647058823,303.49264705882354,0.6150627615062761,0.1111111111111111,0.6879084967320261,1.501
375,Matt Kuchar,-31.365,1584.0,-0.28,34.717,0.21,0.527,0.38,1.0,11.0,1.0,1.0,0.0,2014,69.41630681818182,283.76704545454544,0.6737012987012987,0.1111111111111111,0.6691919191919192,1.117
376,Dustin Johnson,-18.878,1026.0,-0.32,3.362,0.73,0.5329999999999999,-0.015,1.0,7.0,1.0,2.0,0.0,2014,69.54599999999999,311.0377358490566,0.5717852684144819,0.10331384015594541,0.6803118908382066,1.248
377,Justin Rose,-37.571,1224.0,-0.3,-2.062,0.402,0.7440000000000001,0.36,1.0,8.0,1.0,0.0,0.0,2014,69.62395588235294,295.1484375,0.5991561181434599,0.10457516339869281,0.6691176470588235,1.5060000000000002
378,Jason Day,-26.933,864.0,-0.28,10.451,0.495,0.17600000000000002,0.402,1.0,6.0,1.0,2.0,0.0,2014,69.62639583333333,301.1875,0.587183308494784,0.1111111111111111,0.6400462962962963,1.073
379,Graeme McDowell,-35.204,1116.0,-0.28,40.589,-0.034,0.379,-0.055,0.0,8.0,0.0,0.0,1.0,2014,69.64187096774194,278.0431034482759,0.6920415224913494,0.1039426523297491,0.6577060931899642,0.29
380,Charl Schwartzel,-24.368,1116.0,-0.31,2.994,0.55,0.315,0.421,0.0,5.0,0.0,0.0,0.0,2014,69.67148387096773,297.8225806451613,0.5944700460829493,0.1111111111111111,0.6353046594982079,1.286
381,Bubba Watson,-19.027,1314.0,-0.32,-2.812,0.967,0.324,0.111,2.0,8.0,2.0,3.0,1.0,2014,69.7119589041096,314.33076923076925,0.6046966731898239,0.0989345509893455,0.6796042617960426,1.402
382,Jimmy Walker,-18.289,1728.0,-0.31,34.989000000000004,0.119,0.608,0.048,3.0,10.0,3.0,0.0,0.0,2014,69.78865625,301.0113636363636,0.5167037861915368,0.10185185185185185,0.6759259259259259,0.775
383,Graham DeLaet,-19.48,1422.0,-0.26,-5.982,0.36,0.895,0.006999999999999999,0.0,7.0,0.0,2.0,0.0,2014,69.94329113924051,303.4113475177305,0.6206896551724138,0.09915611814345991,0.7067510548523207,1.2619999999999998
384,Jordan Spieth,-38.311,1764.0,-0.31,31.52,0.034,0.28600000000000003,0.26,0.0,8.0,0.0,2.0,0.0,2014,69.94580612244899,289.7340425531915,0.587892049598833,0.10657596371882086,0.6247165532879818,0.5800000000000001
385,Ryan Palmer,-5.559,1530.0,-0.3,19.733,0.76,0.133,0.078,0.0,8.0,0.0,2.0,0.0,2014,69.99342352941176,300.4012345679012,0.5855096882898062,0.10588235294117647,0.6666666666666666,0.971
386,Kevin Na,-9.348,1692.0,-0.29,24.589,-0.1,0.341,0.397,0.0,6.0,0.0,2.0,1.0,2014,69.99629787234042,280.3191489361702,0.6432391138273491,0.1111111111111111,0.6471631205673759,0.638
387,Keegan Bradley,-18.27,1584.0,-0.29,17.003,0.43,0.5,-0.19,0.0,6.0,0.0,1.0,0.0,2014,70.03102272727273,302.15,0.6235772357723577,0.10101010101010101,0.6666666666666666,0.74
388,Brendon Todd,-21.683,1944.0,-0.27,60.431,0.015,-0.174,0.289,1.0,7.0,1.0,0.0,0.0,2014,70.04923148148148,280.27906976744185,0.6485049833887043,0.11059670781893004,0.6399176954732511,0.13
389,Brooks Koepka,-10.062,1008.0,-0.31,6.783,0.425,0.598,-0.226,0.0,0.0,0.0,0.0,1.0,2014,70.0524642857143,307.04464285714283,0.5690537084398977,0.1111111111111111,0.6498015873015873,0.7969999999999999
390,Hideki Matsuyama,-28.38,1440.0,-0.28,-25.129,0.325,1.022,0.198,1.0,4.0,1.0,0.0,1.0,2014,70.08275,294.78,0.6151785714285715,0.10416666666666667,0.6402777777777777,1.545
391,Harris English,-1.32,1656.0,-0.28,-2.092,0.193,0.465,0.047,1.0,7.0,1.0,0.0,0.0,2014,70.09434782608696,299.20454545454544,0.5995334370139969,0.10628019323671498,0.6835748792270532,0.7050000000000001
392,Russell Knox,-3.801,1656.0,-0.24,-9.627,0.221,0.502,0.215,0.0,3.0,0.0,1.0,0.0,2014,70.11085869565217,285.6847826086956,0.6760343481654957,0.1111111111111111,0.6799516908212561,0.938
393,Bill Haas,-16.142,1890.0,-0.26,12.063,0.29600000000000004,0.382,0.265,0.0,5.0,0.0,1.0,0.0,2014,70.13198095238096,291.88659793814435,0.6294277929155313,0.10264550264550265,0.6862433862433862,0.9430000000000001
394,Charles Howell III,11.207,1908.0,-0.27,3.549,0.498,0.017,0.201,0.0,6.0,0.0,0.0,1.0,2014,70.1340283018868,304.05882352941177,0.5277401894451962,0.1069182389937107,0.6766247379454927,0.716
395,Chris Kirk,-22.407,1872.0,-0.28,32.126999999999995,0.033,0.287,0.16899999999999998,2.0,5.0,2.0,1.0,0.0,2014,70.14993269230769,291.015,0.6278272789581906,0.10683760683760683,0.6346153846153846,0.48899999999999993
396,Marc Leishman,-22.875,1440.0,-0.29,-1.14,0.16399999999999998,0.546,0.056,0.0,6.0,0.0,1.0,2.0,2014,70.1515625,297.625,0.5797491039426523,0.10555555555555556,0.6520833333333333,0.766
397,Paul Casey,-20.474,1008.0,-0.29,12.446,-0.013,0.762,-0.024,0.0,0.0,0.0,0.0,0.0,2014,70.15225,293.02884615384613,0.6048593350383632,0.10317460317460317,0.6577380952380952,0.725
398,Zach Johnson,-5.748,1728.0,-0.27,8.889,0.145,0.513,0.093,1.0,5.0,1.0,1.0,1.0,2014,70.15887500000001,282.1979166666667,0.7050520059435365,0.1111111111111111,0.6741898148148148,0.751
399,Henrik Stenson,-26.013,972.0,-0.28,-6.447,0.65,0.575,-0.064,0.0,3.0,0.0,0.0,1.0,2014,70.16642592592592,293.22,0.6878306878306878,0.102880658436214,0.6903292181069959,1.161
400,Rickie Fowler,-20.42,1530.0,-0.3,17.976,0.264,0.213,0.003,0.0,10.0,0.0,2.0,2.0,2014,70.17152941176471,297.45454545454544,0.5993265993265994,0.10065359477124183,0.6450980392156863,0.48
401,Webb Simpson,-14.341,1512.0,-0.27,22.203000000000007,-0.027000000000000003,0.333,0.275,1.0,9.0,1.0,0.0,3.0,2014,70.23403571428571,288.4642857142857,0.6224489795918368,0.1111111111111111,0.6527777777777778,0.581
402,George McNeill,-10.391,1422.0,-0.28,18.955,-0.061,0.537,0.053,0.0,4.0,0.0,1.0,0.0,2014,70.24821518987342,286.0759493670886,0.6221616712079927,0.1111111111111111,0.6617440225035162,0.529
403,Gary Woodland,-27.086,1656.0,-0.27,-10.847,0.581,0.381,0.087,0.0,5.0,0.0,1.0,0.0,2014,70.2490652173913,304.10285714285715,0.5948678071539658,0.10567632850241546,0.6654589371980676,1.049
404,John Senden,-3.233,1782.0,-0.26,38.587,0.224,0.127,-0.023,1.0,5.0,1.0,0.0,0.0,2014,70.27037373737373,288.92424242424244,0.6424945612762871,0.1111111111111111,0.6784511784511784,0.32799999999999996
405,Phil Mickelson,-33.289,1278.0,-0.29,11.722,0.201,0.166,0.266,0.0,1.0,0.0,1.0,0.0,2014,70.27761971830986,292.3809523809524,0.5800604229607251,0.09859154929577464,0.6525821596244131,0.633
406,Jason Kokrak,-5.02,1170.0,-0.3,13.532,0.284,0.476,-0.07400000000000001,0.0,2.0,0.0,0.0,0.0,2014,70.3073846153846,303.4384615384615,0.5564159292035398,0.1111111111111111,0.6538461538461539,0.6859999999999999
407,Ryan Moore,2.881,1512.0,-0.28,2.629,0.253,0.499,0.041,1.0,7.0,1.0,0.0,0.0,2014,70.34382142857143,284.7368421052632,0.6991525423728814,0.10052910052910052,0.6798941798941799,0.793
408,Jerry Kelly,18.913,1440.0,-0.28,15.752,-0.08900000000000001,0.218,0.16,0.0,4.0,0.0,0.0,2.0,2014,70.3489125,277.51973684210526,0.6648697214734951,0.10555555555555556,0.6555555555555556,0.28900000000000003
409,David Toms,11.721,1116.0,-0.25,2.97,0.083,0.203,0.12,0.0,2.0,0.0,0.0,0.0,2014,70.35033870967742,275.0806451612903,0.7549132947976879,0.1111111111111111,0.6872759856630825,0.406
410,Brian Harman,4.41,1998.0,-0.28,11.399,-0.014,0.29600000000000004,0.121,1.0,6.0,1.0,0.0,1.0,2014,70.39108108108108,288.9594594594595,0.6095669036845508,0.1111111111111111,0.6426426426426426,0.403
411,Charley Hoffman,-2.858,1674.0,-0.29,20.191,0.415,0.301,-0.026,0.0,5.0,0.0,0.0,1.0,2014,70.46389247311828,299.17977528089887,0.5868725868725869,0.1063321385902031,0.6708482676224612,0.69
412,Kevin Chappell,1.761,1728.0,-0.28,-24.167,0.386,0.526,0.058,0.0,1.0,0.0,0.0,0.0,2014,70.46626041666667,296.1576086956522,0.648991784914115,0.10648148148148148,0.6759259259259259,0.9700000000000001
413,Martin Kaymer,-32.024,1152.0,-0.29,-5.332000000000002,0.279,0.37,-0.294,2.0,4.0,2.0,0.0,0.0,2014,70.468375,294.925,0.6127232142857143,0.10416666666666667,0.6458333333333334,0.35500000000000004
414,Chris Stroud,19.924,1584.0,-0.29,13.118,-0.174,0.132,0.278,0.0,4.0,0.0,0.0,2.0,2014,70.47640909090909,285.8333333333333,0.6393176279447603,0.10606060606060606,0.6521464646464646,0.23600000000000004
415,Robert Streb,3.642,1278.0,-0.27,7.609,0.461,-0.259,0.117,0.0,2.0,0.0,1.0,0.0,2014,70.502,299.98591549295776,0.5961732124874118,0.1111111111111111,0.6564945226917058,0.319
416,Carl Pettersson,-2.724,1638.0,-0.25,-11.737,0.294,0.096,0.006,0.0,4.0,0.0,0.0,1.0,2014,70.51951648351648,295.5164835164835,0.5878644602048857,0.1111111111111111,0.6666666666666666,0.396
417,Billy Horschel,-17.087,1620.0,-0.26,15.21,0.473,0.132,-0.087,2.0,5.0,2.0,1.0,0.0,2014,70.52125555555556,291.6341463414634,0.6703645007923931,0.10123456790123457,0.7043209876543209,0.518
418,Brian Stuard,15.797,1566.0,-0.28,20.973000000000006,-0.034,0.195,-0.119,0.0,4.0,0.0,1.0,0.0,2014,70.54939080459769,283.39080459770116,0.6614497528830313,0.1111111111111111,0.6385696040868455,0.04200000000000001
419,Daniel Summerhays,11.426,1764.0,-0.27,43.275,0.04,0.138,0.005,0.0,2.0,0.0,1.0,0.0,2014,70.56557142857143,282.20212765957444,0.663003663003663,0.10657596371882086,0.6689342403628118,0.18300000000000002
420,Hunter Mahan,-42.206,1530.0,-0.25,14.888,0.687,-0.221,-0.153,1.0,6.0,1.0,0.0,0.0,2014,70.57404705882352,295.84705882352944,0.6509671993271657,0.1111111111111111,0.6666666666666666,0.31300000000000006
421,Chad Campbell,17.29,954.0,-0.2,-19.952,0.056,0.6409999999999999,0.011,0.0,1.0,0.0,0.0,0.0,2014,70.59037735849057,287.8301886792453,0.6535859269282814,0.1111111111111111,0.7243186582809225,0.708
422,Patrick Reed,-17.156,1620.0,-0.28,18.44,0.04,-0.35200000000000004,0.393,2.0,4.0,2.0,0.0,0.0,2014,70.59826666666666,292.25,0.555908009516257,0.10617283950617284,0.6364197530864197,0.08099999999999996
423,Stuart Appleby,-5.106,1620.0,-0.27,40.874,-0.311,-0.16,0.345,0.0,3.0,0.0,1.0,0.0,2014,70.59882222222222,278.6,0.6041500399042299,0.1111111111111111,0.6296296296296297,-0.126
424,Freddie Jacobson,-7.076,1638.0,-0.28,56.992,-0.162,-0.199,0.068,0.0,4.0,0.0,1.0,1.0,2014,70.60356043956044,284.5989010989011,0.5935280189423836,0.1111111111111111,0.6257631257631258,-0.293
425,Shawn Stefani,-6.444,1080.0,-0.25,-8.331,0.412,0.065,0.086,0.0,2.0,0.0,1.0,0.0,2014,70.60926666666666,297.69166666666666,0.6416666666666667,0.1111111111111111,0.6620370370370371,0.563
426,Kevin Stadler,-8.852,1602.0,-0.26,-30.351,0.505,0.386,-0.012,1.0,3.0,1.0,0.0,0.0,2014,70.61964044943821,291.603550295858,0.6427996781979083,0.10549313358302122,0.6891385767790262,0.879
427,Cameron Tringale,-15.119,1998.0,-0.25,10.507,0.008,0.322,0.23,0.0,3.0,0.0,1.0,0.0,2014,70.62955855855856,282.86915887850466,0.6386554621848739,0.10710710710710711,0.6676676676676677,0.56
428,Luke Guthrie,10.248,1530.0,-0.29,14.457,-0.231,0.113,0.228,0.0,2.0,0.0,0.0,0.0,2014,70.63821176470587,287.58235294117645,0.589873417721519,0.1111111111111111,0.6352941176470588,0.11
429,Seung-Yul Noh,-2.224,1656.0,-0.25,-9.089,-0.268,0.447,0.248,1.0,3.0,1.0,0.0,0.0,2014,70.66060869565217,296.4945652173913,0.5501945525291829,0.1111111111111111,0.6696859903381642,0.427
430,Scott Langley,11.585,1674.0,-0.27,21.185,-0.395,0.15,0.262,0.0,1.0,0.0,0.0,1.0,2014,70.66220430107526,281.2903225806452,0.6108108108108108,0.1111111111111111,0.6415770609318996,0.016999999999999987
431,Brandt Snedeker,-20.582,1566.0,-0.28,21.541,-0.043,0.14300000000000002,0.217,0.0,3.0,0.0,0.0,0.0,2014,70.67147126436781,285.6121212121212,0.6370370370370371,0.1053639846743295,0.6328224776500638,0.317
432,Ricky Barnes,19.038,1584.0,-0.26,12.237,-0.267,0.396,0.015,0.0,2.0,0.0,0.0,0.0,2014,70.67088636363636,290.7386363636364,0.5484922575387123,0.1111111111111111,0.6496212121212122,0.14400000000000002
433,Ángel Cabrera,-25.426,1242.0,-0.26,0.439,0.5539999999999999,0.078,-0.434,1.0,1.0,1.0,0.0,0.0,2014,70.67498550724638,303.731884057971,0.5840248962655602,0.1111111111111111,0.6497584541062802,0.1979999999999999
434,Will MacKenzie,4.157,1476.0,-0.29,11.273,0.044,-0.041,0.067,0.0,5.0,0.0,1.0,0.0,2014,70.68484146341464,290.6463414634146,0.6450482033304119,0.1111111111111111,0.6558265582655827,0.07
435,Billy Hurley III,-2.153,1548.0,-0.23,2.815,-0.103,0.25,0.123,0.0,4.0,0.0,0.0,0.0,2014,70.69589534883721,276.7267441860465,0.704412989175687,0.1111111111111111,0.6589147286821705,0.27
436,William McGirt,25.354,1728.0,-0.27,26.367,0.002,-0.202,-0.035,0.0,4.0,0.0,0.0,0.0,2014,70.71202083333334,278.5,0.6594473487677371,0.1111111111111111,0.6440972222222222,-0.23500000000000001
437,Andrew Svoboda,13.935,1386.0,-0.24,-1.704,0.111,0.32299999999999995,-0.064,0.0,2.0,0.0,1.0,0.0,2014,70.71344155844156,287.40909090909093,0.6613953488372093,0.1111111111111111,0.6810966810966811,0.36999999999999994
438,Tim Wilkinson,-4.433,1476.0,-0.26,14.569,-0.145,-0.287,0.354,0.0,3.0,0.0,0.0,0.0,2014,70.71423170731707,282.4451219512195,0.5951134380453752,0.1111111111111111,0.6172086720867209,-0.07799999999999996
439,Camilo Villegas,12.992,1710.0,-0.28,-0.021,-0.159,0.413,0.061,1.0,1.0,1.0,0.0,0.0,2014,70.7157052631579,292.47802197802196,0.5995475113122172,0.1064327485380117,0.6695906432748538,0.315
440,Kevin Kisner,6.069,1530.0,-0.27,27.176,0.049,0.076,-0.116,0.0,3.0,0.0,0.0,0.0,2014,70.71845882352942,287.8411764705882,0.6143459915611814,0.1111111111111111,0.6529411764705882,0.008999999999999994
441,J.B. Holmes,-43.972,1548.0,-0.29,-5.752999999999999,0.509,-0.317,0.28300000000000003,1.0,2.0,1.0,0.0,0.0,2014,70.72125581395349,308.0174418604651,0.5471226021684737,0.1111111111111111,0.6091731266149871,0.47500000000000003
442,Matt Every,-19.625,1530.0,-0.27,47.669,-0.234,0.029,-0.031,1.0,6.0,1.0,0.0,1.0,2014,70.72205882352941,286.25308641975306,0.5672020287404903,0.10588235294117647,0.6333333333333333,-0.23600000000000002
443,Ian Poulter,-32.558,1008.0,-0.28,2.759,0.042,-0.17600000000000002,0.028,0.0,2.0,0.0,1.0,0.0,2014,70.72217857142857,288.1057692307692,0.6135204081632653,0.10317460317460317,0.6240079365079365,-0.10600000000000001
444,Robert Garrigus,0.253,1440.0,-0.29,3.439,0.362,0.156,-0.136,0.0,2.0,0.0,0.0,0.0,2014,70.7281625,306.0875,0.5718132854578097,0.1111111111111111,0.6513888888888889,0.382
445,Retief Goosen,-13.483,1620.0,-0.25,27.461,-0.443,0.151,0.269,0.0,2.0,0.0,0.0,0.0,2014,70.72796666666666,288.75,0.5590111642743222,0.10617283950617284,0.6364197530864197,-0.02300000000000002
446,Ben Martin,1.571,1440.0,-0.27,18.338,0.213,-0.097,0.015,0.0,3.0,0.0,0.0,3.0,2014,70.7321375,291.675,0.6433691756272402,0.1111111111111111,0.6604166666666667,0.131
447,Jeff Overton,21.757,1368.0,-0.26,1.129,0.056,-0.059,0.047,0.0,3.0,0.0,0.0,0.0,2014,70.7336447368421,287.47222222222223,0.5735849056603773,0.10526315789473684,0.6578947368421053,0.044000000000000004
448,Luke Donald,-27.834,1008.0,-0.26,22.733,-0.493,0.315,0.35100000000000003,0.0,3.0,0.0,1.0,0.0,2014,70.73510714285715,278.13461538461536,0.6256410256410256,0.10317460317460317,0.6299603174603174,0.17300000000000004
449,Ernie Els,-30.856,1422.0,-0.26,-10.755999999999998,-0.016,0.141,0.529,0.0,3.0,0.0,0.0,0.0,2014,70.736,291.22535211267603,0.532608695652174,0.09985935302390998,0.6160337552742616,0.654
450,Heath Slocum,9.883,1242.0,-0.21,-4.862,0.203,0.083,0.041,0.0,1.0,0.0,0.0,0.0,2014,70.73743478260869,277.82608695652175,0.7240663900414938,0.1111111111111111,0.6731078904991948,0.327
451,Lee Westwood,-30.695,1008.0,-0.29,6.509,0.334,0.037000000000000005,0.124,0.0,2.0,0.0,0.0,0.0,2014,70.73758928571428,292.27884615384613,0.6122448979591837,0.10317460317460317,0.6369047619047619,0.495
452,Tim Clark,2.386,1350.0,-0.25,1.538,-0.28600000000000003,0.253,0.094,1.0,3.0,1.0,1.0,0.0,2014,70.73848000000001,272.21830985915494,0.7402101241642789,0.10518518518518519,0.642962962962963,0.06099999999999997
453,Nick Watney,-20.281,1350.0,-0.25,-4.191,0.298,0.648,-0.258,0.0,2.0,0.0,0.0,0.0,2014,70.75625333333333,295.7910447761194,0.6396568160152526,0.09925925925925926,0.6733333333333333,0.688
454,Aaron Baddeley,-24.714,1296.0,-0.29,51.445,-0.589,-0.29100000000000004,0.051,0.0,2.0,0.0,0.0,0.0,2014,70.79563888888889,293.75,0.5229083665338645,0.10493827160493827,0.5979938271604939,-0.829
455,Brendan Steele,2.81,1530.0,-0.27,8.462,0.237,0.222,-0.062,0.0,4.0,0.0,0.0,0.0,2014,70.79776470588236,298.8703703703704,0.5951178451178452,0.10588235294117647,0.6647058823529411,0.39699999999999996
456,Brendon de Jonge,-29.651,1962.0,-0.25,-2.9610000000000003,0.339,-0.012,-0.071,0.0,2.0,0.0,0.0,0.0,2014,70.80136697247707,287.94711538461536,0.6787122207621551,0.10601427115188583,0.644750254841998,0.256
457,Danny Lee,10.181,1440.0,-0.27,9.737,0.157,-0.006999999999999999,-0.272,0.0,1.0,0.0,1.0,0.0,2014,70.8022625,284.19375,0.6505376344086021,0.1111111111111111,0.6444444444444445,-0.12200000000000003
458,Will Wilcox,14.153,882.0,-0.24,-8.141,0.487,0.203,-0.138,0.0,2.0,0.0,0.0,0.0,2014,70.81944897959183,297.2755102040816,0.6140350877192983,0.1111111111111111,0.6689342403628118,0.5519999999999999
459,Bo Van Pelt,-3.347,1494.0,-0.24,-3.574,0.048,0.468,-0.085,0.0,1.0,0.0,0.0,0.0,2014,70.82714457831325,291.3,0.6283491789109766,0.10040160642570281,0.6860776439089692,0.431
460,Erik Compton,-18.025,1584.0,-0.27,21.133000000000006,-0.08900000000000001,0.066,-0.235,0.0,3.0,0.0,1.0,0.0,2014,70.82926136363636,283.3181818181818,0.5848287112561175,0.1111111111111111,0.6306818181818182,-0.258
461,David Hearn,14.477,1746.0,-0.25,25.838,-0.118,0.146,0.108,0.0,3.0,0.0,0.0,0.0,2014,70.82965979381443,279.1290322580645,0.6747967479674797,0.10652920962199312,0.6638029782359679,0.136
462,Justin Hicks,6.718,1782.0,-0.23,6.188,0.456,0.172,-0.631,0.0,3.0,0.0,1.0,1.0,2014,70.83553535353535,285.1313131313131,0.734590282813633,0.1111111111111111,0.7143658810325477,-0.0030000000000000027
463,Stewart Cink,-23.887,1638.0,-0.25,-9.399,-0.006999999999999999,0.442,-0.192,0.0,0.0,0.0,0.0,0.0,2014,70.8473956043956,293.7413793103448,0.594488188976378,0.10622710622710622,0.6636141636141636,0.243
464,Andres Romero,-10.358,1386.0,-0.28,25.399,0.05,-0.381,0.124,0.0,1.0,0.0,0.0,0.0,2014,70.8524935064935,294.56493506493507,0.5479069767441861,0.1111111111111111,0.6053391053391053,-0.20700000000000002
465,Louis Oosthuizen,-32.804,828.0,-0.23,-12.882,0.7240000000000001,-0.145,-0.3670000000000001,0.0,1.0,0.0,0.0,0.0,2014,70.85208695652173,300.4761904761905,0.6090342679127726,0.10144927536231885,0.6642512077294686,0.21199999999999997
466,K.J. Choi,-31.396,1440.0,-0.28,22.255,-0.339,0.049,0.251,0.0,2.0,0.0,2.0,0.0,2014,70.87005,279.8355263157895,0.6421524663677131,0.10555555555555556,0.6208333333333333,-0.039000000000000035
467,Brad Fritsch,14.612,864.0,-0.26,-1.947,-0.048,0.098,0.06,0.0,3.0,0.0,0.0,0.0,2014,70.88775,294.4479166666667,0.6023916292974589,0.1111111111111111,0.6504629629629629,0.11
468,Jason Bohn,1.29,1458.0,-0.26,9.201,-0.475,0.185,0.038,0.0,3.0,0.0,1.0,1.0,2014,70.89246913580247,280.01851851851853,0.6495119787045253,0.1111111111111111,0.6474622770919067,-0.252
469,Justin Leonard,-17.872,1350.0,-0.25,30.751,-0.752,-0.4970000000000001,0.5710000000000001,0.0,2.0,0.0,0.0,1.0,2014,70.89504,270.26,0.6503831417624522,0.1111111111111111,0.5777777777777777,-0.678
470,Morgan Hoffmann,11.01,1782.0,-0.29,45.523,-0.172,-0.425,0.125,0.0,2.0,0.0,0.0,1.0,2014,70.89909090909092,295.3838383838384,0.5409123823316437,0.1111111111111111,0.6273849607182941,-0.472
471,Troy Merritt,4.79,1116.0,-0.27,1.325,-0.213,0.261,-0.171,0.0,1.0,0.0,1.0,0.0,2014,70.89983870967743,285.1532258064516,0.6143187066974596,0.1111111111111111,0.6505376344086021,-0.123
472,Jason Dufner,-14.391,972.0,-0.26,-24.208,0.316,0.59,0.192,0.0,4.0,0.0,1.0,0.0,2014,70.90016666666666,285.26,0.6375661375661376,0.102880658436214,0.6625514403292181,1.0979999999999999
473,Michael Putnam,0.36,1836.0,-0.23,-37.202,0.111,0.469,-0.063,0.0,1.0,0.0,0.0,0.0,2014,70.90549019607843,292.9852941176471,0.6108374384236454,0.1111111111111111,0.670479302832244,0.5169999999999999
474,Robert Allenby,3.554,1458.0,-0.2,-11.431,-0.05,0.552,-0.234,0.0,0.0,0.0,0.0,0.0,2014,70.92041975308642,284.91975308641975,0.6147032772364924,0.1111111111111111,0.6762688614540466,0.268
475,Vijay Singh,-11.52,1494.0,-0.22,-43.983,0.16699999999999998,0.126,0.261,0.0,1.0,0.0,1.0,0.0,2014,70.93349397590362,289.7168674698795,0.6065573770491803,0.1111111111111111,0.6539491298527443,0.554
476,Scott Brown,22.568,1800.0,-0.27,17.502,0.277,-0.139,-0.005,0.0,4.0,0.0,0.0,1.0,2014,70.93568,287.1875,0.6654753395282345,0.10666666666666667,0.65,0.133
477,Ben Crane,7.304,1458.0,-0.25,10.726,-0.297,-0.009000000000000001,0.017,1.0,2.0,1.0,0.0,0.0,2014,70.95437037037037,279.037037037037,0.6640070921985816,0.1111111111111111,0.6344307270233196,-0.289
478,Ryo Ishikawa,10.513,1350.0,-0.31,5.682,-0.259,0.395,0.095,0.0,3.0,0.0,1.0,0.0,2014,70.98017333333333,291.0422535211268,0.5325670498084292,0.10518518518518519,0.6496296296296297,0.231
479,Matt Jones,-1.295,1494.0,-0.3,8.511000000000001,0.236,-0.421,0.157,1.0,1.0,1.0,0.0,0.0,2014,71.0205421686747,296.3481012658228,0.5849870578084556,0.10575635876840696,0.6325301204819277,-0.027999999999999997
480,Jhonattan Vegas,18.65,1350.0,-0.23,-23.675,0.628,-0.439,0.125,0.0,2.0,0.0,0.0,1.0,2014,71.02199999999999,304.84,0.6116412213740458,0.1111111111111111,0.6911111111111111,0.314
481,Brice Garnett,17.411,1584.0,-0.25,8.475,-0.056,-0.197,-0.002,0.0,1.0,0.0,0.0,0.0,2014,71.03876136363637,289.28977272727275,0.5890968266883645,0.1111111111111111,0.6515151515151515,-0.255
482,Bud Cauley,19.363,1008.0,-0.23,-17.896,-0.073,-0.109,0.467,0.0,1.0,0.0,0.0,0.0,2014,71.06005357142857,293.35714285714283,0.5754475703324808,0.1111111111111111,0.6746031746031746,0.28500000000000003
483,J.J. Henry,12.599,1566.0,-0.2,-14.566,0.192,-0.119,-0.105,0.0,0.0,0.0,0.0,0.0,2014,71.06435632183909,290.7471264367816,0.6438582028029678,0.1111111111111111,0.6960408684546615,-0.03199999999999999
484,Charlie Wi,1.658,1260.0,-0.24,7.308,-0.35,-0.253,0.383,0.0,0.0,0.0,0.0,0.0,2014,71.06654285714286,280.9642857142857,0.5774358974358974,0.1111111111111111,0.6087301587301587,-0.21999999999999997
485,Tyrone Van Aswegen,10.453,1404.0,-0.26,1.074,-0.735,0.29100000000000004,0.181,0.0,0.0,0.0,0.0,0.0,2014,71.06991025641027,289.96153846153845,0.5353535353535354,0.1111111111111111,0.6417378917378918,-0.26299999999999996
486,Jonathan Byrd,10.986,1296.0,-0.25,-17.614,0.079,-0.265,0.159,0.0,1.0,0.0,0.0,1.0,2014,71.08313888888888,288.0625,0.6157684630738522,0.1111111111111111,0.6489197530864198,-0.026999999999999996
487,Spencer Levin,7.084,1062.0,-0.24,-4.683,-0.224,-0.113,0.107,0.0,0.0,0.0,0.0,0.0,2014,71.08616949152542,280.09322033898303,0.6492082825822169,0.1111111111111111,0.6431261770244822,-0.23000000000000004
488,"Ted Potter, Jr.",-2.06,1224.0,-0.22,-12.934,0.134,0.096,-0.104,0.0,0.0,0.0,0.0,0.0,2014,71.08735294117646,278.4117647058824,0.6955602536997886,0.1111111111111111,0.6511437908496732,0.126
489,Pat Perez,0.241,1512.0,-0.26,18.859,-0.28,0.063,-0.039,0.0,3.0,0.0,1.0,0.0,2014,71.1100119047619,286.39285714285717,0.6005132591958939,0.1111111111111111,0.6435185185185185,-0.256
