,NAME,ADJUSTMENT,HOLES,RELATIVE_PAR,SG_PUTTING,SG_OTT,SG_APR,SG_ARG,WINS,TOP_10S,1ST,2ND,3RD,YEAR,SCORE_AVERAGE,DRIVING_DISTANCE,DRIVING_ACCURACY,DRIVING_USAGE,GREENS_IN_REGULATION,TOTAL_SG
883,Whee Kim,13.8,1404.0,-0.23,-14.208,0.252,-0.39,0.14800000000000002,0.0,2.0,0.0,0.0,1.0,2016,71.47179487179487,287.62820512820514,0.6347746090156394,0.1111111111111111,0.6574074074074074,0.010000000000000009
884,Zac Blair,22.503,1710.0,-0.24,15.806,-0.068,-0.498,0.001,0.0,2.0,0.0,0.0,1.0,2016,71.4895052631579,275.34615384615387,0.6985681989449887,0.1064327485380117,0.623391812865497,-0.5650000000000001
885,Scott Pinckney,44.523,1530.0,-0.25,-4.5139999999999985,0.511,-0.396,-0.376,0.0,0.0,0.0,0.0,0.0,2016,71.52380000000001,296.820987654321,0.6304713804713805,0.10588235294117647,0.6901960784313725,-0.261
886,Chad Collins,15.813,1314.0,-0.24,-0.273,-0.629,-0.226,0.408,0.0,1.0,0.0,0.0,1.0,2016,71.53168493150685,279.28767123287673,0.5740922473012757,0.1111111111111111,0.624048706240487,-0.447
887,Chesson Hadley,13.724,1422.0,-0.25,-12.889,-0.031,0.16,-0.132,0.0,0.0,0.0,0.0,0.0,2016,71.54081012658229,296.4697986577181,0.5658492279745686,0.10478199718706048,0.6526019690576652,-0.0030000000000000027
888,Brendon de Jonge,32.841,1458.0,-0.25,10.126,-0.229,-0.195,-0.063,0.0,0.0,0.0,0.0,0.0,2016,71.60297530864197,287.487012987013,0.5918727915194346,0.1056241426611797,0.6563786008230452,-0.48700000000000004
889,Rod Pampling,21.342,900.0,-0.23,-17.59,0.222,-0.3720000000000001,0.199,0.0,0.0,0.0,0.0,0.0,2016,71.60684,287.68,0.6394849785407726,0.1111111111111111,0.64,0.048999999999999905
890,Jason Gore,24.362,1332.0,-0.26,-6.561,0.044,-0.097,-0.581,0.0,0.0,0.0,0.0,0.0,2016,71.62651351351352,289.1857142857143,0.6362754607177498,0.10510510510510511,0.6651651651651652,-0.634
891,D.A. Points,24.401,918.0,-0.24,-23.247,-0.4920000000000001,0.64,0.041,0.0,0.0,0.0,0.0,0.0,2016,71.65492156862744,282.2647058823529,0.5946704067321178,0.1111111111111111,0.6535947712418301,0.18899999999999992
892,Troy Merritt,37.921,1386.0,-0.29,15.828,-0.303,-0.138,-0.166,0.0,1.0,0.0,0.0,1.0,2016,71.67429870129871,287.1506849315069,0.6088971269694161,0.10533910533910534,0.6313131313131313,-0.607
893,Greg Owen,27.859,1458.0,-0.23,-68.137,0.177,0.475,-0.279,0.0,1.0,0.0,0.0,0.0,2016,71.67727160493827,297.73376623376623,0.5922330097087378,0.1056241426611797,0.6975308641975309,0.3729999999999999
894,Andres Gonzales,27.154,1404.0,-0.25,0.466,-0.222,-0.112,-0.135,0.0,0.0,0.0,0.0,0.0,2016,71.68146153846155,294.7435897435897,0.5454545454545454,0.1111111111111111,0.6616809116809117,-0.46900000000000003
895,Peter Malnati,36.346,1530.0,-0.26,36.352,-0.5379999999999999,-0.532,-0.073,1.0,3.0,1.0,0.0,0.0,2016,71.68642352941175,279.7,0.6053736356003359,0.1111111111111111,0.6209150326797386,-1.1429999999999998
896,Hiroshi Iwata,18.496,1494.0,-0.28,11.645,0.012,-0.562,-0.033,0.0,1.0,0.0,0.0,0.0,2016,71.69272289156626,288.78343949044586,0.5834053586862575,0.10508701472556894,0.5950468540829986,-0.5830000000000001
897,Wes Roach,24.491,990.0,-0.28,12.878,-0.015,-0.262,-0.338,0.0,0.0,0.0,0.0,0.0,2016,71.69983636363636,294.6818181818182,0.6098829648894668,0.1111111111111111,0.6323232323232323,-0.615
898,Cameron Smith,1.373,1242.0,-0.26,-2.619,-0.35700000000000004,-0.28600000000000003,-0.062,0.0,0.0,0.0,0.0,0.0,2016,71.75902898550724,286.3114754098361,0.5920915712799167,0.09822866344605476,0.6272141706924316,-0.7050000000000001
899,Scott Langley,35.167,1134.0,-0.22,2.395,0.105,-0.998,0.254,0.0,0.0,0.0,0.0,0.0,2016,71.7963015873016,285.7063492063492,0.6481271282633371,0.1111111111111111,0.6393298059964727,-0.639
900,Martin Piller,14.324,1026.0,-0.25,24.357,-0.444,-0.5489999999999999,-0.24,0.0,0.0,0.0,0.0,0.0,2016,71.81270175438597,286.6194690265487,0.589711417816813,0.1101364522417154,0.6432748538011696,-1.2329999999999999
901,George McNeill,-0.773,918.0,-0.24,-22.315,-0.415,0.278,-0.168,0.0,0.0,0.0,0.0,0.0,2016,71.84758823529411,284.52941176470586,0.6098591549295774,0.1111111111111111,0.6416122004357299,-0.30499999999999994
902,Ken Duke,-8.477,972.0,-0.26,-25.147,0.04,-0.202,-0.048,0.0,0.0,0.0,0.0,1.0,2016,71.88005555555556,280.1574074074074,0.6418109187749668,0.1111111111111111,0.5925925925925926,-0.21000000000000002
903,Erik Compton,0.668,1134.0,-0.26,-2.0580000000000003,-0.495,-0.443,0.07400000000000001,0.0,0.0,0.0,0.0,0.0,2016,71.88361904761904,284.6666666666667,0.5363636363636364,0.1111111111111111,0.5864197530864198,-0.8639999999999999
904,Carlos Ortiz,10.948,1350.0,-0.27,-14.777,-0.452,0.061,-0.272,0.0,0.0,0.0,0.0,0.0,2016,71.90597333333334,298.86619718309856,0.5277246653919694,0.10518518518518519,0.6444444444444445,-0.663
905,J.J. Henry,9.257,1188.0,-0.18,-16.396,-0.293,-0.257,-0.097,0.0,0.0,0.0,0.0,0.0,2016,72.01904545454545,287.3484848484849,0.593311758360302,0.1111111111111111,0.6750841750841751,-0.647
906,Derek Ernst,32.301,1026.0,-0.21,-23.907,0.152,-0.29100000000000004,0.012,0.0,0.0,0.0,0.0,0.0,2016,72.07545614035088,294.60526315789474,0.6010037641154329,0.1111111111111111,0.6617933723196882,-0.12700000000000003
907,Rhein Gibson,29.624,972.0,-0.22,-11.705,-0.067,0.0,-0.376,0.0,0.0,0.0,0.0,0.0,2016,72.08562962962962,297.462962962963,0.5245033112582781,0.1111111111111111,0.6810699588477366,-0.443
908,Dicky Pride,26.428,954.0,-0.24,5.901,-0.212,-0.856,0.094,0.0,0.0,0.0,0.0,0.0,2016,72.10241509433962,278.87735849056605,0.6585695006747638,0.1111111111111111,0.6090146750524109,-0.9740000000000001
909,Hunter Mahan,-6.615,1098.0,-0.26,12.663,-0.118,-0.8690000000000001,-0.268,0.0,0.0,0.0,0.0,0.0,2016,72.10467213114754,294.8421052631579,0.5712603062426383,0.10382513661202186,0.6275045537340619,-1.2550000000000001
910,Abraham Ancer,25.597,864.0,-0.24,-15.98,-0.024,-0.34,0.057,0.0,0.0,0.0,0.0,0.0,2016,72.1374375,276.3958333333333,0.65424739195231,0.1111111111111111,0.6180555555555556,-0.30700000000000005
911,Ángel Cabrera,-4.178,1116.0,-0.23,-16.986,-0.106,-0.355,-0.5820000000000001,0.0,0.0,0.0,0.0,0.0,2016,72.17454838709678,294.5967741935484,0.5806451612903226,0.1111111111111111,0.6308243727598566,-1.0430000000000001
912,Rory Sabbatini,24.35,972.0,-0.23,-36.836,0.115,-0.628,0.054000000000000006,0.0,0.0,0.0,0.0,0.0,2016,72.45092592592593,287.62,0.6218375499334221,0.102880658436214,0.6430041152263375,-0.459
913,Brendon Todd,17.891,1134.0,-0.25,24.939,-1.043,-1.4240000000000002,0.412,0.0,0.0,0.0,0.0,0.0,2016,72.72842857142857,280.07936507936506,0.5802047781569966,0.1111111111111111,0.5423280423280423,-2.055
914,Robert Allenby,14.959,918.0,-0.19,-20.117,-0.631,-0.46,-0.368,0.0,0.0,0.0,0.0,0.0,2016,73.1168431372549,282.1764705882353,0.550561797752809,0.1111111111111111,0.6372549019607843,-1.459
915,D.H. Lee,37.67,1026.0,-0.26,1.949,-0.51,-1.318,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,2016,73.41526315789474,280.44736842105266,0.6085319949811794,0.1111111111111111,0.601364522417154,-1.8210000000000002
916,Steven Bowditch,4.574,1278.0,-0.26,7.2120000000000015,-1.616,-1.68,-0.044,0.0,0.0,0.0,0.0,0.0,2016,74.26160563380282,288.87301587301585,0.4301507537688442,0.09859154929577464,0.5446009389671361,-3.3400000000000003
917,Jordan Spieth,-9.478,1332.0,-0.34,21.067,0.318,0.904,0.422,3.0,12.0,3.0,3.0,2.0,2017,68.84489189189189,295.6025641025641,0.5996150144369586,0.11711711711711711,0.7034534534534534,1.644
918,Rickie Fowler,-39.192,1296.0,-0.32,52.27,0.457,0.521,0.401,1.0,10.0,1.0,2.0,2.0,2017,68.914,300.3125,0.6468253968253969,0.1111111111111111,0.6766975308641975,1.379
919,Marc Leishman,-19.36,1548.0,-0.29,25.965,0.36,0.503,0.345,2.0,7.0,2.0,0.0,1.0,2017,69.37953488372094,298.56976744186045,0.5822259136212624,0.1111111111111111,0.6744186046511628,1.208
920,Justin Thomas,-5.066,1350.0,-0.36,20.243,0.441,0.703,0.315,5.0,12.0,5.0,1.0,0.0,2017,69.43912,309.69718309859155,0.5465779467680608,0.10518518518518519,0.6696296296296296,1.4589999999999999
921,Hideki Matsuyama,-5.035,1296.0,-0.33,-10.534,0.593,0.723,0.389,3.0,7.0,3.0,3.0,0.0,2017,69.485625,303.2867647058824,0.5928853754940712,0.10493827160493827,0.6929012345679012,1.7049999999999998
922,Dustin Johnson,-7.01,1188.0,-0.3,5.5,1.083,0.649,0.194,4.0,8.0,4.0,1.0,1.0,2017,69.515,314.969696969697,0.56957928802589,0.1111111111111111,0.6936026936026936,1.926
923,Paul Casey,-20.277,1548.0,-0.27,2.81,0.344,0.964,0.187,0.0,9.0,0.0,0.0,1.0,2017,69.52003488372092,297.5243902439024,0.6420265780730897,0.10594315245478036,0.6996124031007752,1.4949999999999999
924,Rory McIlroy,-29.609,864.0,-0.28,-10.947,0.965,0.322,0.095,0.0,6.0,0.0,0.0,0.0,2017,69.52897916666667,317.2386363636364,0.5505952380952381,0.10185185185185185,0.65625,1.382
925,Jon Rahm,-8.878,1422.0,-0.3,21.496,0.959,0.486,0.028,1.0,11.0,1.0,2.0,2.0,2017,69.59648101265823,305.82530120481925,0.5909502262443439,0.11673699015471167,0.680028129395218,1.4729999999999999
926,Sergio Garcia,-22.528,1044.0,-0.26,-12.868,0.838,0.309,0.22,1.0,3.0,1.0,0.0,0.0,2017,69.6288275862069,301.8888888888889,0.6206896551724138,0.10344827586206896,0.6906130268199234,1.367
927,Justin Rose,-16.715,1080.0,-0.29,-0.01,0.5760000000000001,0.295,0.389,0.0,8.0,0.0,3.0,0.0,2017,69.73808333333334,300.9140625,0.5768772348033373,0.11851851851851852,0.6796296296296296,1.26
928,Francesco Molinari,-23.262,1296.0,-0.27,-5.245,0.483,0.8420000000000001,0.128,0.0,5.0,0.0,1.0,0.0,2017,69.80191666666667,292.36764705882354,0.7013888888888888,0.10493827160493827,0.6728395061728395,1.4530000000000003
929,Matt Kuchar,-24.351,1584.0,-0.26,21.378,0.157,0.287,0.452,0.0,9.0,0.0,1.0,0.0,2017,69.83692045454546,285.40340909090907,0.6593317033414833,0.1111111111111111,0.6666666666666666,0.8959999999999999
930,Patrick Cantlay,-3.87,792.0,-0.3,13.533,0.645,0.45,0.032,0.0,4.0,0.0,1.0,1.0,2017,69.91204545454546,298.9479166666667,0.6170212765957447,0.12121212121212122,0.6881313131313131,1.127
931,Brooks Koepka,-34.701,1368.0,-0.34,32.535,0.557,0.093,0.027000000000000003,1.0,7.0,1.0,2.0,0.0,2017,69.91182894736842,311.1381578947368,0.5610902255639098,0.1111111111111111,0.6337719298245614,0.677
932,Kyle Stanley,2.414,1728.0,-0.26,-24.367,0.6709999999999999,0.597,0.024,1.0,5.0,1.0,0.0,0.0,2017,69.96264583333333,296.52,0.6880597014925374,0.11574074074074074,0.7065972222222222,1.2919999999999998
933,Adam Scott,-33.255,1044.0,-0.27,-4.061,0.524,0.536,0.043,0.0,4.0,0.0,0.0,0.0,2017,69.99560344827586,306.97,0.5665024630541872,0.09578544061302682,0.6704980842911877,1.103
934,Bill Haas,-14.088,1530.0,-0.24,3.956,-0.047,0.399,0.516,0.0,4.0,0.0,0.0,1.0,2017,70.01072941176471,292.962962962963,0.5927487352445194,0.10588235294117647,0.6790849673202615,0.8680000000000001
935,Tony Finau,11.153,1800.0,-0.3,-14.297,0.855,0.401,0.056,0.0,8.0,0.0,0.0,1.0,2017,70.03153,309.21,0.5754110078627591,0.1111111111111111,0.6888888888888889,1.312
936,Webb Simpson,3.302,1710.0,-0.27,4.57,-0.005,0.443,0.463,0.0,6.0,0.0,1.0,1.0,2017,70.04528421052632,286.54040404040404,0.6633962264150943,0.11578947368421053,0.6532163742690058,0.901
937,Ian Poulter,-1.939,1224.0,-0.25,1.358,-0.162,0.573,0.501,0.0,2.0,0.0,1.0,1.0,2017,70.04501470588235,283.453125,0.6255274261603375,0.10457516339869281,0.6446078431372549,0.9119999999999999
938,Brandt Snedeker,1.772,900.0,-0.28,24.044,-0.311,0.503,0.314,0.0,4.0,0.0,0.0,0.0,2017,70.05544,281.56,0.635846372688478,0.1111111111111111,0.6711111111111111,0.506
939,Russell Henley,-8.864,1674.0,-0.27,31.379,0.33,0.152,0.028,1.0,5.0,1.0,0.0,1.0,2017,70.10898924731183,297.99484536082474,0.637904468412943,0.11589008363201912,0.6774193548387096,0.51
940,Jason Day,-22.882,1116.0,-0.33,18.899,0.345,-0.01,0.312,0.0,5.0,0.0,1.0,0.0,2017,70.1148064516129,306.219696969697,0.5453501722158438,0.11827956989247312,0.6370967741935484,0.647
941,Lucas Glover,-1.505,1620.0,-0.27,-2.24,0.502,0.301,0.14,0.0,4.0,0.0,0.0,1.0,2017,70.13883333333334,298.6222222222222,0.6536624203821656,0.1111111111111111,0.6993827160493827,0.943
942,Daniel Berger,1.94,1476.0,-0.28,10.607,0.252,0.614,-0.087,1.0,6.0,1.0,2.0,0.0,2017,70.14560975609756,296.9166666666667,0.6008695652173913,0.10569105691056911,0.6666666666666666,0.779
943,Phil Mickelson,-17.598,1440.0,-0.32,23.222,-0.058,0.5529999999999999,0.21600000000000005,0.0,5.0,0.0,0.0,0.0,2017,70.167525,293.475,0.550491510277033,0.1111111111111111,0.6284722222222222,0.711
944,Charl Schwartzel,-35.326,1080.0,-0.29,12.345999999999998,-0.023,0.399,0.127,0.0,3.0,0.0,1.0,1.0,2017,70.21123333333334,299.0982142857143,0.5430622009569378,0.1037037037037037,0.6175925925925926,0.503
945,Stewart Cink,7.842,1674.0,-0.28,23.17,-0.019,0.7929999999999999,-0.05,0.0,3.0,0.0,0.0,0.0,2017,70.21335483870968,296.69354838709677,0.551272166538165,0.1111111111111111,0.6875746714456392,0.7239999999999999
946,Louis Oosthuizen,-32.359,1116.0,-0.25,27.008000000000006,0.301,0.215,0.189,0.0,4.0,0.0,2.0,1.0,2017,70.22001612903225,296.3448275862069,0.6129032258064516,0.1039426523297491,0.6523297491039427,0.7050000000000001
947,Jason Dufner,-15.197,1404.0,-0.28,2.422,0.295,0.544,-0.147,1.0,2.0,1.0,0.0,0.0,2017,70.2410641025641,294.5792682926829,0.6446886446886447,0.1168091168091168,0.6730769230769231,0.692
948,Chez Reavie,23.167,1710.0,-0.27,34.584,0.121,0.375,-0.073,0.0,4.0,0.0,0.0,0.0,2017,70.24386315789474,285.1923076923077,0.7139622641509434,0.1064327485380117,0.6730994152046783,0.423
949,Charley Hoffman,-10.538,1872.0,-0.3,4.23,0.622,0.411,-0.02,0.0,7.0,0.0,2.0,2.0,2017,70.25444230769232,298.7083333333333,0.5888812628689087,0.11538461538461539,0.6698717948717948,1.013
950,Pat Perez,-1.949,1548.0,-0.28,18.591,-0.098,0.308,0.425,1.0,6.0,1.0,1.0,1.0,2017,70.26803488372093,290.90697674418607,0.6246893123446562,0.1111111111111111,0.6686046511627907,0.635
951,Xander Schauffele,3.549,1584.0,-0.28,28.688,0.52,0.009000000000000001,-0.14300000000000002,2.0,4.0,2.0,0.0,0.0,2017,70.27896590909091,306.7880434782609,0.587327376116978,0.11616161616161616,0.6786616161616161,0.386
952,Brian Harman,10.715,1728.0,-0.3,49.722,0.054000000000000006,-0.112,0.301,1.0,7.0,1.0,1.0,1.0,2017,70.36161458333333,289.859375,0.6304023845007451,0.1111111111111111,0.6446759259259259,0.243
953,Charles Howell III,21.404,1476.0,-0.27,11.729,0.016,0.223,0.081,0.0,5.0,0.0,2.0,0.0,2017,70.37078048780488,296.9102564102564,0.5472027972027972,0.10569105691056911,0.6700542005420054,0.32
954,Graham DeLaet,-0.423,1368.0,-0.27,20.639,0.486,0.4270000000000001,-0.436,0.0,6.0,0.0,0.0,0.0,2017,70.37601315789475,301.1118421052632,0.6367924528301887,0.1111111111111111,0.685672514619883,0.47700000000000004
955,Kevin Kisner,-4.611,1692.0,-0.24,26.487,0.285,0.3670000000000001,-0.017,1.0,8.0,1.0,2.0,1.0,2017,70.3871170212766,289.45,0.6828897338403042,0.10638297872340426,0.6643026004728132,0.6350000000000001
956,Jamie Lovemark,9.581,1728.0,-0.28,-1.34,0.319,0.183,0.258,0.0,4.0,0.0,0.0,1.0,2017,70.39146875,304.9021739130435,0.5738805970149253,0.10648148148148148,0.6608796296296297,0.76
957,Zach Johnson,-19.745,1386.0,-0.27,28.326,-0.005,-0.006999999999999999,0.226,0.0,4.0,0.0,1.0,0.0,2017,70.39292207792208,286.87012987012986,0.6753246753246753,0.1111111111111111,0.6421356421356421,0.214
958,Kevin Na,8.722,1476.0,-0.28,17.507,-0.406,0.631,0.28800000000000003,0.0,5.0,0.0,0.0,0.0,2017,70.3990487804878,283.72297297297297,0.612565445026178,0.1002710027100271,0.6551490514905149,0.513
959,Luke List,33.926,1764.0,-0.29,-36.664,0.6,0.443,0.07400000000000001,0.0,3.0,0.0,1.0,1.0,2017,70.42781632653062,311.4591836734694,0.5562865497076024,0.1111111111111111,0.6910430839002267,1.117
960,Bud Cauley,9.054,1584.0,-0.27,-22.35,0.264,0.588,-0.05,0.0,5.0,0.0,0.0,1.0,2017,70.43243181818183,295.9261363636364,0.6009771986970684,0.1111111111111111,0.6736111111111112,0.8019999999999999
961,Keegan Bradley,17.524,1836.0,-0.27,-19.67,0.625,0.139,0.004,0.0,5.0,0.0,0.0,0.0,2017,70.43650980392157,299.7908163265306,0.6678370786516854,0.10675381263616558,0.6862745098039216,0.768
962,Martin Laird,-7.623,1494.0,-0.27,18.195,0.235,0.139,0.203,0.0,5.0,0.0,0.0,1.0,2017,70.45032530120483,296.93373493975906,0.6566005176876618,0.1111111111111111,0.6586345381526104,0.577
963,Gary Woodland,-2.568,1530.0,-0.26,-24.528,0.468,0.589,0.05,0.0,5.0,0.0,2.0,0.0,2017,70.48743529411765,307.5740740740741,0.5983122362869199,0.10588235294117647,0.696078431372549,1.107
964,Sung Kang,-1.452,1836.0,-0.28,12.609000000000002,0.255,0.251,-0.182,0.0,3.0,0.0,1.0,0.0,2017,70.49556862745098,296.3979591836735,0.5964912280701754,0.10675381263616558,0.6606753812636166,0.324
965,Patrick Reed,-19.155,1728.0,-0.29,46.295,0.215,-0.032,0.231,0.0,4.0,0.0,1.0,0.0,2017,70.49838541666666,295.5597826086956,0.5725986597170514,0.10648148148148148,0.6244212962962963,0.41400000000000003
966,Brendan Steele,-2.712,1512.0,-0.28,-0.92,0.387,0.411,0.09,1.0,4.0,1.0,0.0,0.0,2017,70.50342857142857,300.38125,0.6288135593220339,0.10582010582010581,0.6726190476190477,0.888
967,Chad Campbell,44.334,1746.0,-0.24,-24.298,0.041,0.506,0.14400000000000002,0.0,3.0,0.0,0.0,0.0,2017,70.50859793814433,285.5967741935484,0.672082717872969,0.10652920962199312,0.6907216494845361,0.6910000000000001
968,Seamus Power,38.469,1440.0,-0.28,11.845999999999998,-0.067,0.202,0.229,0.0,1.0,0.0,0.0,0.0,2017,70.5433625,298.1375,0.5327354260089686,0.1111111111111111,0.65625,0.364
969,Adam Hadwin,-6.296,1692.0,-0.28,26.159,0.061,0.239,-0.021,1.0,5.0,1.0,1.0,0.0,2017,70.57131914893617,291.28723404255317,0.6308161708619374,0.1111111111111111,0.6542553191489362,0.27899999999999997
970,Brian Gay,19.639,1404.0,-0.27,31.106,-0.417,-0.006,0.254,0.0,3.0,0.0,0.0,1.0,2017,70.58511538461539,278.7371794871795,0.6547291092745638,0.1111111111111111,0.6353276353276354,-0.16899999999999998
971,Hudson Swafford,7.597,1620.0,-0.27,-0.35100000000000003,0.454,0.202,-0.337,1.0,4.0,1.0,0.0,0.0,2017,70.61774444444444,305.0988372093023,0.6027070063694268,0.10617283950617284,0.6820987654320988,0.319
972,Graeme McDowell,-16.789,1008.0,-0.28,28.174,0.085,-0.036000000000000004,-0.111,0.0,0.0,0.0,0.0,0.0,2017,70.62876785714285,279.5267857142857,0.6987179487179487,0.1111111111111111,0.6259920634920635,-0.062
973,J.B. Holmes,-34.841,1368.0,-0.3,-1.978,0.5329999999999999,0.039,0.13699999999999998,0.0,2.0,0.0,0.0,0.0,2017,70.65998684210525,307.5416666666667,0.5126999059266227,0.10526315789473684,0.6257309941520468,0.709
974,Shane Lowry,-20.306,882.0,-0.27,18.184,0.5820000000000001,0.231,-0.277,0.0,1.0,0.0,0.0,0.0,2017,70.66722448979591,296.44444444444446,0.6583941605839416,0.10204081632653061,0.6757369614512472,0.536
975,Kevin Chappell,-23.332,1548.0,-0.28,-21.879,0.478,0.405,0.177,1.0,5.0,1.0,0.0,0.0,2017,70.68218604651162,305.0121951219512,0.5943474646716542,0.10594315245478036,0.6563307493540051,1.06
976,Nick Watney,-0.727,1242.0,-0.24,-7.249,-0.063,0.585,-0.238,0.0,1.0,0.0,0.0,0.0,2017,70.68511594202899,300.8768115942029,0.5567117585848075,0.1111111111111111,0.6642512077294686,0.28400000000000003
977,Rafa Cabrera Bello,-24.418,1080.0,-0.26,21.756,-0.223,-0.171,0.068,0.0,4.0,0.0,0.0,0.0,2017,70.69303333333333,291.74038461538464,0.6142857142857143,0.0962962962962963,0.6268518518518519,-0.326
978,Robert Streb,3.822,1692.0,-0.26,0.223,-0.159,-0.07200000000000001,0.305,0.0,3.0,0.0,1.0,0.0,2017,70.70023404255319,294.3333333333333,0.5757806549885758,0.10638297872340426,0.6518912529550828,0.07399999999999998
979,Ollie Schniederjans,22.241,1566.0,-0.28,-1.527,0.125,0.309,-0.032,0.0,5.0,0.0,1.0,1.0,2017,70.70391954022989,300.6954022988506,0.5189144736842105,0.1111111111111111,0.6602809706257982,0.402
980,Michael Kim,16.586,1620.0,-0.27,19.249,-0.247,0.158,0.106,0.0,1.0,0.0,0.0,1.0,2017,70.70651111111111,289.6111111111111,0.5971337579617835,0.1111111111111111,0.6567901234567901,0.017
981,Robert Garrigus,31.291,1296.0,-0.28,-27.37,0.422,0.477,-0.19,0.0,3.0,0.0,0.0,0.0,2017,70.71237500000001,300.74305555555554,0.5952143569292123,0.1111111111111111,0.6952160493827161,0.7090000000000001
982,Matt Jones,8.241,1008.0,-0.26,8.671,0.073,-0.468,0.503,0.0,0.0,0.0,0.0,0.0,2017,70.71858928571429,302.5982142857143,0.5708812260536399,0.1111111111111111,0.6309523809523809,0.10799999999999998
983,Ryan Moore,-10.433,1422.0,-0.28,-1.136,-0.006,0.498,-0.173,0.0,2.0,0.0,0.0,1.0,2017,70.74135443037974,287.98591549295776,0.6790235081374322,0.09985935302390998,0.650492264416315,0.319
984,David Lingmerth,-10.362,1350.0,-0.28,33.406,-0.032,0.054000000000000006,-0.031,0.0,1.0,0.0,0.0,0.0,2017,70.75517333333333,290.6267605633803,0.6367112810707457,0.10518518518518519,0.6311111111111111,-0.008999999999999994
985,Russell Knox,3.522,1260.0,-0.25,-18.82,0.102,0.181,-0.119,0.0,4.0,0.0,0.0,1.0,2017,70.7646,288.5806451612903,0.6761710794297352,0.09841269841269841,0.6658730158730158,0.16399999999999998
986,Emiliano Grillo,-10.598,1566.0,-0.26,-11.407,0.368,0.281,-0.116,0.0,2.0,0.0,0.0,0.0,2017,70.79772413793104,293.30379746835445,0.6543513957307061,0.10089399744572158,0.6698595146871009,0.533
987,Anirban Lahiri,9.539,1296.0,-0.32,-19.798,0.234,-0.14300000000000002,0.059,0.0,3.0,0.0,1.0,1.0,2017,70.79915277777778,296.99264705882354,0.5982142857142857,0.10493827160493827,0.6342592592592593,0.15
988,Sean O'Hair,-5.73,1512.0,-0.26,7.508999999999999,0.252,0.118,-0.101,0.0,5.0,0.0,1.0,0.0,2017,70.80083333333334,297.525,0.6061381074168798,0.10582010582010581,0.6640211640211641,0.269
989,Scott Stallings,14.475,1386.0,-0.25,-21.75,0.049,0.375,-0.084,0.0,3.0,0.0,0.0,1.0,2017,70.81136363636364,297.61038961038963,0.570363466915191,0.1111111111111111,0.6789321789321789,0.33999999999999997
990,Chris Stroud,13.108,1062.0,-0.26,-6.046,-0.094,0.173,0.06,1.0,3.0,1.0,0.0,0.0,2017,70.81538983050848,286.83898305084745,0.656969696969697,0.1111111111111111,0.6619585687382298,0.13899999999999998
991,Nick Taylor,17.579,1710.0,-0.24,-15.843,0.168,0.053,0.121,0.0,4.0,0.0,0.0,0.0,2017,70.81662105263158,291.62105263157895,0.6166037735849057,0.1111111111111111,0.6614035087719298,0.34199999999999997
992,Luke Donald,-8.103,864.0,-0.27,30.285,-1.001,-0.078,0.422,0.0,1.0,0.0,1.0,0.0,2017,70.8311875,278.4583333333333,0.5650224215246636,0.1111111111111111,0.6192129629629629,-0.657
993,Billy Horschel,-12.479,1548.0,-0.23,6.7189999999999985,0.224,0.02,-0.324,1.0,4.0,1.0,1.0,0.0,2017,70.83163953488372,300.0581395348837,0.6006655574043261,0.1111111111111111,0.6789405684754521,-0.08000000000000002
994,Harris English,0.485,1368.0,-0.26,26.957,-0.644,0.138,0.16899999999999998,0.0,2.0,0.0,0.0,0.0,2017,70.84848684210526,301.9078947368421,0.5141509433962265,0.1111111111111111,0.6396198830409356,-0.337
995,John Huh,24.875,1584.0,-0.24,9.452,-0.049,-0.02,0.043,0.0,2.0,0.0,0.0,0.0,2017,70.85085227272727,287.07738095238096,0.6408794788273615,0.10606060606060606,0.6578282828282829,-0.02600000000000001
996,Danny Lee,3.558,1602.0,-0.28,18.754,0.037000000000000005,0.304,-0.263,0.0,4.0,0.0,0.0,1.0,2017,70.86020224719101,291.09411764705885,0.6272141706924316,0.10611735330836454,0.6610486891385767,0.07799999999999996
997,Branden Grace,-11.723,1134.0,-0.23,-11.639,0.18,0.173,0.165,0.0,2.0,0.0,0.0,0.0,2017,70.86153968253969,291.95454545454544,0.5846501128668171,0.09700176366843033,0.6640211640211641,0.518
998,Ryan Blaum,35.162,1728.0,-0.27,27.37,-0.198,-0.032,-0.057,0.0,2.0,0.0,0.0,0.0,2017,70.86627083333333,284.0572916666667,0.6094100074682599,0.1111111111111111,0.6527777777777778,-0.28700000000000003
999,Bryson DeChambeau,13.084,1602.0,-0.26,-14.116,0.42,-0.02,-0.016,1.0,2.0,1.0,1.0,0.0,2017,70.86611235955056,299.44943820224717,0.5834004834810637,0.1111111111111111,0.6548064918851436,0.38399999999999995
1000,Kevin Tway,31.383,1584.0,-0.28,19.312,0.28800000000000003,-0.168,0.053,0.0,3.0,0.0,0.0,2.0,2017,70.86798863636363,309.21022727272725,0.5247766043866775,0.1111111111111111,0.6470959595959596,0.17300000000000001
1001,Kevin Streelman,10.82,1584.0,-0.25,-21.946,0.292,0.197,-0.038,0.0,2.0,0.0,0.0,0.0,2017,70.87295454545455,293.95454545454544,0.6601466992665037,0.1111111111111111,0.6666666666666666,0.451
