,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
151,Erik Compton,77,"5,502",3.402,"43,385",146,595,"1,020",821,"1,314",-0.26,5.862,64,.215,-.668,-.155,-33.105,64,22,0,,"7,315",,,,,2012
152,J.J. Killeen,97,"6,943",- 7.318,"53,920",186,728,"1,298","1,009","1,674",-0.23,-9.012,84,-.063,-.492,.213,-37.702,84,29,0,1,"7,340",,,,,2012
153,Stephen Ames,54,"3,882",- 20.403,"29,501",104,448,724,582,936,-0.21,-9.934,39,-.277,-.277,-.097,-35.337,39,17,0,,"7,484",,,,,2012
154,Troy Kelly,64,"4,566",11.965,"37,140",124,455,865,705,"1,116",-0.24,2.529,51,-.211,-.530,-.001,-35.291,51,20,0,1,"7,164",,,1,,2012
155,Tommy Gainey,98,"7,014",- 3.084,"57,955",195,761,"1,368","1,099","1,764",-0.28,10.183,90,-.108,-.260,-.262,-46.535,90,29,0,1,"6,995",,1,,1,2012
156,Andres Romero,64,"4,606",- 27.268,"35,042",120,459,836,662,"1,080",-0.24,-12.024,54,-.216,.078,-.049,-22.102,54,20,0,2,"7,120",,,1,1,2012
157,Gary Woodland,69,"4,969",- 31.940,"40,413",134,527,966,795,"1,242",-0.25,-26.356,53,.320,.153,-.269,-15.540,53,19,0,,"7,305",,,,,2012
158,D.J. Trahan,69,"4,929",8.841,"40,330",138,590,962,819,"1,242",-0.22,-35.901,62,.088,-.085,-.150,-44.986,62,23,0,1,"7,383",,,,,2012
159,Nick O'Hern,74,"5,303",- 6.141,"39,800",148,653,"1,031",843,"1,332",-0.21,-26.669,68,-.860,.340,.424,-33.225,68,22,0,1,"7,376",,,,1,2012
160,Ángel Cabrera,54,"3,890",- 24.631,"29,375",98,398,698,570,900,-0.24,-8.033,37,.198,-.306,-.126,-16.681,37,17,0,,"7,449",,,,,2012
161,Justin Leonard,75,"5,377",- 8.286,"41,903",150,630,"1,044",816,"1,350",-0.23,-22.100,68,-.401,-.117,.227,-41.831,68,22,0,2,"7,349",,,,,2012
162,Steve Wheatcroft,52,"3,712",10.348,"28,687",100,436,699,596,900,-0.22,1.675,42,.001,-.294,-.253,-21.260,42,18,0,,"7,534",,,,,2012
163,Sangmoon Bae,77,"5,550",- 34.556,"44,332",153,622,"1,071",829,"1,386",-0.29,7.288,57,.069,-.760,-.491,-60.020,57,25,0,2,"7,018",,,1,,2012
164,Arjun Atwal,75,"5,357",15.565,"41,623",146,621,"1,016",839,"1,314",-0.24,-14.324,66,-.132,-.227,-.084,-43.529,66,23,0,,"7,445",,,,,2012
165,Roland Thatcher,53,"3,776",21.242,"28,312",98,426,685,598,882,-0.24,-22.622,44,-.156,.010,-.498,-50.947,44,17,0,1,"7,438",,,,,2012
166,Scott Dunlap,53,"3,783",14.610,"28,698",102,461,713,617,918,-0.19,-31.655,46,.062,.252,-.226,-27.580,46,16,0,,"7,549",,,,,2012
167,Mark Anderson,73,"5,224",9.488,"40,806",138,504,965,793,"1,242",-0.26,-8.095,61,-.217,-.542,.017,-53.355,61,21,0,,"7,417",,,,,2012
168,"Ted Potter, Jr.",77,"5,530",- 8.310,"41,544",146,654,"1,019",832,"1,314",-0.23,4.427,61,-.191,-.277,-.428,-50.226,61,23,1,1,"6,974",,1,,,2012
169,Cameron Beckman,77,"5,520",2.874,"43,914",154,663,"1,075",905,"1,386",-0.23,-24.355,69,-.226,.058,-.167,-47.529,69,22,0,,"7,472",,,,,2012
170,Harrison Frazar,54,"3,883",- 9.088,"32,147",108,415,759,595,972,-0.26,1.124,48,.108,-.358,-.325,-26.471,48,20,0,2,"7,239",,,1,,2012
171,Colt Knost,77,"5,541",- 12.570,"41,968",154,731,"1,075",861,"1,386",-0.23,12.305,67,-.566,-.545,-.053,-65.752,67,25,0,2,"7,236",,,,2,2012
172,Scott Brown,63,"4,503",22.589,"34,366",118,495,822,685,"1,062",-0.25,-23.853,51,.170,-.255,-.219,-39.312,51,20,0,3,"7,414",,,,,2012
173,Daniel Chopra,53,"3,808",1.208,"30,151",102,337,713,549,918,-0.29,14.231,43,-.489,-.589,.068,-29.196,43,17,0,,"7,556",,,,,2012
174,Brendon Todd,74,"5,306",12.575,"39,703",140,573,975,756,"1,260",-0.24,26.891,63,-.570,-1.141,.094,-74.979,63,25,0,1,"7,345",,,,,2012
175,Derek Lamely,64,"4,590",10.055,"35,852",124,450,864,673,"1,116",-0.26,35.620,56,-.754,-.714,-.204,-57.966,56,21,0,,"7,466",,,,,2012
176,Brendan Steele,73,"5,251",- 3.237,"42,162",146,649,"1,023",858,"1,314",-0.21,-7.199,64,.084,-.376,-.112,-33.082,64,20,0,3,"7,292",,,,,2012
177,Miguel Angel Carballo,69,"4,947",15.362,"37,634",130,525,907,758,"1,170",-0.23,-16.753,57,-.042,-.728,-.106,-66.709,57,21,0,,"7,413",,,,,2012
178,Edward Loar,57,"4,097",2.559,"31,329",106,415,741,592,954,-0.27,6.217,43,.059,-.728,-.594,-48.070,43,19,0,,"7,583",,,,,2012
179,Patrick Sheehan,56,"4,017",12.181,"29,042",104,437,727,589,936,-0.21,-6.535,44,-.468,-.737,.092,-55.502,44,17,0,,"7,518",,,,,2012
180,Ryuji Imada,76,"5,462",8.320,"42,006",152,595,"1,060",829,"1,368",-0.24,24.242,69,-.919,-.538,.196,-62.814,69,24,0,1,"7,513",,,,,2012
181,Alexandre Rocha,58,"4,160",18.273,"31,878",112,497,783,674,"1,008",-0.20,-11.584,50,-.083,-.221,-.320,-42.782,50,17,0,1,"7,443",,,1,,2012
182,Michael Bradley,63,"4,517",22.729,"33,571",118,428,825,694,"1,062",-0.22,-10.374,55,-1.146,.391,-.010,-52.465,55,20,0,,"7,453",,,,,2012
183,Billy Hurley III,68,"4,919",- 15.102,"36,338",132,559,923,686,"1,188",-0.23,15.721,57,-.967,-.704,.072,-75.469,57,23,0,2,"7,370",,,,,2012
184,Tom Pernice Jr.,58,"4,165",18.955,"31,769",116,495,808,644,"1,044",-0.23,-16.513,52,-.921,-.097,.209,-58.579,52,19,0,1,"7,487",,,,,2012
185,Matt Bettencourt,76,"5,487",- 1.154,"41,495",144,525,"1,004",764,"1,296",-0.26,-12.073,60,-.558,-.425,-.077,-75.718,60,27,0,1,"7,449",,,,,2012
186,Kyle Thompson,49,"3,535",7.498,"26,714",94,411,656,548,846,-0.20,-44.749,37,-.204,.204,-.189,-51.739,37,19,0,,"7,582",,,,,2012
187,Marco Dawson,58,"4,170",23.648,"30,874",108,422,753,610,972,-0.26,-10.788,46,-.606,-.459,.084,-55.877,46,18,0,,"7,583",,,,,2012
188,Tommy Biershenk,72,"5,213",6.545,"38,819",136,543,949,733,"1,224",-0.27,12.972,58,-.551,-.733,-.167,-71.177,58,23,0,,"7,553",,,,,2012
189,Sung Kang,73,"5,304",- 6.294,"40,576",142,569,989,756,"1,278",-0.22,3.134,62,-.628,-.897,-.286,-109.179,62,27,0,,"7,480",,,,,2012
190,Stephen Gangluff,55,"4,001",13.707,"29,732",102,356,713,543,918,-0.22,-10.437,43,-.932,-.488,-.296,-84.244,43,19,0,,"7,623",,,,,2012
