,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
11,Henrik Stenson,56,"3,901",- 2.449,"30,319",104,591,786,741,"1,008",-0.26,-9.092,44,.427,.960,-.027,50.738,44,16,0,5,"4,987",,,1,,2018
12,Bryson DeChambeau,93,"6,473",4.095,"56,854",186,814,"1,308","1,166","1,674",-0.30,26.983,78,.586,.556,.070,121.526,78,26,3,9,72,,3,1,1,2018
13,Francesco Molinari,70,"4,894",- 8.241,"39,730",132,640,984,885,"1,260",-0.26,-27.741,57,.690,.593,.327,64.014,57,20,2,5,"1,748",,2,1,,2018
14,Paul Casey,71,"4,973",- 13.671,"35,909",118,627,993,867,"1,278",-0.27,6.537,49,.138,.586,.109,47.336,49,20,1,5,"1,857",,1,1,,2018
15,Rafa Cabrera Bello,70,"4,898",- 5.891,"34,232",116,667,983,884,"1,260",-0.27,13.101,48,.256,.487,.096,53.370,48,20,0,5,"4,802",,,,1,2018
16,Patrick Cantlay,80,"5,594",- 2.071,"46,078",152,694,"1,127","1,018","1,440",-0.27,-12.177,67,.622,.509,.146,73.418,67,23,1,7,"1,807",,1,,,2018
17,Jordan Spieth,76,"5,284",28.677,"45,563",152,658,"1,069",964,"1,368",-0.29,-2.224,66,.271,.409,.184,54.751,66,23,0,5,"4,654",,,,2,2018
18,Zach Johnson,87,"6,063",19.256,"50,427",174,778,"1,218","1,056","1,566",-0.29,14.836,72,-.059,.463,.425,74.544,72,25,0,2,"4,996",,,,,2018
19,Jon Rahm,66,"4,597",20.204,"38,298",124,550,929,833,"1,188",-0.31,-7.685,51,.817,.047,.176,45.323,51,20,1,5,"1,838",,1,1,,2018
20,Alex Noren,60,"4,222",- 23.647,"33,506",112,521,844,701,"1,080",-0.28,37.154,49,.208,.107,-.029,51.168,49,18,0,3,"4,808",,,1,2,2018
21,Ryan Moore,78,"5,457",4.196,"45,109",156,787,"1,094",966,"1,404",-0.26,-17.864,66,.406,.532,.273,62.090,66,22,0,5,"5,171",,,,,2018
22,Hideki Matsuyama,72,"5,027",14.609,"38,657",128,637,"1,014",898,"1,296",-0.30,7.507,57,.194,.727,.143,68.157,57,21,0,4,"1,658",,,,,2018
23,Tyrrell Hatton,54,"3,802",- 17.110,"29,878",100,470,760,646,972,-0.24,14.077,42,.148,.202,.252,39.390,42,16,0,4,"4,936",,,,1,2018
24,Phil Mickelson,87,"6,095",3.491,"49,848",166,646,"1,221","1,016","1,566",-0.34,35.711,70,-.225,.555,.091,65.141,70,24,1,6,"1,812",,1,1,1,2018
25,Patrick Reed,86,"6,038",- 8.920,"46,509",156,663,"1,203",984,"1,548",-0.30,10.317,63,.051,.187,.545,59.645,63,26,1,7,"1,822",,1,1,,2018
26,Emiliano Grillo,92,"6,438",15.974,"49,588",168,905,"1,290","1,140","1,656",-0.28,39.841,73,.364,.345,-.122,82.692,73,25,0,6,"4,707",,,,2,2018
27,Billy Horschel,82,"5,720",32.650,"48,445",164,779,"1,149","1,059","1,476",-0.28,30.165,77,.538,.352,-.169,85.643,77,27,1,6,420,,1,2,2,2018
28,Louis Oosthuizen,54,"3,806",- 17.525,"32,383",108,490,756,639,972,-0.23,-1.214,46,.401,-.261,.408,23.973,46,17,0,3,"5,130",,,,1,2018
29,Gary Woodland,91,"6,389",- 4.341,"52,042",166,812,"1,275","1,155","1,638",-0.27,.483,70,.803,.484,-.228,74.632,70,27,1,3,"1,875",,1,,,2018
30,Byeong Hun An,84,"5,902",- 6.019,"49,257",160,709,"1,178","1,028","1,512",-0.26,-20.820,73,.475,.448,.167,58.790,73,24,0,4,"4,807",,,2,,2018
31,Charles Howell III,100,"7,011",10.875,"52,953",176,875,"1,398","1,248","1,800",-0.26,17.092,78,.324,.163,.095,62.475,78,28,0,4,"4,936",,,,,2018
32,Luke List,95,"6,679",- 7.229,"54,746",174,727,"1,330","1,169","1,710",-0.27,-36.446,78,.795,.194,.349,67.879,78,29,0,5,"4,827",,,1,1,2018
33,Aaron Wise,88,"6,165",16.744,"53,314",176,777,"1,227","1,090","1,584",-0.29,19.071,80,.410,.012,.042,56.223,80,29,1,4,"1,842",,1,1,,2018
34,Marc Leishman,90,"6,312",11.401,"48,952",164,763,"1,268","1,080","1,620",-0.30,9.234,73,-.006,.211,.292,45.569,73,25,0,6,"1,976",,,2,,2018
35,Brian Gay,101,"7,062",36.311,"57,155",202,"1,007","1,411","1,173","1,818",-0.30,40.668,92,-.166,.036,.253,52.021,92,30,0,6,"5,028",,,,1,2018
36,Kevin Na,86,"6,011",33.755,"45,175",156,774,"1,207","1,001","1,548",-0.31,37.304,70,-.378,.273,.373,56.037,70,26,1,4,"1,924",,1,1,,2018
37,Keegan Bradley,93,"6,525",13.174,"50,932",170,884,"1,302","1,158","1,674",-0.27,-28.640,80,.237,.888,.026,63.411,80,27,1,5,"1,007",,1,1,,2018
38,Chesson Hadley,99,"6,941",19.784,"59,397",198,832,"1,385","1,206","1,782",-0.30,18.555,89,.146,.606,-.102,76.441,89,30,0,7,"4,814",,,1,1,2018
39,Daniel Berger,76,"5,353",- 8.669,"40,490",136,691,"1,070",915,"1,368",-0.26,19.780,62,.100,.543,-.145,50.605,62,23,0,1,"5,138",,,,,2018
40,Jim Furyk,48,"3,388",- 11.594,"26,930",96,467,668,546,864,-0.23,17.903,46,-.392,.179,.235,18.946,46,15,0,2,"5,686",,,,,2018
41,Brandt Snedeker,82,"5,753",18.061,"48,064",164,719,"1,145",960,"1,476",-0.29,35.378,74,-.145,-.026,.318,46.285,74,25,1,4,"4,789",,1,,1,2018
42,Bubba Watson,79,"5,536",24.311,"49,470",158,645,"1,107",970,"1,422",-0.28,.063,68,.780,.005,-.231,37.729,68,24,3,6,"1,342",,3,,,2018
43,Kyle Stanley,88,"6,183",12.547,"44,940",152,884,"1,240","1,126","1,584",-0.26,2.505,67,.378,.298,-.027,45.987,67,26,0,5,"1,887",,,2,,2018
44,Chris Kirk,106,"7,411",52.535,"59,123",204,956,"1,479","1,302","1,908",-0.27,6.996,96,-.048,.518,.190,70.287,96,29,0,4,"5,089",,,,,2018
45,Branden Grace,64,"4,515",- 8.632,"31,089",104,567,893,773,"1,152",-0.27,15.390,44,.163,.174,.125,35.747,44,18,0,2,"5,343",,,,1,2018
46,Adam Scott,78,"5,504",- 11.240,"42,649",140,682,"1,091",992,"1,404",-0.25,-17.092,60,.300,.639,.125,46.738,60,21,0,3,"4,896",,,,1,2018
47,Chez Reavie,86,"6,036",21.164,"42,402",148,869,"1,203","1,063","1,548",-0.27,11.495,60,.183,.437,-.137,40.453,60,28,0,3,"4,725",,,2,,2018
48,Kevin Streelman,92,"6,449",31.091,"54,307",184,888,"1,285","1,185","1,656",-0.24,-20.473,82,.439,.415,.014,50.729,82,27,0,5,"5,253",,,,,2018
49,Stewart Cink,87,"6,113",15.276,"47,107",158,701,"1,217","1,074","1,566",-0.27,-23.115,67,.057,.698,.055,31.177,67,25,0,3,"5,202",,,1,,2018
50,Jason Kokrak,99,"6,927",46.955,"61,277",198,803,"1,383","1,254","1,782",-0.28,1.931,88,.360,.257,-.101,47.388,88,29,0,4,"4,924",,,,1,2018
51,C.T. Pan,98,"6,866",38.777,"52,679",180,945,"1,370","1,256","1,764",-0.26,-5.470,82,.215,.267,.063,39.162,82,30,0,2,"4,739",,,1,,2018
52,Matt Kuchar,80,"5,626",10.903,"43,781",152,708,"1,119",962,"1,440",-0.27,22.592,65,-.199,.216,.211,37.442,65,24,0,4,"5,237",,,,,2018
53,Austin Cook,107,"7,503",37.137,"62,543",214,"1,002","1,501","1,281","1,926",-0.27,28.963,92,.120,-.045,.179,52.338,92,29,1,3,"4,774",,1,,,2018
54,Xander Schauffele,93,"6,549",6.172,"49,388",162,783,"1,310","1,098","1,674",-0.29,14.079,72,.240,.235,-.027,46.352,72,27,0,7,"1,679",,,2,2,2018
55,Russell Henley,74,"5,224",- 7.800,"38,678",132,729,"1,041",916,"1,332",-0.26,9.704,58,.093,.467,-.186,31.381,58,23,0,3,"5,388",,,,,2018
56,Cameron Smith,78,"5,493",7.351,"41,770",140,625,"1,096",887,"1,404",-0.30,6.990,61,-.148,.034,.218,13.353,61,24,0,7,"1,600",,,,3,2018
57,Charley Hoffman,80,"5,651",- 9.353,"47,912",160,654,"1,121",958,"1,440",-0.27,1.789,68,.254,.216,-.071,28.870,68,25,0,,"5,288",,,,,2018
58,J.J. Spaun,79,"5,537",34.488,"47,108",158,732,"1,106",988,"1,422",-0.28,-10.580,71,.286,.410,-.255,20.762,71,27,0,4,"5,058",,,1,2,2018
59,Brian Harman,90,"6,341",7.258,"47,866",164,850,"1,266","1,095","1,620",-0.26,19.683,72,.137,-.024,-.096,20.894,72,25,0,8,"4,848",,,,1,2018
60,Russell Knox,90,"6,338",13.097,"50,170",172,851,"1,257","1,127","1,620",-0.24,-6.538,74,.059,.263,.149,28.318,74,27,0,3,"5,348",,,,,2018
61,Beau Hossler,104,"7,302",37.683,"62,394",208,881,"1,457","1,272","1,872",-0.29,61.617,90,.281,-.395,.013,52.529,90,28,0,5,"4,843",,,2,,2018
62,Joel Dahmen,85,"5,953",46.108,"50,290",170,789,"1,189","1,053","1,530",-0.26,-19.670,71,.300,.381,-.004,28.422,71,28,0,3,"5,301",,,1,,2018
63,Peter Uihlein,78,"5,495",10.113,"42,313",140,579,"1,094",953,"1,404",-0.27,1.352,65,.132,-.040,.156,17.434,65,26,0,4,"5,066",,,,,2018
64,Andrew Putnam,89,"6,239",42.501,"52,295",178,751,"1,243","1,129","1,602",-0.24,4.008,77,-.146,.380,.187,36.369,77,28,1,5,"4,710",,1,1,,2018
65,Ian Poulter,64,"4,519",- 1.050,"32,879",112,595,896,772,"1,152",-0.26,11.143,50,.141,.435,.051,42.507,50,20,1,4,"4,887",,1,,,2018
66,Pat Perez,75,"5,295",- .465,"36,659",126,688,"1,057",915,"1,350",-0.27,5.873,51,-.063,-.138,.037,-2.456,51,23,1,4,"4,787",,1,1,,2018
67,Kiradech Aphibarnrat,46,"3,277",- 28.069,"24,757",84,422,648,515,828,-0.27,4.700,34,.485,-.247,.135,17.365,34,,,,,,,,,2018
68,Ollie Schniederjans,87,"6,143",2.736,"47,622",158,634,"1,214",983,"1,566",-0.31,25.042,77,-.410,.090,.250,19.567,77,27,0,3,"5,404",,,,1,2018
69,Abraham Ancer,96,"6,745",38.301,"56,850",192,854,"1,342","1,149","1,728",-0.27,-4.648,83,.325,.074,-.022,26.573,83,30,0,5,"5,039",,,,,2018
70,Anirban Lahiri,82,"5,794",.125,"43,507",148,691,"1,150",955,"1,476",-0.27,13.322,67,.070,-.285,.120,6.977,67,24,0,4,"5,411",,,,,2018
71,Alex Cejka,69,"4,852",24.586,"39,567",138,639,961,792,"1,242",-0.27,.557,60,-.024,-.169,.495,18.703,60,24,0,2,"5,453",,,1,,2018
72,Vaughn Taylor,79,"5,554",30.631,"45,208",158,746,"1,105",953,"1,422",-0.27,-5.580,70,-.005,.305,-.002,15.344,70,25,0,3,"5,532",,,,,2018
73,Rory Sabbatini,89,"6,250",41.673,"52,026",178,770,"1,241","1,087","1,602",-0.26,4.449,75,.217,-.152,.234,26.877,75,27,0,1,"5,456",,,,,2018
74,Bronson Burgoon,69,"4,845",33.336,"41,785",138,624,967,850,"1,242",-0.28,6.124,57,.309,.371,-.307,27.400,57,24,0,2,"5,259",,,1,,2018
75,John Huh,90,"6,329",35.607,"51,686",180,803,"1,258","1,066","1,620",-0.29,13.730,82,-.110,.240,-.047,20.556,82,29,0,2,"5,497",,,,1,2018
76,Scott Stallings,90,"6,348",16.749,"51,556",172,710,"1,255","1,063","1,620",-0.26,-5.618,80,-.008,.373,-.025,21.629,80,30,0,2,"5,369",,,,,2018
77,Brandon Harkins,95,"6,688",30.493,"57,591",190,727,"1,327","1,123","1,710",-0.31,19.146,85,.181,-.006,-.124,23.400,85,30,0,3,"5,432",,,,,2018
78,Kevin Kisner,78,"5,491",25.890,"45,369",156,729,"1,099",918,"1,404",-0.28,33.365,65,-.043,-.316,-.118,2.409,65,25,0,4,"4,845",,,2,,2018
79,Patrick Rodgers,93,"6,572",5.976,"51,601",170,793,"1,297","1,099","1,674",-0.28,40.932,73,-.039,-.323,.034,16.969,73,30,0,3,"5,436",,,,,2018
80,Jamie Lovemark,88,"6,201",23.597,"48,514",160,699,"1,228","1,024","1,584",-0.29,.810,78,-.101,-.040,.519,30.261,78,26,0,3,"5,313",,,,,2018
81,Scott Piercy,80,"5,634",24.879,"45,088",152,735,"1,119","1,004","1,440",-0.24,-38.686,68,.209,.553,.097,19.719,68,26,1,2,"5,105",,1,,,2018
82,Corey Conners,93,"6,543",36.067,"56,421",186,817,"1,297","1,175","1,674",-0.24,-30.426,79,.501,.275,-.198,15.285,79,28,0,1,"5,624",,,,,2018
83,Adam Hadwin,89,"6,280",16.754,"44,574",154,820,"1,250","1,090","1,602",-0.25,7.013,66,.057,.166,.267,39.353,66,25,0,3,"4,751",,,,1,2018
84,Shane Lowry,56,"3,973",- 10.782,"33,674",112,478,781,692,"1,008",-0.25,-14.582,51,.331,.245,-.052,12.126,51,19,0,,"5,681",,,,,2018
85,Johnson Wagner,69,"4,826",56.333,"39,487",138,620,965,843,"1,242",-0.28,34.292,55,-.213,.078,.226,39.339,55,21,0,,"5,639",,,,,2018
86,Ryan Armour,107,"7,515",56.143,"60,663",214,"1,103","1,499","1,314","1,926",-0.25,-5.545,96,-.012,.213,.194,32.370,96,32,1,3,"4,864",,1,1,,2018
87,Jimmy Walker,77,"5,456",- 5.503,"46,051",154,575,"1,075",858,"1,386",-0.29,21.369,66,-.437,.304,.166,23.548,66,23,0,4,"5,236",,,1,,2018
88,J.B. Holmes,75,"5,306",3.206,"43,466",142,597,"1,045",881,"1,350",-0.28,-14.110,68,.565,.159,.032,37.302,68,24,0,3,"5,309",,,1,1,2018
89,William McGirt,78,"5,494",27.689,"45,130",156,651,"1,087",949,"1,404",-0.24,14.970,75,-.306,.091,.194,13.365,75,26,0,3,"5,528",,,,,2018
90,Sam Saunders,74,"5,208",30.754,"44,817",148,620,"1,031",866,"1,332",-0.30,6.304,67,.350,-.081,-.138,15.123,67,26,0,4,"5,540",,,,,2018
91,Kevin Tway,104,"7,323",40.238,"59,535",192,765,"1,454","1,252","1,872",-0.29,4.722,90,.271,.032,-.026,29.634,90,31,0,3,"5,334",,,,,2018
92,Trey Mullinax,69,"4,872",14.211,"43,929",138,528,961,812,"1,242",-0.29,4.243,59,.506,-.442,-.207,-4.231,59,24,0,3,"5,427",,,1,,2018
93,Blayne Barber,67,"4,699",46.914,"39,488",134,604,934,844,"1,206",-0.26,-1.324,60,.101,-.047,-.073,-2.456,60,,,,,,,,,2018
94,Kevin Chappell,74,"5,243",- .914,"45,670",148,639,"1,043",886,"1,332",-0.27,-21.350,62,.608,.296,-.236,20.042,62,23,0,4,"5,310",,,,,2018
95,Martin Laird,65,"4,576",28.535,"38,865",130,574,908,771,"1,170",-0.29,17.178,61,-.045,.024,.209,28.680,61,22,0,3,"5,524",,,,,2018
96,Patton Kizzire,89,"6,263",41.848,"53,174",178,696,"1,252","1,106","1,602",-0.27,2.321,78,-.294,.381,-.150,-2.605,78,29,2,4,"1,985",,2,,,2018
97,Peter Malnati,83,"5,848",31.766,"48,282",166,659,"1,159",941,"1,494",-0.30,46.410,75,-.372,-.257,.255,18.337,75,,,,,,,,,2018
98,Aaron Baddeley,78,"5,518",8.336,"46,068",156,579,"1,087",890,"1,404",-0.26,-3.973,70,-.345,.117,.595,21.661,70,27,0,1,"5,635",,,,,2018
99,Denny McCarthy,63,"4,432",32.262,"37,224",126,559,881,773,"1,134",-0.26,22.018,49,.011,-.347,-.019,4.625,49,22,0,1,"5,710",,,,,2018
100,Nick Watney,90,"6,346",31.574,"55,353",180,707,"1,255","1,101","1,620",-0.28,15.999,80,.170,.141,-.167,27.477,80,26,0,1,"5,217",,,1,,2018
101,Seamus Power,78,"5,490",37.782,"47,212",156,601,"1,089",915,"1,404",-0.27,32.851,66,.076,-.392,-.003,11.778,66,28,0,2,"5,522",,,,,2018
102,Troy Merritt,85,"5,993",32.512,"50,222",170,747,"1,187",997,"1,530",-0.29,5.594,73,.138,.086,-.092,15.233,73,27,1,3,"5,361",,1,,,2018
103,James Hahn,82,"5,779",34.491,"44,212",148,731,"1,147","1,008","1,476",-0.26,-10.517,69,.323,.081,.028,19.221,69,26,0,1,"5,311",,,1,,2018
104,Cameron Percy,50,"3,503",42.468,"29,559",100,445,699,626,900,-0.29,-8.387,41,.241,.039,.210,11.703,41,,,,,,,,,2018
105,Sam Ryder,80,"5,612",61.082,"47,568",160,746,"1,115","1,038","1,440",-0.26,-24.436,70,.203,.399,-.099,10.793,70,26,0,3,"5,426",,,1,,2018
106,J.T. Poston,71,"4,999",35.990,"42,698",142,611,993,873,"1,278",-0.28,7.712,57,.381,-.373,-.005,7.888,57,22,0,2,"5,529",,,,,2018
107,Keith Mitchell,97,"6,819",60.269,"60,646",194,795,"1,357","1,212","1,746",-0.28,-41.841,83,.706,-.128,-.092,-1.471,83,29,0,4,"5,099",,,1,1,2018
108,Michael Thompson,58,"4,085",28.611,"34,387",116,525,812,732,"1,044",-0.26,27.889,56,-.073,-.423,.050,2.913,56,19,0,,"5,697",,,,,2018
109,Tom Hoge,93,"6,568",29.869,"54,199",186,811,"1,299","1,065","1,674",-0.28,-13.429,83,.018,.297,-.079,6.112,83,31,0,3,"5,369",,,,1,2018
110,Harold Varner III,89,"6,303",13.422,"49,935",162,733,"1,242","1,086","1,602",-0.25,-1.770,74,.204,-.076,.021,9.273,74,27,0,3,"5,453",,,,,2018
111,Ben Martin,64,"4,533",9.367,"37,069",128,566,891,737,"1,152",-0.28,6.722,57,-.142,.119,-.096,-.064,57,20,0,1,"5,711",,,,,2018
112,Ryan Blaum,78,"5,502",35.485,"45,079",156,699,"1,087",928,"1,404",-0.27,1.790,72,.011,-.074,.005,-2.362,72,28,0,2,"5,544",,,,,2018
113,Nate Lashley,47,"3,318",18.976,"27,629",94,398,657,577,846,-0.24,2.854,35,.111,.036,.080,10.836,35,,,,,,,,,2018
114,Graeme McDowell,59,"4,196",- 6.967,"32,252",110,533,821,685,"1,062",-0.24,21.967,46,.124,.046,.049,32.061,46,20,0,1,"5,703",,,,,2018
115,Brice Garnett,95,"6,716",30.748,"56,382",190,854,"1,325","1,142","1,710",-0.26,-6.170,81,.188,-.144,-.278,-25.098,81,30,1,2,"5,044",,1,,,2018
116,Fabián Gómez,84,"5,929",36.713,"48,903",168,761,"1,171","1,026","1,512",-0.25,.062,71,-.062,-.015,-.030,-7.516,71,,,,,,,,,2018
117,Brendan Steele,67,"4,754",4.383,"39,103",126,572,946,835,"1,206",-0.24,-31.096,54,.557,.243,-.195,1.541,54,22,1,3,"4,962",,1,,1,2018
118,"Ted Potter, Jr.",87,"6,171",8.084,"49,759",174,812,"1,215",987,"1,566",-0.27,5.736,77,-.074,-.200,.105,-7.272,77,28,1,1,"5,088",,1,,,2018
119,Bill Haas,74,"5,244",12.044,"41,474",140,591,"1,032",863,"1,332",-0.23,-3.923,66,-.177,-.052,.368,5.225,66,,,,,,,,,2018
120,Ryan Palmer,63,"4,444",30.976,"38,459",126,519,878,744,"1,134",-0.30,-31.665,60,.235,.236,-.174,-13.834,60,22,0,3,"5,061",,,1,,2018
121,Brian Stuard,97,"6,855",35.723,"54,106",194,968,"1,355","1,172","1,746",-0.25,14.398,88,-.227,.099,.026,5.481,88,32,0,3,"5,323",,,,,2018
122,Tyler Duncan,93,"6,582",24.711,"54,752",186,867,"1,299","1,166","1,674",-0.24,-45.865,81,.273,.476,-.166,1.339,81,31,0,2,"5,520",,,,,2018
123,David Lingmerth,78,"5,511",30.321,"44,515",156,750,"1,088",885,"1,404",-0.30,15.774,69,.006,-.160,-.081,-.453,69,26,0,,"5,703",,,,,2018
124,Andrew Landry,80,"5,657",27.705,"46,569",160,706,"1,122",945,"1,440",-0.27,-.752,73,.206,-.083,-.152,-2.853,73,27,1,5,"4,752",,1,1,,2018
125,Lucas Glover,61,"4,345",- 9.950,"29,171",98,553,850,737,"1,098",-0.24,-8.573,46,.514,-.043,-.008,12.697,46,18,0,1,"5,653",,,,,2018
126,Ben Crane,59,"4,164",30.701,"30,921",110,557,825,689,"1,062",-0.26,15.286,46,-.302,-.038,.184,8.088,46,21,0,1,"5,710",,,,,2018
127,Matt Jones,62,"4,381",27.928,"37,757",124,516,869,742,"1,116",-0.27,-1.616,47,.333,-.386,.192,4.910,47,,,,,,,,,2018
128,Hunter Mahan,63,"4,439",42.517,"37,415",126,573,881,782,"1,134",-0.28,17.640,51,.465,-.149,-.453,10.648,51,,,,,,,,,2018
129,Lanto Griffin,74,"5,228",36.754,"44,773",148,572,"1,035",898,"1,332",-0.27,-5.733,60,-.046,-.043,-.084,-16.088,60,,,,,,,,,2018
130,Talor Gooch,72,"5,112",10.704,"43,039",144,576,"1,005",824,"1,296",-0.26,1.903,62,-.322,.075,.053,-10.131,62,27,0,,"5,669",,,,,2018
131,Harris English,78,"5,522",28.660,"47,182",156,643,"1,090",889,"1,404",-0.29,15.063,68,-.219,-.297,.111,-12.521,68,31,0,2,"5,594",,,,,2018
132,Dominic Bozzelli,65,"4,603",23.641,"38,614",130,504,905,713,"1,170",-0.28,18.800,61,-.244,-.252,.133,-3.330,61,,,,,,,,,2018
133,Richy Werenski,92,"6,512",37.051,"51,355",176,836,"1,285","1,109","1,656",-0.26,-8.087,74,.077,-.169,.077,-9.145,74,32,0,2,"5,479",,,1,,2018
134,Brett Stegmaier,61,"4,301",41.639,"36,034",122,498,853,772,"1,098",-0.26,18.836,47,-.135,.078,-.296,2.254,47,,,,,,,,,2018
135,Shawn Stefani,74,"5,229",39.207,"44,338",148,585,"1,035",899,"1,332",-0.27,-2.045,60,-.093,.220,.013,6.420,60,25,0,1,"5,709",,,,,2018
136,Danny Lee,86,"6,077",45.891,"45,333",156,753,"1,202","1,007","1,548",-0.29,10.927,70,.005,-.155,.051,4.032,70,30,0,3,"5,390",,,,,2018
137,Zac Blair,58,"4,089",41.454,"32,427",116,509,811,694,"1,044",-0.27,9.346,46,-.345,.072,.394,14.862,46,,,,,,,,,2018
138,Tyrone Van Aswegen,93,"6,595",30.593,"53,713",185,739,"1,297","1,092","1,674",-0.26,-.821,83,-.493,-.008,.187,-26.813,83,31,0,1,"5,613",,,,,2018
139,Tom Lovelady,81,"5,739",32.448,"51,168",162,619,"1,131",978,"1,458",-0.29,-3.410,69,.379,-.240,-.279,-13.077,69,28,0,2,"5,645",,,1,,2018
140,Nick Taylor,90,"6,373",41.219,"48,009",164,766,"1,257","1,096","1,620",-0.24,-23.072,74,.049,.011,.017,-17.377,74,30,0,2,"5,557",,,,,2018
141,Jhonattan Vegas,89,"6,339",4.444,"46,756",154,725,"1,252","1,044","1,602",-0.25,-3.779,64,.294,-.081,-.124,1.945,64,27,0,1,"5,379",,,,,2018
142,Ben Silverman,84,"5,956",31.616,"48,754",168,769,"1,173",982,"1,512",-0.27,18.085,76,.069,-.385,-.128,-15.636,76,28,0,2,"5,654",,,,,2018
143,Mackenzie Hughes,76,"5,387",30.431,"44,824",152,637,"1,061",903,"1,368",-0.27,-12.011,68,-.068,.353,-.122,-.959,68,,,,,,,,,2018
144,Jason Dufner,64,"4,564",.668,"35,652",120,571,902,740,"1,152",-0.24,-3.003,52,.256,-.009,-.178,.551,52,22,0,2,"5,420",,,1,,2018
145,David Hearn,60,"4,238",41.495,"34,210",120,559,839,744,"1,080",-0.26,-6.329,50,-.170,.379,-.113,-1.565,50,21,0,2,"5,662",,,,,2018
146,Scott Brown,98,"6,954",36.272,"52,663",180,848,"1,367","1,158","1,764",-0.27,3.967,81,-.265,-.270,-.175,-53.530,81,32,0,2,"5,555",,,,,2018
147,Kelly Kraft,92,"6,547",15.595,"48,478",168,846,"1,285","1,057","1,656",-0.25,5.535,74,-.286,.017,-.126,-23.703,74,31,0,3,"5,350",,,1,1,2018
148,Nicholas Lindheim,69,"4,876",46.770,"40,507",138,582,963,845,"1,242",-0.26,20.930,59,-.258,-.368,-.052,-19.055,59,26,0,1,"5,705",,,,,2018
149,Charl Schwartzel,58,"4,160",- 21.741,"27,557",92,447,810,638,"1,044",-0.25,3.381,42,-.035,-.168,-.073,-8.208,42,20,0,3,"5,449",,,1,1,2018
150,Bud Cauley,53,"3,775",6.864,"26,582",90,450,740,613,954,-0.26,15.055,41,-.113,-.032,.239,18.901,41,17,0,2,"5,572",,,,,2018
151,Stephan Jaeger,75,"5,316",35.665,"44,877",150,614,"1,045",906,"1,350",-0.25,-9.090,63,.045,-.166,.175,-5.689,63,,,,,,,,,2018
152,Si Woo Kim,104,"7,394",28.185,"53,512",184,886,"1,460","1,194","1,872",-0.27,-13.138,78,-.014,-.200,.291,-7.170,78,31,0,5,"4,951",,,1,1,2018
