,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
162,Padraig Harrington,30,"2,158",- 4.421,"18,023",60,229,416,325,540,-0.27,-5.779,18,-.127,-.218,-.268,-16.804,18,9,0,,"1,520",,,,,2021
163,Kris Ventura,50,"3,577",13.187,"30,531",100,411,694,572,900,-0.31,20.460,32,.161,-.497,-.499,-6.252,32,19,0,2,"1,390",,,,,2021
164,Richy Werenski,52,"3,696",37.936,"30,666",104,437,726,595,936,-0.30,-4.203,49,-.250,-.086,.009,-20.225,49,18,0,2,"1,233",,,,1,2021
165,Michael Gligic,48,"3,418",29.074,"28,943",96,383,668,571,864,-0.25,6.505,28,.105,-.477,-.370,-14.260,28,18,0,1,"1,345",,,,,2021
166,Bill Haas,28,"1,996",15.740,"16,359",56,217,392,327,504,-0.24,5.825,15,-.240,-.631,.366,-1.750,15,12,0,,"1,559",,,,,2021
167,Joseph Bramlett,50,"3,567",25.889,"30,650",100,391,696,609,900,-0.25,-26.959,28,.058,.004,.321,-16.261,28,16,0,,"1,463",,,,,2021
168,Danny Lee,42,"3,017",2.520,"25,251",84,324,578,475,756,-0.26,-30.438,40,.203,.040,-.153,-26.864,40,16,0,,"1,511",,,,,2021
169,Scott Harrington,55,"3,942",12.626,"33,697",110,435,765,603,990,-0.27,-6.319,39,-.079,-.389,.193,-17.065,39,20,0,,"1,472",,,,,2021
170,Fabián Gómez,35,"2,497",19.786,"19,820",70,318,486,397,630,-0.22,-3.544,15,-.592,-.527,.817,-8.072,15,15,0,,"1,542",,,,,2021
171,Mark Anderson,34,"2,424",21.580,"19,303",68,285,476,421,612,-0.23,-6.648,12,-.280,.005,.339,-5.876,12,13,0,,"1,549",,,,,2021
172,Scott Brown,52,"3,714",28.187,"30,917",104,430,720,588,936,-0.27,1.991,36,-.177,-.304,-.337,-27.460,36,19,0,,"1,505",,,,,2021
173,Ben Taylor,30,"2,139",20.303,"17,338",60,211,420,344,540,-0.25,4.087,11,-.663,.250,.015,-.291,11,11,0,,"1,567",,,,,2021
174,Beau Hossler,56,"4,008",22.962,"33,995",112,422,778,631,"1,008",-0.29,10.606,38,-.056,-.535,-.239,-20.934,38,20,0,,"1,479",,,,,2021
175,Xinjun Zhang,52,"3,716",27.397,"30,260",104,415,724,587,936,-0.26,-17.743,34,-.250,-.230,.001,-33.998,34,21,0,,"1,465",,,,,2021
176,Robby Shelton,50,"3,578",21.834,"29,363",100,368,696,545,900,-0.29,-12.124,41,-.448,-.223,.190,-31.857,41,20,0,,"1,454",,,,,2021
177,Gary Woodland,38,"2,741",- 3.656,"23,532",76,283,530,420,684,-0.29,-10.141,28,-.337,.070,.063,-15.889,28,14,0,1,"1,425",,,,,2021
178,Jamie Lovemark,36,"2,563",30.923,"21,775",72,247,498,403,648,-0.26,-17.621,27,-.236,-.634,.180,-36.241,27,13,0,,"1,578",,,,,2021
179,Kelly Kraft,38,"2,729",9.493,"21,720",76,322,528,422,684,-0.28,-.610,23,-.204,.377,-.823,-15.567,23,15,0,,"1,527",,,,,2021
180,Kiradech Aphibarnrat,27,"1,945",1.196,"15,616",54,215,376,280,486,-0.25,-1.341,13,-.027,-1.546,.021,-21.516,13,12,0,,"1,536",,,,,2021
181,Rafa Cabrera Bello,40,"2,885",- .800,"23,080",80,364,558,440,720,-0.26,10.028,28,-.336,-.520,-.135,-17.732,28,14,0,,"1,530",,,,,2021
182,Henrik Stenson,33,"2,391",- 10.434,"18,613",66,310,456,362,594,-0.22,-16.207,21,-.799,-.026,-.074,-35.071,21,14,0,,"1,478",,,,,2021
183,Byeong Hun An,50,"3,588",19.558,"29,903",100,355,692,571,900,-0.26,-45.086,40,-.146,-.087,.491,-34.765,40,18,0,1,"1,461",,,,,2021
184,Luke Donald,36,"2,585",12.608,"20,713",72,280,498,425,648,-0.21,-15.320,25,-.675,-.078,-.052,-35.423,25,15,0,,"1,583",,,,,2021
185,Nelson Ledesma,28,"1,998",22.464,"16,327",56,214,390,327,504,-0.27,-4.813,15,-.083,-.192,.007,-8.816,15,11,0,,"1,532",,,,,2021
186,Jonathan Byrd,26,"1,860",16.571,"14,788",52,199,364,310,468,-0.24,-4.243,8,-.559,-.588,-.070,-13.982,8,9,0,,"1,557",,,,,2021
187,K.J. Choi,34,"2,433",21.082,"18,433",68,313,474,386,612,-0.22,-17.285,25,-.926,.346,.010,-31.518,25,14,0,,"1,566",,,,,2021
188,Brian Gay,44,"3,151",25.845,"25,255",88,350,618,478,792,-0.27,5.039,36,-.898,-.643,.155,-44.848,36,16,1,1,"1,041",,1,,,2021
189,Phil Mickelson,40,"2,892",- 3.234,"24,071",80,276,552,471,720,-0.25,-3.177,29,-.476,.070,-.173,-19.980,29,13,0,,"1,483",,,,,2021
190,Andrew Landry,48,"3,428",42.062,"27,890",96,444,668,547,864,-0.27,-15.753,43,-.036,-.213,-.147,-32.783,43,17,0,1,"1,368",,,,,2021
191,Sebastian Cappelen,38,"2,730",17.526,"22,607",76,274,530,424,684,-0.31,6.185,22,-.157,-.630,-.526,-22.703,22,14,0,,"1,511",,,,,2021
192,Hudson Swafford,48,"3,435",37.075,"28,860",96,422,672,571,864,-0.28,-4.345,32,-.373,-.437,-.701,-52.707,32,18,1,2,988,,1,,,2021
193,Chris Baker,28,"2,005",20.411,"15,898",56,264,392,328,504,-0.20,-9.949,12,.586,.113,-.125,-3.065,12,13,0,,"1,570",,,,,2021
194,J.J. Spaun,40,"2,868",26.098,"22,815",80,374,558,480,720,-0.21,-8.779,20,-.002,-.249,-.263,-19.048,20,15,0,1,"1,519",,,,,2021
195,Cameron Champ,42,"3,014",25.571,"26,734",84,342,588,511,756,-0.29,-34.188,32,.632,.108,-.371,-22.388,32,15,0,1,"1,360",,,,,2021
196,Bo Van Pelt,44,"3,168",16.433,"25,654",88,379,610,483,792,-0.27,-6.794,27,-.217,-.494,-.303,-34.161,27,18,0,,"1,520",,,,,2021
197,Jim Herman,42,"3,027",13.358,"24,589",84,368,582,489,756,-0.22,-23.372,35,.330,-.544,-.231,-38.940,35,15,0,,"1,538",,,,,2021
198,Sean O'Hair,27,"1,941",14.206,"16,024",54,230,372,319,486,-0.20,-15.847,20,-.411,-.817,.071,-38.996,20,11,0,,"1,547",,,,,2021
199,J.B. Holmes,32,"2,307",10.881,"19,642",64,196,444,343,576,-0.29,-7.797,28,-.539,-.384,.225,-27.362,28,12,0,,"1,575",,,,,2021
200,Rhein Gibson,38,"2,745",12.484,"21,885",76,254,530,417,684,-0.26,6.823,20,-1.466,-.446,-.408,-39.577,20,15,0,,"1,545",,,,,2021
201,Jimmy Walker,44,"3,194",- 1.108,"26,351",88,260,610,457,792,-0.25,17.099,35,-1.018,-.462,-.214,-42.179,35,16,0,,"1,554",,,,,2021
202,Michael Kim,43,"3,102",22.675,"25,081",86,303,598,475,774,-0.22,-4.260,28,-.799,-.140,.205,-24.829,28,20,0,,"1,585",,,,,2021
203,Grayson Murray,36,"2,604",15.733,"22,238",72,255,500,406,648,-0.28,-23.512,23,.286,-.258,-.743,-39.962,23,14,0,1,"1,485",,,,1,2021
204,Nick Watney,32,"2,320",19.441,"19,231",64,207,446,357,576,-0.20,-11.022,20,-.841,-.352,-.032,-35.514,20,16,0,,"1,564",,,,,2021
205,Sung Kang,54,"3,942",13.757,"31,450",108,393,752,578,972,-0.25,-12.677,43,-.914,-.744,-.349,-98.958,43,20,0,,"1,528",,,,,2021
206,Martin Trainer,39,"2,847",17.870,"23,660",78,260,542,386,702,-0.28,1.175,28,-.444,-1.466,-.190,-57.614,28,18,0,,"1,586",,,,,2021
207,Hunter Mahan,42,"3,063",23.049,"24,894",84,317,584,440,756,-0.26,4.136,26,-.004,-1.239,-1.067,-55.891,26,19,0,,"1,595",,,,,2021
208,Michael Gellerman,23,"1,677",18.144,"13,354",46,201,322,277,414,-0.16,-4.855,7,-.472,-1.411,-.196,-19.409,7,11,0,,"1,601",,,,,2021
209,Kevin Stadler,27,"1,985",6.003,"15,292",54,200,374,290,486,-0.20,-16.776,20,-.709,-.211,-.549,-46.156,20,13,0,,"1,599",,,,,2021
210,Matt Every,25,"1,853",8.702,"14,418",50,180,350,251,450,-0.18,4.279,11,-.212,-1.651,-.545,-22.213,11,,,,,,,,,2021
