,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
64,Lanto Griffin,58,"4,094",16.765,"35,172",116,448,806,686,"1,044",-0.30,25.771,52,-.002,.514,-.214,41.285,52,19,0,2,"1,119",,,,,2021
65,Russell Knox,58,"4,082",28.975,"33,798",116,517,804,736,"1,044",-0.25,-12.860,46,.004,.438,.043,9.428,46,20,0,2,"1,224",,,,,2021
66,Jhonattan Vegas,50,"3,533",11.288,"30,593",100,399,692,589,900,-0.30,-7.739,29,.554,-.167,-.020,2.895,29,16,0,1,"1,301",,,1,,2021
67,Aaron Wise,44,"3,100",19.929,"26,616",88,336,612,562,792,-0.24,-27.001,34,.289,.344,.120,-1.423,34,14,0,1,"1,098",,,1,,2021
68,Adam Scott,44,"3,125",- 4.779,"27,102",88,335,616,522,792,-0.32,11.947,35,-.073,.340,-.057,19.337,35,11,0,1,"1,331",,,,,2021
69,Sergio Garcia,40,"2,806",31.676,"24,709",80,335,562,504,720,-0.30,-21.200,38,.862,.168,.148,23.542,38,14,1,3,785,,1,,,2021
70,Branden Grace,56,"3,959",13.843,"32,795",112,437,778,655,"1,008",-0.28,-2.068,40,-.023,.075,-.009,-.359,40,18,1,1,"1,078",,1,,,2021
71,Wyndham Clark,50,"3,523",24.459,"31,667",100,334,694,591,900,-0.31,-4.875,43,.008,-.398,.353,-6.461,43,16,0,2,"1,060",,,1,,2021
72,Erik van Rooyen,39,"2,779",- 11.725,"23,586",78,310,540,443,702,-0.28,-.330,36,.095,.132,.146,13.085,36,15,0,1,"1,347",,,,,2021
73,Anirban Lahiri,40,"2,814",24.375,"23,709",80,280,560,456,720,-0.35,4.127,26,.094,-.280,.126,2.574,26,13,0,2,"1,292",,,,,2021
74,Brendon Todd,58,"4,082",33.796,"31,998",116,598,812,672,"1,044",-0.32,41.329,45,-.326,-.405,.310,22.412,45,18,0,1,"1,233",,,,,2021
75,Peter Malnati,50,"3,518",30.216,"29,038",100,400,698,573,900,-0.34,21.547,36,-.259,.016,.108,16.706,36,19,0,3,"1,026",,,1,,2021
76,Ian Poulter,38,"2,700",- 3.274,"21,499",76,348,528,412,684,-0.26,19.327,25,-.176,-.594,.276,6.991,25,12,0,1,"1,310",,,,,2021
77,Bo Hoag,56,"3,949",25.604,"32,758",112,474,780,685,"1,008",-0.25,6.032,44,.247,-.048,.004,14.940,44,21,0,,"1,358",,,,,2021
78,Andrew Putnam,61,"4,296",34.617,"34,767",122,514,850,729,"1,098",-0.27,20.479,46,-.523,.002,.252,8.089,46,21,0,3,"1,192",,,,,2021
79,Maverick McNealy,46,"3,246",20.545,"27,335",92,359,640,534,828,-0.31,3.263,34,.047,-.464,.159,-5.530,34,16,0,2,996,,,1,,2021
80,J.T. Poston,52,"3,679",14.171,"31,290",104,386,720,578,936,-0.33,44.451,47,-.200,-.419,-.047,13.174,47,18,0,1,"1,149",,,,1,2021
81,Alex Noren,52,"3,699",- 5.339,"31,084",104,380,718,570,936,-0.30,16.096,46,-.247,-.144,.162,5.522,46,16,0,,"1,271",,,,,2021
82,Cameron Percy,44,"3,110",16.130,"24,943",88,390,614,571,792,-0.26,-1.032,27,.022,.480,-.271,5.222,27,16,0,2,"1,330",,,,,2021
83,Camilo Villegas,49,"3,463",18.683,"28,721",98,365,680,559,882,-0.29,-2.058,37,-.256,.354,.275,11.769,37,17,0,2,"1,236",,,,,2021
84,Billy Horschel,52,"3,663",31.876,"30,616",104,482,728,636,936,-0.29,13.521,39,.408,-.234,-.104,16.235,39,16,1,5,429,,1,1,,2021
85,Bubba Watson,38,"2,700",.714,"23,066",76,317,524,463,684,-0.25,-11.557,29,.533,.467,.083,19.854,29,13,0,4,"1,128",,,,,2021
86,Austin Cook,46,"3,237",32.262,"26,782",92,416,638,543,828,-0.27,20.950,39,.040,-.231,-.092,9.912,39,18,0,1,"1,287",,,1,,2021
87,Chase Seiffert,54,"3,813",26.255,"31,473",108,470,754,652,972,-0.26,2.677,32,.090,.168,-.200,4.545,32,18,0,1,"1,278",,,,1,2021
88,Pat Perez,64,"4,528",22.302,"37,661",128,517,890,742,"1,152",-0.27,12.480,46,-.087,-.032,.067,10.074,46,22,0,1,"1,364",,,,,2021
89,Scott Stallings,44,"3,108",21.939,"25,959",88,359,610,536,792,-0.22,-8.199,36,-.045,.563,-.323,-1.214,36,16,0,1,"1,386",,,,,2021
90,Adam Hadwin,56,"3,974",11.179,"32,915",112,478,778,623,"1,008",-0.29,14.864,49,-.016,-.409,.410,14.132,49,17,0,1,"1,311",,,,,2021
91,Troy Merritt,62,"4,400",12.161,"36,178",124,506,860,714,"1,116",-0.25,.346,46,-.368,.164,.068,-5.906,46,21,0,1,"1,375",,,,,2021
92,C.T. Pan,52,"3,677",23.579,"30,542",104,433,724,605,936,-0.26,.844,39,-.302,.292,.125,5.314,39,18,0,2,"1,260",,,,1,2021
93,Harry Higgs,46,"3,241",32.826,"27,455",92,360,640,550,828,-0.35,9.007,41,.047,.258,-.188,13.818,41,16,0,1,"1,163",,,1,,2021
94,Rory Sabbatini,53,"3,759",13.326,"30,553",106,446,739,613,954,-0.31,13.498,45,.008,-.220,-.088,.017,45,17,0,1,"1,302",,,,,2021
95,Michael Thompson,52,"3,679",22.727,"30,123",104,490,724,610,936,-0.27,9.167,46,-.192,-.079,.112,1.887,46,15,0,1,"1,260",,,,,2021
96,Bronson Burgoon,48,"3,401",16.303,"28,561",96,390,666,580,864,-0.26,-7.129,32,.076,-.260,.203,-6.523,32,16,0,,"1,426",,,,,2021
97,Danny Willett,31,"2,222",- 14.788,"18,337",62,253,431,337,558,-0.29,-1.172,16,.109,-.253,.329,1.807,16,12,0,2,"1,394",,,,,2021
98,Adam Long,54,"3,836",9.492,"31,304",108,489,746,611,972,-0.30,-3.726,43,.110,-.396,-.220,-25.461,43,19,0,2,"1,110",,,,1,2021
99,Francesco Molinari,32,"2,280",- 1.079,"18,742",64,271,444,363,576,-0.28,-.050,23,.010,.356,.257,14.274,23,10,0,3,"1,320",,,,,2021
100,Adam Schenk,64,"4,525",34.396,"38,136",128,528,890,763,"1,152",-0.24,-6.710,42,.112,.141,-.064,1.219,42,21,0,,"1,341",,,,,2021
101,Lee Westwood,32,"2,302",- 22.259,"18,878",64,271,446,361,576,-0.25,5.649,25,-.028,.045,.047,7.259,25,11,0,2,827,,,2,,2021
102,Scott Piercy,48,"3,388",31.662,"28,066",96,392,666,561,864,-0.26,-20.356,37,.059,.053,-.013,-16.680,37,15,0,,"1,402",,,,,2021
103,Nate Lashley,56,"3,959",30.700,"32,796",112,475,780,659,"1,008",-0.27,3.572,39,-.402,-.089,.202,-7.715,39,17,0,2,"1,223",,,,,2021
104,Mackenzie Hughes,54,"3,824",23.935,"31,680",108,441,750,613,972,-0.31,27.492,44,-.358,-.453,.022,-7.215,44,17,0,3,"1,119",,,,1,2021
105,Kevin Na,51,"3,601",33.525,"29,343",102,481,710,594,918,-0.29,-5.681,42,-.211,-.265,.611,-.018,42,16,1,1,782,,1,,,2021
106,Kevin Chappell,28,"1,982",13.576,"16,673",56,193,388,331,504,-0.26,8.563,24,-.336,-.080,-.185,-5.876,24,9,0,,"1,503",,,,,2021
107,Luke List,57,"4,039",23.705,"35,661",114,428,794,687,"1,026",-0.29,-31.235,43,.603,.165,-.041,.040,43,21,0,2,"1,338",,,,,2021
108,Hank Lebioda,42,"2,975",19.654,"24,587",84,334,584,507,756,-0.24,4.445,24,-.371,.193,-.132,-2.986,24,15,0,,"1,418",,,,,2021
109,Chesson Hadley,42,"2,992",2.914,"24,912",84,302,586,475,756,-0.28,22.294,28,-.498,-.227,-.270,-5.560,28,16,0,,"1,402",,,,,2021
110,Brendan Steele,54,"3,811",40.629,"32,380",108,476,752,650,972,-0.28,-6.189,49,.278,-.006,.180,15.992,49,16,0,3,"1,100",,,,1,2021
111,Mark Hubbard,56,"3,964",30.735,"31,200",112,510,774,635,"1,008",-0.30,11.875,49,-.270,-.178,.153,-2.558,49,20,0,,"1,463",,,,,2021
112,Ryan Armour,50,"3,541",25.937,"27,968",100,486,696,574,900,-0.29,14.468,39,-.187,-.367,-.127,-12.073,39,18,0,1,"1,427",,,,,2021
113,Vaughn Taylor,53,"3,752",29.186,"29,551",106,486,736,610,954,-0.27,14.013,37,-.506,-.209,.217,-4.428,37,20,0,1,"1,381",,,,,2021
114,Josh Teater,26,"1,838",16.953,"14,974",52,253,364,300,468,-0.32,.149,11,.236,-.029,.059,3.072,11,9,0,,"1,541",,,,,2021
115,Vincent Whaley,50,"3,542",25.189,"29,543",100,385,696,581,900,-0.27,2.569,28,.033,-.464,.084,-7.132,28,16,0,,"1,391",,,,,2021
116,Tom Lewis,46,"3,285",- 3.081,"27,868",92,356,638,533,828,-0.24,-4.637,36,.246,-.109,.017,.912,36,16,0,1,"1,416",,,,,2021
117,Wesley Bryan,30,"2,128",12.397,"17,960",60,213,416,336,540,-0.32,7.792,26,-.227,.167,-.069,4.463,26,10,0,,"1,479",,,,,2021
118,Matt Kuchar,44,"3,109",30.412,"25,292",88,413,612,517,792,-0.31,6.804,39,-.278,.085,.043,.997,39,15,0,1,"1,232",,,,1,2021
119,Charl Schwartzel,52,"3,702",8.282,"31,410",104,412,722,620,936,-0.25,.719,41,-.115,-.063,.217,2.311,41,17,0,1,"1,219",,,1,,2021
120,Sebastián Muñoz,62,"4,392",31.815,"36,908",124,542,868,744,"1,116",-0.30,-3.724,51,.072,.233,-.005,11.604,51,19,0,2,"1,144",,,,,2021
121,Sam Ryder,50,"3,548",19.590,"29,669",100,426,696,627,900,-0.26,-9.673,32,.092,.340,-.577,-14.314,32,19,0,3,"1,285",,,1,,2021
122,Doc Redman,46,"3,266",18.650,"27,140",92,393,636,539,828,-0.25,-7.251,39,.102,.234,-.431,-10.910,39,16,0,2,"1,282",,,,1,2021
123,Brian Stuard,64,"4,535",35.880,"35,856",128,640,890,751,"1,152",-0.28,-1.073,48,-.048,-.061,.025,-5.102,48,22,0,1,"1,318",,,,1,2021
124,D.J. Trahan,42,"2,982",17.861,"24,643",84,332,586,489,756,-0.27,-5.072,22,-.220,.092,.200,-3.495,22,14,0,,"1,495",,,,,2021
125,Justin Rose,28,"1,997",3.249,"16,703",56,228,386,329,504,-0.33,-.991,19,-.314,.079,-.125,-7.827,19,10,0,1,"1,374",,,,,2021
126,Patrick Rodgers,60,"4,270",16.477,"36,682",120,422,836,710,"1,080",-0.28,6.804,36,.163,-.683,-.033,-13.132,36,21,0,,"1,381",,,,,2021
127,Joel Dahmen,50,"3,539",33.298,"29,490",100,463,696,584,900,-0.30,-10.697,38,.274,-.152,-.183,-13.026,38,17,1,2,"1,141",,1,,,2021
128,Brandt Snedeker,52,"3,708",7.444,"29,792",104,449,720,578,936,-0.30,14.324,44,-.228,-.013,.167,11.065,44,18,0,2,"1,259",,,,,2021
129,Robert Streb,44,"3,111",32.911,"25,545",88,362,620,509,792,-0.28,3.377,32,-.441,-.380,.244,-15.057,32,16,1,1,983,,1,,,2021
130,Kyoung-Hoon Lee,64,"4,534",39.500,"38,087",128,536,890,736,"1,152",-0.29,-17.561,51,.118,-.040,.215,-2.610,51,21,0,1,"1,182",,,1,,2021
131,Henrik Norlander,54,"3,838",21.125,"32,116",108,489,750,675,972,-0.22,-25.777,45,.206,.455,-.177,-3.974,45,20,0,2,"1,162",,,1,,2021
132,Kevin Kisner,40,"2,830",28.887,"22,942",80,393,558,480,720,-0.31,13.383,35,-.227,.153,-.179,4.527,35,15,0,1,"1,106",,,1,,2021
133,David Hearn,40,"2,848",11.079,"22,058",80,382,556,467,720,-0.25,10.472,22,-.431,-.436,-.192,-12.828,22,16,0,1,"1,420",,,,,2021
134,Aaron Baddeley,34,"2,408",23.213,"19,279",68,267,474,389,612,-0.28,6.533,16,-.596,-.403,-.075,-10.652,16,14,0,,"1,568",,,,,2021
135,Marc Leishman,44,"3,125",22.005,"25,569",88,357,616,527,792,-0.28,.443,33,-.266,.288,-.077,-1.364,33,15,1,3,763,,1,,,2021
136,Kyle Stanley,60,"4,250",41.748,"35,065",120,532,836,747,"1,080",-0.25,-27.955,44,.086,.231,.065,-11.145,44,19,0,1,"1,272",,,,,2021
137,Ryan Brehm,34,"2,416",16.145,"21,138",68,263,474,405,612,-0.29,-3.769,11,.409,-.785,-.798,-16.676,11,11,0,,"1,502",,,,,2021
138,Will Gordon,62,"4,412",24.106,"39,073",124,471,864,750,"1,116",-0.30,3.402,42,.330,-.129,-.674,-16.467,42,20,0,,"1,448",,,,,2021
139,Ryan Moore,28,"1,998",5.950,"16,022",56,278,388,324,504,-0.25,-15.877,25,.504,-.047,.094,-2.082,25,9,0,,"1,532",,,,,2021
140,Matthew Wolff,33,"2,348",14.101,"20,738",66,228,458,386,594,-0.34,7.472,29,-.566,.623,-.499,-5.355,29,13,0,2,961,,,2,,2021
141,Tyler McCumber,46,"3,280",12.709,"28,371",92,371,644,538,828,-0.26,-23.609,32,.251,-.124,-.121,-23.398,32,15,0,2,"1,110",,,1,,2021
142,Tommy Fleetwood,34,"2,429",5.503,"20,278",68,293,472,395,612,-0.29,-5.255,25,-.290,.104,.373,-.555,25,11,0,2,"1,341",,,,,2021
143,Rickie Fowler,50,"3,584",- 1.185,"30,105",100,416,696,579,900,-0.27,-14.769,41,.175,-.358,.409,-5.504,41,15,0,,"1,398",,,,,2021
144,Tyler Duncan,62,"4,436",7.421,"35,818",124,571,858,710,"1,116",-0.24,-25.284,48,.034,.403,-.248,-16.244,48,22,0,,"1,408",,,,,2021
145,"Ted Potter, Jr.",42,"2,997",13.563,"24,363",84,319,582,476,756,-0.28,-12.865,32,-.430,.065,-.002,-24.603,32,16,0,1,"1,465",,,,,2021
146,Rafael Campos,36,"2,568",12.553,"21,481",72,284,502,415,648,-0.26,1.793,17,.212,-.707,-.061,-7.664,17,15,0,2,"1,356",,,1,1,2021
147,Kramer Hickok,42,"2,996",14.929,"24,623",84,378,580,503,756,-0.25,-15.054,29,.057,-.208,.052,-17.925,29,15,0,1,"1,397",,,,,2021
148,Martin Laird,50,"3,554",31.418,"29,647",100,475,700,632,900,-0.25,-9.195,39,.106,-.021,.174,.921,39,17,1,1,956,,1,,,2021
149,Peter Uihlein,24,"1,712",9.118,"14,039",48,153,332,250,432,-0.30,.023,9,-.644,-.541,.288,-8.043,9,8,0,1,"1,443",,,,1,2021
150,Jason Dufner,50,"3,573",12.929,"28,556",100,436,694,586,900,-0.21,-10.263,38,.004,-.043,-.110,-15.914,38,18,0,,"1,505",,,,,2021
151,Brandon Hagy,46,"3,282",17.621,"28,629",92,323,640,526,828,-0.26,-5.372,30,.253,-.656,.380,-6.051,30,17,0,1,"1,187",,,1,,2021
152,Dylan Frittelli,44,"3,137",19.449,"27,318",88,310,610,516,792,-0.25,-19.004,36,-.055,-.307,.516,-13.415,36,17,0,2,"1,286",,,,,2021
153,Graeme McDowell,34,"2,449",- 9.664,"19,437",68,293,470,375,612,-0.22,-1.109,23,-.394,-.732,-.110,-29.531,23,14,0,1,"1,503",,,,,2021
154,Satoshi Kodaira,48,"3,409",35.400,"27,522",96,455,662,552,864,-0.24,-14.443,34,.030,.036,-.359,-24.374,34,17,0,,"1,529",,,,,2021
155,Tim Wilkinson,38,"2,705",21.953,"21,080",76,360,530,440,684,-0.25,3.411,18,-.309,-.342,.274,-3.365,18,14,0,,"1,527",,,,,2021
156,Rob Oppenheim,46,"3,269",32.030,"26,157",92,416,642,523,828,-0.29,-9.189,28,-.505,.380,-.018,-13.227,28,17,0,1,"1,460",,,,,2021
157,Chez Reavie,48,"3,421",23.918,"26,942",96,467,670,580,864,-0.24,-31.014,39,.020,.567,-.089,-11.585,39,18,0,1,"1,369",,,,1,2021
158,Nick Taylor,56,"3,967",52.422,"32,944",112,488,782,654,"1,008",-0.30,7.024,49,-.048,-.324,-.123,-17.204,49,19,0,,"1,393",,,,,2021
159,Kevin Tway,32,"2,274",22.893,"19,444",64,234,444,385,576,-0.25,-10.212,21,-.513,-.042,.003,-21.781,21,14,0,,"1,573",,,,,2021
160,Keith Mitchell,50,"3,569",20.041,"30,465",100,358,694,567,900,-0.28,-13.736,35,.391,-.280,-.435,-25.050,35,17,0,1,"1,382",,,,,2021
161,Ben Martin,26,"1,858",8.352,"15,137",52,239,364,296,468,-0.28,1.572,10,-.056,-.184,.078,-.052,10,9,0,1,"1,536",,,,,2021
