,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
134,Jhonattan Vegas,86,"6,103",31.075,"48,585",162,671,"1,198","1,013","1,548",-0.26,6.165,72,.173,-.314,-.212,-19.223,72,27,0,,"6,617",,,,,2015
135,John Merrick,74,"5,249",29.747,"41,606",146,703,"1,029",901,"1,332",-0.24,-44.970,58,.056,.358,.006,-20.640,58,27,0,,"6,659",,,,,2015
136,Roberto Castro,50,"3,552",14.704,"25,185",90,457,695,595,900,-0.24,-26.348,36,.079,.347,.187,-4.304,36,16,0,,"6,803",,,,,2015
137,J.J. Henry,90,"6,384",36.026,"52,035",178,756,"1,254","1,132","1,620",-0.22,-31.432,76,.066,-.088,.127,-23.433,76,30,1,1,"6,254",,1,,,2015
138,Brian Stuard,93,"6,603",31.673,"48,666",176,899,"1,297","1,058","1,674",-0.26,9.144,79,-.103,-.200,-.052,-18.951,79,31,0,1,"6,523",,,,,2015
139,Greg Chalmers,54,"3,828",25.596,"27,583",98,470,756,620,972,-0.28,19.028,36,-.323,-.782,-.028,-21.766,36,17,0,,"6,728",,,,,2015
140,K.J. Choi,62,"4,406",19.034,"32,070",116,555,866,712,"1,116",-0.26,23.677,57,-.522,.153,.210,14.595,57,19,0,,"6,612",,,,,2015
141,Nicholas Thompson,86,"6,110",30.036,"46,912",164,821,"1,195","1,062","1,548",-0.25,-34.513,70,.370,-.139,-.450,-49.836,70,31,0,1,"6,528",,,,,2015
142,Andres Gonzales,86,"6,105",37.721,"50,069",170,695,"1,197","1,032","1,548",-0.27,13.481,76,-.386,-.349,.022,-40.779,76,28,0,3,"6,439",,,,1,2015
143,Andres Romero,66,"4,725",- 10.824,"38,683",131,484,919,733,"1,188",-0.27,10.244,54,-.269,-.221,-.073,-20.181,54,24,0,2,"6,658",,,,,2015
144,Derek Fathauer,77,"5,481",19.201,"43,903",152,554,"1,073",850,"1,386",-0.28,19.834,66,-.455,-.198,.179,-11.438,66,27,0,1,"6,707",,,,,2015
145,Brice Garnett,79,"5,619",25.798,"43,070",150,675,"1,102",971,"1,422",-0.23,-5.727,64,-.198,-.327,.082,-34.055,64,29,0,1,"6,572",,,,,2015
146,Derek Ernst,71,"5,054",19.158,"41,308",140,634,986,850,"1,278",-0.22,-32.531,63,.676,-.547,-.144,-33.479,63,26,0,,"6,720",,,,,2015
147,Troy Merritt,91,"6,473",29.674,"49,623",174,796,"1,267","1,038","1,638",-0.25,31.459,82,-.326,-.199,-.054,-15.992,82,29,1,3,"5,822",,1,,1,2015
148,Seung-Yul Noh,65,"4,625",20.233,"35,705",122,501,913,771,"1,170",-0.28,3.552,54,-.555,.147,.188,-8.337,54,21,0,1,"6,538",,,,1,2015
149,Sung Joon Park,77,"5,477",26.119,"43,126",152,702,"1,068",897,"1,386",-0.21,-26.539,63,.104,-.326,.055,-37.050,63,27,0,1,"6,544",,,1,,2015
150,Bo Van Pelt,79,"5,621",27.290,"45,159",156,668,"1,100",951,"1,422",-0.25,7.687,65,-.296,.054,-.126,-16.265,65,28,0,2,"6,648",,,,,2015
151,Gonzalo Fernandez-Castaño,77,"5,478",27.505,"43,974",152,653,"1,071",886,"1,386",-0.24,-32.867,63,.187,-.495,.183,-40.728,63,28,0,,"6,698",,,,,2015
