,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
152,Greg Owen,58,"4,114",33.680,"33,492",114,486,815,723,"1,044",-0.22,-31.917,40,.036,.407,.129,-9.025,40,19,0,2,"6,362",,,1,,2015
153,Justin Leonard,61,"4,339",23.548,"33,131",122,613,855,687,"1,098",-0.24,12.475,54,-.486,-.224,.166,-16.906,54,22,0,,"6,782",,,,,2015
154,Geoff Ogilvy,48,"3,445",- 10.159,"27,608",94,407,683,575,864,-0.23,-24.221,35,.138,.082,.039,-15.134,35,15,0,1,"6,620",,,,,2015
155,Jonathan Randolph,70,"4,972",40.415,"40,203",140,537,973,811,"1,260",-0.25,7.408,56,-.408,-.234,-.208,-40.193,56,25,0,,"6,761",,,,,2015
156,Ricky Barnes,78,"5,559",29.492,"41,926",148,587,"1,085",849,"1,404",-0.29,10.048,63,-.819,-.072,.336,-24.932,63,27,0,1,"6,623",,,,1,2015
157,Brian Davis,82,"5,847",28.773,"42,983",156,772,"1,141",919,"1,476",-0.24,5.724,71,-.119,-.503,.029,-36.350,71,31,0,2,"6,583",,,,,2015
158,Retief Goosen,77,"5,510",8.363,"42,725",146,611,"1,080",862,"1,386",-0.26,1.602,60,-.271,-.056,-.039,-20.298,60,25,0,3,"6,451",,,,1,2015
159,Sam Saunders,81,"5,759",46.147,"47,492",162,720,"1,125",951,"1,458",-0.25,-8.589,63,.307,-.294,-.372,-31.279,63,28,0,1,"6,557",,,1,,2015
160,Tyrone Van Aswegen,54,"3,836",34.922,"30,277",106,402,753,649,972,-0.26,-6.379,42,-1.081,.471,.181,-24.374,42,20,0,,"6,828",,,,,2015
161,D.A. Points,70,"4,998",21.038,"38,744",138,549,974,810,"1,260",-0.23,-3.154,58,-.820,.224,.199,-26.143,58,26,0,,"6,726",,,,,2015
162,Nick Taylor,91,"6,460",66.148,"53,198",182,713,"1,272","1,055","1,638",-0.28,9.329,83,-.080,-.224,-.185,-31.251,83,28,1,1,"6,357",,1,,,2015
163,Ángel Cabrera,53,"3,795",6.913,"31,763",106,417,746,619,954,-0.26,-24.020,42,.060,.336,-.428,-25.347,42,19,0,,"6,762",,,,,2015
164,Max Homa,74,"5,283",27.456,"42,957",146,582,"1,031",839,"1,332",-0.26,-6.816,62,.066,-.467,-.218,-45.187,62,27,0,1,"6,692",,,,,2015
165,Robert Garrigus,66,"4,721",16.085,"39,218",130,519,915,760,"1,188",-0.25,-38.341,55,.345,-.318,-.217,-48.760,55,25,0,,"6,744",,,,,2015
166,Bill Lunde,46,"3,266",36.602,"25,893",90,407,640,569,828,-0.21,-18.731,36,.110,-.592,-.242,-44.788,36,18,0,,"6,853",,,,,2015
167,Chesson Hadley,101,"7,212",39.580,"56,398",194,803,"1,412","1,156","1,818",-0.29,14.951,89,-.080,-.218,-.227,-31.793,89,30,0,3,"6,340",,,,,2015
168,Byron Smith,55,"3,905",44.048,"31,521",108,446,767,682,990,-0.23,-25.660,43,-.085,-.149,-.042,-37.525,43,21,0,,"6,874",,,,,2015
169,Ernie Els,57,"4,095",- .668,"30,925",106,456,803,662,"1,026",-0.24,-23.764,39,-.285,.192,.102,-23.400,39,18,0,,"6,737",,,,,2015
170,Tim Wilkinson,71,"5,079",29.041,"36,840",132,624,989,798,"1,278",-0.24,-16.123,58,-.326,-.523,.280,-49.127,58,28,0,,"6,787",,,,,2015
171,Padraig Harrington,60,"4,321",- 4.027,"34,857",120,437,845,659,"1,080",-0.25,-24.148,49,-.434,-.165,.336,-37.055,49,21,1,1,"6,360",,1,,,2015
172,Scott Stallings,60,"4,302",15.664,"30,351",104,485,840,702,"1,080",-0.26,-19.208,49,-.061,-.053,-.052,-27.329,49,19,0,1,"6,523",,,1,,2015
173,Ben Crane,58,"4,140",34.578,"30,893",114,548,812,660,"1,044",-0.22,10.452,52,-.303,-.486,.030,-29.034,52,22,0,,"6,788",,,,,2015
174,Eric Axley,55,"3,927",31.739,"30,932",108,426,767,606,990,-0.26,6.438,43,-.541,-.372,-.189,-40.927,43,21,0,,"6,818",,,,,2015
175,Charlie Beljan,72,"5,165",19.750,"41,516",134,628,"1,003",849,"1,296",-0.25,-45.536,57,.583,-.293,-.424,-53.197,57,27,0,1,"6,601",,,,1,2015
176,Oscar Fraustro,54,"3,860",32.310,"30,691",106,464,751,614,972,-0.26,-11.308,40,.259,-.637,-.655,-52.656,40,21,0,1,"6,799",,,,,2015
177,Robert Allenby,59,"4,248",6.002,"30,534",108,519,823,708,"1,062",-0.20,-38.465,51,-.262,.260,-.213,-49.452,51,25,0,1,"6,801",,,,,2015
178,Andrew Svoboda,78,"5,603",22.270,"44,207",154,646,"1,089",893,"1,404",-0.25,-1.792,70,-.171,-.410,-.460,-74.680,70,30,0,1,"6,704",,,,,2015
179,Andrew Putnam,64,"4,605",20.813,"35,114",126,491,893,690,"1,152",-0.27,28.357,54,-1.411,-.132,.113,-48.867,54,23,0,,"6,778",,,,,2015
180,Heath Slocum,53,"3,802",33.179,"26,480",96,513,738,599,954,-0.23,-23.184,39,-.229,-.759,.018,-61.000,39,22,0,,"6,908",,,,,2015
181,Matt Every,70,"5,090",- 20.667,"35,534",124,508,986,732,"1,260",-0.24,4.198,56,-.925,-.074,-.044,-54.219,56,26,1,1,"6,243",,1,,,2015
182,Jim Renner,66,"4,754",26.473,"36,827",130,529,921,775,"1,188",-0.18,-55.698,56,-.501,.085,-.038,-81.130,56,27,0,,"6,907",,,,,2015
183,Roger Sloan,52,"3,734",37.702,"29,946",102,431,725,591,936,-0.26,-20.070,40,-.168,-.746,-.190,-64.210,40,20,0,,"6,867",,,,,2015
