,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
10,Justin Rose,60,"4,201",- 16.715,"36,095",120,484,839,734,"1,080",-0.29,-.010,49,.576,.295,.389,61.765,49,17,0,7,"2,907",,,3,,2017
11,Francesco Molinari,72,"5,049",- 23.262,"39,762",136,707,"1,008",872,"1,296",-0.27,-5.245,59,.483,.842,.128,80.459,59,21,0,5,"4,174",,,1,,2017
12,Matt Kuchar,88,"6,170",- 24.351,"47,878",168,809,"1,227","1,056","1,584",-0.26,21.378,73,.157,.287,.452,86.778,73,25,0,8,"3,470",,,1,,2017
13,Patrick Cantlay,44,"3,080",- 3.870,"26,246",88,377,611,545,792,-0.30,13.533,42,.645,.450,.032,60.861,42,12,0,4,"4,074",,,1,1,2017
14,Brooks Koepka,76,"5,348",- 34.701,"44,774",144,597,"1,064",867,"1,368",-0.34,32.535,63,.557,.093,.027,75.144,63,23,1,6,"3,251",,1,2,,2017
15,Kyle Stanley,96,"6,714",2.414,"56,956",192,922,"1,340","1,221","1,728",-0.26,-24.367,90,.671,.597,.024,91.850,90,28,1,5,"3,917",,1,,,2017
16,Adam Scott,58,"4,093",- 33.255,"30,697",100,460,812,700,"1,044",-0.27,-4.061,42,.524,.536,.043,42.257,42,16,0,4,"4,779",,,,,2017
17,Bill Haas,85,"5,965",- 14.088,"47,460",162,703,"1,186","1,039","1,530",-0.24,3.956,72,-.047,.399,.516,66.456,72,25,0,4,"4,161",,,,1,2017
18,Tony Finau,100,"6,992",11.153,"59,409",192,805,"1,399","1,240","1,800",-0.30,-14.297,87,.855,.401,.056,99.816,87,28,0,7,"4,010",,,,1,2017
19,Webb Simpson,95,"6,651",3.302,"54,452",190,879,"1,325","1,117","1,710",-0.27,4.570,80,-.005,.443,.463,76.627,80,27,0,6,"3,699",,,1,1,2017
20,Ian Poulter,68,"4,765",- 1.939,"36,282",128,593,948,789,"1,224",-0.25,1.358,55,-.162,.573,.501,51.466,55,20,0,2,"4,436",,,1,1,2017
21,Brandt Snedeker,50,"3,501",1.772,"28,156",100,447,703,604,900,-0.28,24.044,42,-.311,.503,.314,45.307,42,15,0,4,"4,758",,,,,2017
22,Russell Henley,93,"6,529",- 8.864,"55,497",186,828,"1,298","1,134","1,674",-0.27,31.379,82,.330,.152,.028,73.252,82,26,1,4,"4,070",,1,,,2017
23,Jason Day,62,"4,370",- 22.882,"37,871",124,475,871,711,"1,116",-0.33,18.899,51,.345,-.010,.312,51.881,51,19,0,5,"3,640",,,1,,2017
24,Steve Stricker,44,"3,113",- 27.775,"24,858",88,446,613,525,792,-0.24,19.585,34,-.106,.270,.365,37.580,34,13,0,2,"5,011",,,,,2017
25,Lucas Glover,90,"6,314",- 1.505,"53,752",180,821,"1,256","1,133","1,620",-0.27,-2.240,86,.502,.301,.140,78.946,86,26,0,4,"4,336",,,,1,2017
26,Daniel Berger,82,"5,750",1.940,"43,886",148,691,"1,150",984,"1,476",-0.28,10.607,65,.252,.614,-.087,61.249,65,25,1,6,"3,606",,1,2,,2017
27,Phil Mickelson,80,"5,631",- 17.598,"46,956",160,616,"1,119",905,"1,440",-0.32,23.222,69,-.058,.553,.216,72.284,69,22,0,5,"4,153",,,,,2017
28,Charl Schwartzel,60,"4,248",- 35.326,"33,499",112,454,836,667,"1,080",-0.29,12.346,48,-.023,.399,.127,36.530,48,18,0,3,"4,340",,,1,1,2017
29,Stewart Cink,93,"6,522",7.842,"55,185",186,715,"1,297","1,151","1,674",-0.28,23.170,81,-.019,.793,-.050,81.869,81,26,0,3,"4,463",,,,,2017
30,Louis Oosthuizen,62,"4,386",- 32.359,"34,376",116,532,868,728,"1,116",-0.25,27.008,51,.301,.215,.189,62.955,51,18,0,4,"4,100",,,2,1,2017
31,Jason Dufner,78,"5,494",- 15.197,"45,907",156,704,"1,092",945,"1,404",-0.28,2.422,68,.295,.544,-.147,49.484,68,23,1,2,"4,099",,1,,,2017
32,Chez Reavie,95,"6,650",23.167,"51,905",182,946,"1,325","1,151","1,710",-0.27,34.584,83,.121,.375,-.073,69.722,83,28,0,4,"4,270",,,,,2017
33,Charley Hoffman,104,"7,317",- 10.538,"62,101",208,858,"1,457","1,254","1,872",-0.30,4.230,89,.622,.411,-.020,94.406,89,30,0,7,"3,577",,,2,2,2017
34,Pat Perez,86,"6,045",- 1.949,"47,751",164,754,"1,207","1,035","1,548",-0.28,18.591,69,-.098,.308,.425,62.369,69,25,1,6,"3,309",,1,1,1,2017
35,Xander Schauffele,88,"6,181",3.549,"53,933",176,723,"1,231","1,075","1,584",-0.28,28.688,70,.520,.009,-.143,55.692,70,27,1,3,"4,054",,1,,,2017
36,Brian Harman,96,"6,744",10.715,"53,323",184,846,"1,342","1,114","1,728",-0.30,49.722,82,.054,-.112,.301,69.628,82,29,1,7,"3,791",,1,1,1,2017
37,Charles Howell III,82,"5,749",21.404,"46,318",156,626,"1,144",989,"1,476",-0.27,11.729,68,.016,.223,.081,33.460,68,23,0,5,"4,287",,,2,,2017
38,Graham DeLaet,76,"5,349",- .423,"45,769",152,675,"1,060",938,"1,368",-0.27,20.639,71,.486,.427,-.436,54.527,71,25,0,6,"4,771",,,,,2017
39,Kevin Kisner,94,"6,621",- 4.611,"49,792",172,898,"1,315","1,124","1,692",-0.24,26.487,73,.285,.367,-.017,72.796,73,27,1,7,"3,747",,1,2,,2017
40,Jamie Lovemark,96,"6,748",9.581,"56,102",184,769,"1,340","1,142","1,728",-0.28,-1.340,80,.319,.183,.258,59.440,80,28,0,4,"4,502",,,,1,2017
41,Zach Johnson,77,"5,440",- 19.745,"44,178",154,728,"1,078",890,"1,386",-0.27,28.326,68,-.005,-.007,.226,42.926,68,23,0,4,"4,404",,,1,,2017
42,Kevin Na,82,"5,764",8.722,"41,991",148,702,"1,146",967,"1,476",-0.28,17.507,66,-.406,.631,.288,51.358,66,26,0,5,"4,348",,,,,2017
43,Luke List,98,"6,868",33.926,"61,046",196,761,"1,368","1,219","1,764",-0.29,-36.664,86,.600,.443,.074,59.402,86,31,0,3,"4,410",,,1,1,2017
44,Bud Cauley,88,"6,189",9.054,"52,083",176,738,"1,228","1,067","1,584",-0.27,-22.350,82,.264,.588,-.050,43.474,82,28,0,5,"4,605",,,,1,2017
45,Keegan Bradley,102,"7,167",17.524,"58,759",196,951,"1,424","1,260","1,836",-0.27,-19.670,91,.625,.139,.004,50.281,91,29,0,5,"4,392",,,,,2017
46,Martin Laird,83,"5,855",- 7.623,"49,291",166,761,"1,159",984,"1,494",-0.27,18.195,72,.235,.139,.203,59.668,72,25,0,5,"4,484",,,,1,2017
47,Gary Woodland,85,"5,994",- 2.568,"47,355",154,709,"1,185","1,065","1,530",-0.26,-24.528,64,.468,.589,.050,46.289,64,25,0,5,"4,070",,,2,,2017
48,Sung Kang,102,"7,192",- 1.452,"58,094",196,850,"1,425","1,213","1,836",-0.28,12.609,82,.255,.251,-.182,39.231,82,32,0,3,"4,522",,,1,,2017
49,Patrick Reed,96,"6,787",- 19.155,"52,007",176,769,"1,343","1,079","1,728",-0.29,46.295,80,.215,-.032,.231,79.437,80,28,0,4,"3,990",,,1,,2017
50,Brendan Steele,84,"5,925",- 2.712,"48,061",160,742,"1,180","1,017","1,512",-0.28,-.920,71,.387,.411,.090,62.147,71,25,1,4,"4,129",,1,,,2017
51,Chad Campbell,97,"6,795",44.334,"53,121",186,910,"1,354","1,206","1,746",-0.24,-24.298,85,.041,.506,.144,34.408,85,29,0,3,"4,791",,,,,2017
52,Seamus Power,80,"5,605",38.469,"47,702",160,594,"1,115",945,"1,440",-0.28,11.846,68,-.067,.202,.229,36.603,68,25,0,1,"5,071",,,,,2017
53,Adam Hadwin,94,"6,640",- 6.296,"52,500",180,827,"1,311","1,107","1,692",-0.28,26.159,75,.061,.239,-.021,47.024,75,27,1,5,"3,795",,1,1,,2017
54,Brian Gay,78,"5,486",19.639,"43,483",156,713,"1,089",892,"1,404",-0.27,31.106,69,-.417,-.006,.254,19.483,69,25,0,3,"4,995",,,,1,2017
55,Hudson Swafford,90,"6,348",7.597,"52,477",172,757,"1,256","1,105","1,620",-0.27,-.351,76,.454,.202,-.337,23.865,76,28,1,4,"4,177",,1,,,2017
56,Graeme McDowell,56,"3,972",- 16.789,"31,307",112,545,780,631,"1,008",-0.28,28.174,50,.085,-.036,-.111,25.088,50,17,0,,"5,090",,,,,2017
57,J.B. Holmes,76,"5,405",- 34.841,"44,286",144,545,"1,063",856,"1,368",-0.30,-1.978,61,.533,.039,.137,41.231,61,23,0,2,"4,878",,,,,2017
58,Shane Lowry,49,"3,483",- 20.306,"26,680",90,451,685,596,882,-0.27,18.184,38,.582,.231,-.277,38.554,38,16,0,1,"5,060",,,,,2017
59,Kevin Chappell,86,"6,102",- 23.332,"47,457",156,715,"1,203","1,016","1,548",-0.28,-21.879,68,.478,.405,.177,50.220,68,26,1,5,"3,757",,1,,,2017
60,Nick Watney,69,"4,878",- .727,"41,521",138,535,961,825,"1,242",-0.24,-7.249,64,-.063,.585,-.238,10.914,64,23,0,1,"5,035",,,,,2017
61,Rafa Cabrera Bello,60,"4,266",- 24.418,"30,341",104,516,840,677,"1,080",-0.26,21.756,46,-.223,-.171,.068,6.779,46,19,0,4,"4,541",,,,,2017
62,Robert Streb,94,"6,642",3.822,"52,980",180,756,"1,313","1,103","1,692",-0.26,.223,84,-.159,-.072,.305,6.516,84,30,0,3,"4,560",,,1,,2017
63,Ollie Schniederjans,87,"6,129",22.241,"52,321",174,631,"1,216","1,034","1,566",-0.28,-1.527,81,.125,.309,-.032,31.060,81,28,0,5,"4,524",,,1,1,2017
64,Michael Kim,90,"6,347",16.586,"52,130",180,750,"1,256","1,064","1,620",-0.27,19.249,84,-.247,.158,.106,20.713,84,28,0,1,"4,938",,,,1,2017
65,Robert Garrigus,72,"5,060",31.291,"43,307",144,597,"1,003",901,"1,296",-0.28,-27.370,60,.422,.477,-.190,15.180,60,26,0,3,"4,973",,,,,2017
66,Matt Jones,56,"3,952",8.241,"33,891",112,447,783,636,"1,008",-0.26,8.671,51,.073,-.468,.503,14.177,51,,,,,,,,,2017
67,Ryan Moore,79,"5,599",- 10.433,"40,894",142,751,"1,106",925,"1,422",-0.28,-1.136,65,-.006,.498,-.173,19.583,65,24,0,2,"4,562",,,,1,2017
68,David Lingmerth,75,"5,317",- 10.362,"41,269",142,666,"1,046",852,"1,350",-0.28,33.406,69,-.032,.054,-.031,32.809,69,23,0,1,"4,875",,,,,2017
69,Russell Knox,70,"4,950",3.522,"35,784",124,664,982,839,"1,260",-0.25,-18.820,54,.102,.181,-.119,-9.891,54,24,0,4,"4,734",,,,1,2017
70,Emiliano Grillo,87,"6,170",- 10.598,"46,342",158,797,"1,218","1,049","1,566",-0.26,-11.407,66,.368,.281,-.116,23.713,66,25,0,2,"4,609",,,,,2017
71,Anirban Lahiri,72,"5,088",9.539,"40,391",136,603,"1,008",822,"1,296",-0.32,-19.798,59,.234,-.143,.059,-10.991,59,22,0,3,"4,432",,,1,1,2017
72,Sean O'Hair,84,"5,953",- 5.730,"47,604",160,711,"1,173","1,004","1,512",-0.26,7.509,70,.252,.118,-.101,26.303,70,25,0,5,"4,544",,,1,,2017
73,Scott Stallings,77,"5,438",14.475,"45,832",154,612,"1,073",941,"1,386",-0.25,-21.750,68,.049,.375,-.084,1.333,68,27,0,3,"4,939",,,,1,2017
74,Chris Stroud,59,"4,165",13.108,"33,847",118,542,825,703,"1,062",-0.26,-6.046,48,-.094,.173,.060,.629,48,22,1,3,"4,794",,1,,,2017
75,Nick Taylor,95,"6,710",17.579,"55,408",190,817,"1,325","1,131","1,710",-0.24,-15.843,83,.168,.053,.121,12.558,83,29,0,4,"4,867",,,,,2017
76,Luke Donald,48,"3,408",- 8.103,"26,732",96,378,669,535,864,-0.27,30.285,43,-1.001,-.078,.422,2.021,43,18,0,1,"4,965",,,1,,2017
77,Billy Horschel,86,"6,104",- 12.479,"51,610",172,722,"1,202","1,051","1,548",-0.23,6.719,80,.224,.020,-.324,.351,80,28,1,4,"4,335",,1,1,,2017
78,Harris English,76,"5,384",.485,"45,890",152,545,"1,060",875,"1,368",-0.26,26.957,72,-.644,.138,.169,2.727,72,27,0,2,"5,024",,,,,2017
79,John Huh,88,"6,210",24.875,"48,229",168,787,"1,228","1,042","1,584",-0.24,9.452,76,-.049,-.020,.043,7.499,76,28,0,2,"5,039",,,,,2017
80,Danny Lee,89,"6,303",3.558,"49,486",170,779,"1,242","1,059","1,602",-0.28,18.754,76,.037,.304,-.263,24.662,76,32,0,4,"4,724",,,,1,2017
81,Branden Grace,63,"4,476",- 11.723,"32,115",110,518,886,753,"1,134",-0.23,-11.639,47,.180,.173,.165,12.715,47,20,0,2,"4,781",,,,,2017
82,Ryan Blaum,96,"6,768",35.162,"54,539",192,816,"1,339","1,128","1,728",-0.27,27.370,82,-.198,-.032,-.057,3.893,82,29,0,2,"4,970",,,,,2017
83,Bryson DeChambeau,89,"6,294",13.084,"53,302",178,724,"1,241","1,049","1,602",-0.26,-14.116,73,.420,-.020,-.016,13.866,73,31,1,2,"4,404",,1,1,,2017
84,Kevin Tway,88,"6,205",31.383,"54,421",176,646,"1,231","1,025","1,584",-0.28,19.312,74,.288,-.168,.053,32.076,74,27,0,3,"4,681",,,,2,2017
85,Kevin Streelman,88,"6,226",10.820,"51,736",176,810,"1,227","1,056","1,584",-0.25,-21.946,78,.292,.197,-.038,13.179,78,26,0,2,"4,804",,,,,2017
86,Brandon Hagy,77,"5,434",23.409,"48,162",154,565,"1,077",894,"1,386",-0.28,7.504,69,.459,-.393,.118,20.218,69,26,0,1,"5,002",,,,,2017
87,Camilo Villegas,72,"5,080",23.440,"41,579",144,548,"1,008",802,"1,296",-0.30,24.802,62,-.524,.107,.235,13.523,62,25,0,2,"4,879",,,1,,2017
88,Rory Sabbatini,65,"4,568",39.389,"37,911",130,590,909,788,"1,170",-0.28,-18.911,53,.308,.146,.028,6.614,53,23,0,1,"5,046",,,,,2017
89,Martin Flores,81,"5,706",35.704,"48,705",162,597,"1,131","1,030","1,458",-0.25,16.203,67,-.024,.047,-.280,-.995,67,27,0,2,"4,960",,,,,2017
90,Byeong Hun An,72,"5,139",- 35.159,"38,443",128,574,"1,004",830,"1,296",-0.25,-21.401,57,.524,.369,.071,33.565,57,22,0,3,"4,953",,,,,2017
91,Cameron Smith,82,"5,798",16.550,"47,989",164,643,"1,143",932,"1,476",-0.31,5.979,71,-.130,.149,.399,35.659,71,26,1,4,"4,356",,1,,,2017
92,Sam Saunders,70,"4,941",23.485,"41,097",140,632,977,822,"1,260",-0.28,8.435,61,.348,-.136,-.280,4.309,61,24,0,2,"5,067",,,,,2017
93,James Hahn,96,"6,801",7.774,"54,083",184,848,"1,343","1,142","1,728",-0.25,2.948,81,.177,.016,.030,21.026,81,28,0,4,"4,620",,,,1,2017
94,Jim Herman,75,"5,314",5.851,"41,536",142,724,"1,049",919,"1,350",-0.25,-8.381,66,.422,.143,-.070,24.298,66,25,0,2,"4,856",,,,1,2017
95,Scott Brown,91,"6,439",15.804,"52,591",182,812,"1,271","1,054","1,638",-0.27,21.562,78,.143,-.225,-.262,-5.297,78,29,0,2,"4,470",,,2,,2017
96,Tim Wilkinson,58,"4,093",22.127,"32,427",116,530,807,668,"1,044",-0.27,.417,46,-.289,-.310,.538,-2.431,46,,,,,,,,,2017
97,Ben Martin,79,"5,588",17.331,"46,087",158,701,"1,101",947,"1,422",-0.25,-3.114,70,.138,.297,-.227,11.440,70,27,0,2,"5,043",,,,,2017
98,Seung-Yul Noh,87,"6,149",24.054,"51,943",174,645,"1,215","1,027","1,566",-0.27,18.293,75,-.541,.044,.439,13.964,75,31,0,3,"4,975",,,,,2017
99,Jhonattan Vegas,86,"6,101",1.370,"47,105",156,700,"1,208","1,021","1,548",-0.26,-25.789,67,.453,.245,-.029,19.100,67,28,1,4,"3,716",,1,,1,2017
100,Jason Kokrak,95,"6,757",- 15.744,"55,771",182,786,"1,325","1,142","1,710",-0.26,-33.637,83,.607,.077,-.226,4.351,83,28,0,1,"4,772",,,,,2017
101,Whee Kim,72,"5,096",13.411,"41,767",144,557,"1,006",811,"1,296",-0.27,27.485,62,-.665,-.148,.163,-12.896,62,27,0,2,"4,838",,,1,,2017
102,Ryan Armour,59,"4,162",24.910,"32,898",118,600,825,743,"1,062",-0.23,-1.420,49,.020,.121,-.005,5.247,49,,,,,,,,,2017
103,Harold Varner III,99,"7,013",12.594,"57,462",190,825,"1,384","1,206","1,782",-0.25,-34.560,86,.262,.330,-.081,9.366,86,31,0,1,"4,847",,,,,2017
104,J.T. Poston,87,"6,135",40.445,"51,412",174,721,"1,213","1,026","1,566",-0.30,-8.506,73,.156,.053,-.062,2.245,73,28,0,1,"5,081",,,,,2017
105,Shawn Stefani,68,"4,799",27.818,"39,985",136,575,950,826,"1,224",-0.24,-3.428,60,.010,-.119,.122,-2.602,60,,,,,,,,,2017
106,J.J. Spaun,86,"6,078",27.915,"50,146",172,782,"1,201","1,039","1,548",-0.26,-1.964,72,.316,-.122,-.240,-5.215,72,29,0,3,"4,880",,,,,2017
107,Zac Blair,99,"6,994",35.710,"51,820",190,964,"1,383","1,153","1,782",-0.24,2.795,81,-.155,-.141,.218,-3.564,81,32,0,1,"5,057",,,,,2017
108,Trey Mullinax,82,"5,783",41.249,"50,778",164,625,"1,145",989,"1,476",-0.28,-3.986,70,.427,-.195,-.169,.397,70,28,0,1,"5,091",,,,,2017
109,Cameron Percy,65,"4,588",28.978,"38,027",130,547,909,818,"1,170",-0.23,-11.280,55,-.019,.266,-.123,-4.510,55,23,0,1,"5,130",,,,,2017
110,Vaughn Taylor,84,"5,933",34.716,"47,446",168,805,"1,179","1,008","1,512",-0.27,10.553,76,-.001,.135,-.168,8.032,76,26,0,,"5,008",,,,,2017
111,Mackenzie Hughes,104,"7,376",12.589,"61,211",208,870,"1,459","1,212","1,872",-0.26,47.265,96,.021,-.404,.063,16.538,96,31,1,2,"4,164",,1,,,2017
112,Geoff Ogilvy,72,"5,111",4.999,"41,261",144,629,"1,005",849,"1,296",-0.23,2.890,67,-.064,-.327,.196,-10.171,67,25,0,1,"4,971",,,,,2017
113,Wesley Bryan,91,"6,456",10.663,"50,917",182,735,"1,270",991,"1,638",-0.28,26.142,77,-.899,.421,.141,.154,77,28,1,5,"4,329",,1,,1,2017
114,Grayson Murray,90,"6,394",1.776,"55,483",180,704,"1,257","1,036","1,620",-0.30,-6.930,85,.353,-.032,-.176,5.444,85,30,1,2,"4,605",,1,,,2017
115,Jim Furyk,51,"3,631",- 6.387,"27,687",102,511,709,607,918,-0.23,8.211,44,-.491,.492,-.036,6.631,44,,,,,,,,,2017
116,Ben Crane,79,"5,593",23.187,"44,000",158,749,"1,102",934,"1,422",-0.24,-10.666,69,-.150,-.024,.105,-15.372,69,26,0,1,"5,140",,,,,2017
117,David Hearn,85,"6,027",17.056,"45,517",162,791,"1,185",990,"1,530",-0.24,-3.705,71,-.175,.016,.115,-6.814,71,29,0,2,"5,062",,,,,2017
118,Morgan Hoffmann,88,"6,243",14.432,"51,728",176,741,"1,227","1,007","1,584",-0.27,6.427,82,.165,-.419,.115,-4.921,82,29,0,1,"4,789",,,1,,2017
119,C.T. Pan,86,"6,101",14.337,"49,405",172,771,"1,201","1,041","1,548",-0.22,-1.023,76,.052,-.092,-.034,-6.635,76,29,0,3,"4,827",,,1,,2017
120,Andres Gonzales,69,"4,863",43.718,"41,289",138,538,965,841,"1,242",-0.26,1.325,57,-.104,-.089,.190,1.160,57,,,,,,,,,2017
121,Ryan Palmer,53,"3,775",- 5.854,"32,140",106,428,741,634,954,-0.21,-56.813,49,.533,.555,-.058,-6.343,49,20,0,3,"5,085",,,,,2017
122,William McGirt,83,"5,904",1.563,"47,349",166,815,"1,165","1,004","1,494",-0.23,-1.803,72,.257,-.193,-.137,-7.020,72,28,0,3,"4,800",,,,1,2017
123,Jimmy Walker,65,"4,650",- 24.914,"36,073",122,485,857,698,"1,098",-0.27,6.748,50,-.258,.518,-.123,13.641,50,21,0,1,"4,982",,,,,2017
124,Blayne Barber,71,"5,045",7.606,"41,355",142,610,990,864,"1,278",-0.27,26.929,67,.041,-.123,-.306,.893,67,25,0,1,"5,040",,,1,,2017
125,J.J. Henry,86,"6,097",23.122,"50,585",172,751,"1,200","1,075","1,548",-0.21,-32.264,75,.208,.050,.000,-12.890,75,29,0,2,"5,056",,,,,2017
126,Richy Werenski,74,"5,220",46.679,"43,102",148,681,"1,033",898,"1,332",-0.25,.023,61,.203,-.123,-.303,-13.591,61,26,0,3,"4,966",,,1,,2017
127,Bubba Watson,63,"4,494",- 9.958,"36,086",118,526,884,713,"1,134",-0.27,-9.910,53,.647,-.175,-.201,4.504,53,22,0,4,"4,763",,,,,2017
128,Tag Ridings,59,"4,162",37.358,"35,583",118,480,825,700,"1,062",-0.29,10.129,50,.295,-.356,-.111,1.504,50,,,,,,,,1,2017
129,Billy Hurley III,80,"5,690",4.082,"42,083",152,679,"1,121",916,"1,440",-0.26,25.772,69,-.812,.432,.117,7.621,69,25,0,1,"5,088",,,,,2017
130,Ryan Brehm,77,"5,453",27.730,"47,965",154,559,"1,077",934,"1,386",-0.25,-9.710,65,.137,-.060,-.099,-11.193,65,,,,,,,,,2017
131,Tyrone Van Aswegen,97,"6,871",33.582,"53,412",186,809,"1,353","1,159","1,746",-0.24,-25.572,80,-.067,.084,.085,-17.366,80,32,0,1,"5,014",,,,,2017
132,Daniel Summerhays,94,"6,693",- .456,"51,675",180,836,"1,313","1,073","1,692",-0.27,9.022,82,-.050,-.062,.051,3.978,82,29,0,1,"5,073",,,,,2017
133,Michael Thompson,56,"3,980",7.614,"31,903",112,482,781,642,"1,008",-0.24,36.940,44,-.431,-.373,-.208,-7.614,44,21,0,1,"5,143",,,,,2017
134,Ricky Barnes,92,"6,523",29.367,"50,148",176,698,"1,285","1,052","1,656",-0.27,19.992,77,-.638,.238,.114,-2.057,77,31,0,,"5,097",,,,,2017
135,Scott Piercy,67,"4,755",17.764,"34,911",118,558,935,805,"1,206",-0.28,-25.762,49,.190,.311,-.250,-13.456,49,22,0,4,"4,889",,,,1,2017
136,Chris Kirk,83,"5,887",27.147,"47,637",166,741,"1,159",997,"1,494",-0.28,-5.153,70,-.315,.101,.059,-15.988,70,28,0,3,"4,859",,,1,,2017
137,Sebastián Muñoz,49,"3,486",5.879,"29,004",98,373,685,557,882,-0.27,13.953,39,.031,-.077,-.143,6.606,39,,,,,,,,1,2017
138,Jonas Blixt,70,"4,982",7.811,"40,435",140,586,975,775,"1,260",-0.29,31.627,59,-.300,-.614,.037,-20.118,59,25,1,1,"4,790",,1,,,2017
139,D.A. Points,68,"4,849",.419,"37,816",136,626,951,818,"1,224",-0.24,-27.701,58,-.436,.421,.087,-23.570,58,22,1,1,"4,964",,1,,,2017
140,Tom Hoge,46,"3,256",25.003,"26,226",92,360,643,547,828,-0.28,.734,39,-.352,.235,-.176,-10.676,39,,,,,,,,,2017
141,Julián Etulain,63,"4,469",25.299,"36,978",126,558,881,757,"1,134",-0.24,3.994,51,-.035,-.292,-.058,-15.661,51,,,,,,,,,2017
142,Cameron Tringale,83,"5,891",30.479,"44,390",158,674,"1,159",962,"1,494",-0.26,8.102,65,-.750,.089,.396,-9.099,65,28,0,3,"5,084",,,,,2017
143,Søren Kjeldsen,49,"3,520",- 21.880,"24,621",90,472,682,547,882,-0.26,16.081,34,-.424,-.090,-.142,-6.198,34,17,0,1,"5,138",,,,,2017
144,Will MacKenzie,47,"3,326",29.356,"26,446",94,421,657,564,846,-0.26,-4.344,33,-.147,-.212,-.144,-20.942,33,,,,,,,,,2017
145,Troy Merritt,76,"5,399",27.272,"44,111",152,647,"1,061",887,"1,368",-0.26,-1.157,70,-.118,-.018,-.009,-11.348,70,,,,,,,,,2017
146,Peter Malnati,85,"6,029",39.903,"45,737",162,749,"1,187",956,"1,530",-0.27,32.905,73,-.262,-.563,.190,-13.460,73,,,,,,,,,2017
147,Retief Goosen,46,"3,272",13.569,"26,843",92,371,642,529,828,-0.25,-17.413,41,-.001,.009,.027,-15.985,41,,,,,,,1,,2017
148,Johnson Wagner,63,"4,486",14.040,"36,299",126,556,880,759,"1,134",-0.24,6.822,57,-.081,-.088,-.287,-19.168,57,26,0,2,"5,100",,,,1,2017
149,Patrick Rodgers,74,"5,286",- .055,"42,884",140,547,"1,034",877,"1,332",-0.22,-4.379,66,-.044,-.529,-.077,-47.261,66,27,0,3,"4,772",,,1,,2017
150,Smylie Kaufman,71,"5,055",16.679,"40,842",134,543,991,834,"1,278",-0.28,-8.612,63,.091,-.059,-.073,-11.153,63,26,0,1,"5,105",,,,,2017
151,Alex Cejka,77,"5,477",25.481,"41,184",146,721,"1,073",921,"1,386",-0.22,-22.282,62,-.020,-.200,.127,-28.040,62,28,0,1,"5,145",,,,,2017
152,Boo Weekley,73,"5,189",28.736,"42,332",146,731,"1,020",902,"1,314",-0.22,-58.166,61,.634,.425,-.429,-19.716,61,,,,,,,,,2017
