,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
153,Aaron Baddeley,57,"4,070",4.531,"31,014",106,418,800,642,"1,026",-0.28,2.005,46,-.782,.256,.310,-7.925,46,20,0,2,"5,096",,,,,2017
154,Gonzalo Fernandez-Castaño,56,"3,972",31.117,"32,720",112,417,783,627,"1,008",-0.26,21.523,44,-.375,-.312,.120,-3.417,44,,,,,,,,,2017
155,Dominic Bozzelli,65,"4,636",10.856,"38,278",130,512,905,725,"1,170",-0.25,-1.804,55,.051,-.342,-.125,-24.714,55,24,0,3,"5,027",,,,1,2017
156,Kelly Kraft,71,"5,076",- .119,"41,453",142,594,989,807,"1,278",-0.25,-10.201,65,-.205,.159,-.479,-44.288,65,27,0,3,"4,737",,,1,1,2017
157,Mark Anderson,52,"3,693",25.018,"29,512",104,436,727,614,936,-0.24,-.665,42,-.149,-.241,.082,-13.640,42,,,,,,,,,2017
158,Spencer Levin,85,"6,040",38.883,"45,191",162,805,"1,187","1,003","1,530",-0.22,1.981,67,-.161,-.195,-.073,-26.811,67,,,,,,,,,2017
159,Derek Fathauer,75,"5,352",15.596,"40,684",142,581,"1,047",848,"1,350",-0.29,5.991,64,-.456,-.136,-.149,-41.399,64,27,0,2,"5,013",,,,1,2017
160,Steve Wheatcroft,47,"3,347",17.112,"26,370",94,447,655,516,846,-0.24,19.148,40,.259,-.953,.054,-6.486,40,,,,,,,,,2017
161,Cody Gribble,77,"5,497",14.733,"45,770",154,591,"1,079",869,"1,386",-0.29,32.252,70,-.338,-.586,-.061,-36.710,70,28,1,2,"4,807",,1,,,2017
162,Kyle Reifers,88,"6,273",26.643,"48,062",168,800,"1,228","1,045","1,584",-0.22,-20.398,74,-.023,-.337,.218,-30.959,74,,,,,,,,,2017
163,Patton Kizzire,76,"5,421",20.464,"44,531",152,558,"1,062",869,"1,368",-0.27,-7.427,72,-.744,.290,-.021,-41.646,72,28,0,3,"4,902",,,1,,2017
164,Fabián Gómez,59,"4,200",24.973,"33,638",118,513,830,687,"1,062",-0.25,-.281,51,.022,-.429,.006,-20.763,51,,,,,,,,,2017
165,K.J. Choi,66,"4,696",30.802,"34,993",124,610,921,749,"1,188",-0.25,9.494,54,-.141,-.511,.213,-14.231,54,,,,,,,,,2017
166,Steven Alker,63,"4,475",38.219,"34,884",126,595,881,739,"1,134",-0.24,-15.757,51,-.289,-.212,.398,-21.005,51,,,,,,,,,2017
167,Jonathan Randolph,63,"4,497",16.418,"36,252",126,566,881,713,"1,134",-0.25,-3.868,51,.030,-.221,-.149,-21.213,51,,,,,,,,,2017
168,Brian Stuard,87,"6,213",26.644,"45,246",166,868,"1,217",992,"1,566",-0.25,-9.422,69,-.340,.171,-.164,-32.375,69,31,0,,"5,136",,,,,2017
169,Greg Chalmers,71,"5,084",10.789,"39,470",142,595,995,765,"1,278",-0.26,21.516,68,-.496,-.529,.175,-36.266,68,,,,,,,,,2017
170,Chad Collins,62,"4,420",29.768,"34,898",124,513,865,680,"1,116",-0.25,4.292,54,-.573,-.254,.294,-24.497,54,26,0,2,"5,116",,,1,,2017
171,Roberto Castro,68,"4,892",- 9.051,"35,906",128,631,951,780,"1,224",-0.20,-24.152,54,-.244,.099,.031,-30.290,54,,,,,,,,,2017
172,Hunter Mahan,71,"5,075",23.578,"41,814",142,627,989,825,"1,278",-0.23,15.830,59,.376,-.886,-.326,-33.540,59,,,,,,,,,2017
173,Bryce Molder,74,"5,296",18.473,"40,994",148,595,"1,033",823,"1,332",-0.24,24.540,64,-1.098,-.431,.301,-54.137,64,,,,,,,,,2017
174,Vijay Singh,48,"3,453",- 5.174,"25,515",88,389,669,550,864,-0.21,-15.318,39,.023,-.320,.256,-16.906,39,,,,,,,,,2017
175,Brad Fritsch,52,"3,716",20.480,"29,988",104,410,727,601,936,-0.23,-25.050,42,-.432,.235,.075,-30.189,42,,,,,,,,,2017
176,Rod Pampling,71,"5,111",- 8.834,"40,864",142,604,993,818,"1,278",-0.21,-34.213,66,-.110,-.231,.183,-44.658,66,22,1,1,"4,761",,1,,,2017
177,Mark Hubbard,74,"5,277",41.456,"39,581",140,624,"1,033",871,"1,332",-0.23,-12.184,61,-.539,.101,-.064,-42.796,61,,,,,,,,,2017
178,Brian Campbell,51,"3,638",30.138,"30,188",102,415,713,581,918,-0.28,15.773,41,.063,-.750,-.126,-17.536,41,,,,,,,,,2017
179,Rick Lamb,50,"3,567",31.915,"29,798",100,453,699,602,900,-0.26,-9.641,38,.686,-.578,-.678,-31.312,38,19,0,1,"5,152",,,,1,2017
180,Ryo Ishikawa,56,"4,012",19.466,"30,035",104,405,780,638,"1,008",-0.26,-8.770,43,-.580,-.328,-.021,-48.672,43,,,,,,,,,2017
181,Ken Duke,71,"5,075",42.571,"38,939",142,680,991,814,"1,278",-0.24,-27.136,60,-.179,-.256,.000,-53.241,60,,,,,,,,,2017
182,Brett Stegmaier,76,"5,448",32.774,"41,573",144,686,"1,061",913,"1,368",-0.24,-29.839,58,-.141,-.117,-.493,-73.390,58,,,,,,,,,2017
183,Brett Drewitt,53,"3,793",29.896,"30,356",106,450,741,618,954,-0.22,-19.661,43,-.209,-.314,-.054,-44.516,43,,,,,,,,,2017
184,Jason Bohn,71,"5,096",25.417,"39,180",142,631,991,807,"1,278",-0.21,-8.253,62,-.685,-.246,-.076,-70.715,62,,,,,,,,,2017
185,Ernie Els,52,"3,765",- 11.679,"27,329",96,408,726,532,936,-0.26,16.959,37,-.565,-.504,-.067,-25.065,37,,,,,,,,,2017
186,Nicholas Lindheim,56,"4,002",41.479,"32,151",112,440,783,662,"1,008",-0.25,14.796,44,-.733,-.578,-.311,-56.544,44,,,,,,,,,2017
187,Si Woo Kim,75,"5,438",- 19.053,"38,827",134,600,"1,052",805,"1,350",-0.24,-23.526,60,-.236,-.447,.110,-57.901,60,30,1,2,"4,465",,1,,,2017
188,Miguel Angel Carballo,57,"4,081",43.666,"32,849",114,507,797,666,"1,026",-0.25,-13.749,43,.139,-1.035,-.142,-58.386,43,,,,,,,,,2017
189,Carl Pettersson,59,"4,247",25.695,"33,066",118,428,824,615,"1,062",-0.28,8.957,52,-1.123,-.385,.052,-66.736,52,,,,,,,,,2017
190,Matt Every,70,"5,067",19.989,"41,672",140,473,977,758,"1,260",-0.30,-16.610,61,-.734,-.141,-.306,-88.707,61,,,,,,,,,2017
191,Andrew Loupe,52,"3,782",3.744,"32,371",104,333,725,560,936,-0.26,-11.367,47,-.348,-.424,-.403,-66.574,47,,,,,,,,,2017
192,Bobby Wyatt,45,"3,266",26.788,"26,261",90,352,629,513,810,-0.21,-21.762,35,-.566,-.678,-.369,-78.205,35,,,,,,,,,2017
193,Steven Bowditch,55,"4,082",10.001,"31,608",110,348,767,530,990,-0.18,-6.745,45,-1.717,-1.260,.238,-129.989,45,,,,,,,,,2017
