,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
94,Padraig Harrington,49,"3,522",- 42.165,"28,253",98,400,685,537,882,-0.23,-4.584,35,-.345,.067,.321,-3.102,35,17,0,3,"6,384",,,,,2013
95,Matt Every,89,"6,306",15.013,"51,278",178,732,"1,242","1,050","1,602",-0.29,-7.372,80,.323,.296,-.234,23.468,80,28,0,4,"5,632",,,,,2013
96,Ken Duke,87,"6,198",- 18.811,"47,871",174,841,"1,214",988,"1,566",-0.24,-1.917,75,.009,.130,-.178,-4.884,75,28,1,2,"5,799",,1,,,2013
97,Martin Laird,68,"4,880",- 49.995,"39,903",136,575,946,779,"1,224",-0.23,-6.723,53,.389,-.195,-.058,.496,53,21,1,2,"5,915",,1,,,2013
98,Jim Herman,55,"3,912",- 4.510,"32,913",110,481,767,673,990,-0.24,-10.081,44,.550,-.091,-.176,2.347,44,19,0,2,"6,404",,,,,2013
99,Brendan Steele,82,"5,825",1.343,"47,680",164,703,"1,142",974,"1,476",-0.25,2.119,77,.025,-.135,.105,1.736,77,26,0,2,"5,853",,,,,2013
100,Robert Garrigus,65,"4,636",- 17.225,"39,315",130,500,903,774,"1,170",-0.30,-21.395,49,.509,.571,-.528,5.703,49,22,0,2,"6,128",,,,,2013
101,Bo Van Pelt,70,"5,009",- 33.374,"39,743",139,624,978,827,"1,260",-0.25,-9.773,54,.186,.025,-.100,-3.805,54,22,0,1,"6,117",,,,,2013
102,Brad Fritsch,77,"5,465",8.560,"45,743",154,623,"1,073",923,"1,386",-0.27,-14.429,68,.005,.313,-.152,-3.111,68,24,0,1,"6,379",,,,,2013
103,Nicolas Colsaerts,47,"3,387",- 45.886,"28,736",94,354,658,565,846,-0.20,-20.830,36,.552,.322,-.563,-9.630,36,17,0,3,"6,376",,,,,2013
104,Robert Streb,71,"5,033",14.333,"42,270",142,588,987,838,"1,278",-0.24,-.003,62,.164,-.398,.003,-14.298,62,25,0,,"6,370",,,,,2013
105,Jason Bohn,70,"4,967",10.064,"38,680",140,641,975,812,"1,260",-0.28,12.192,66,-.156,.034,-.095,-2.152,66,23,0,2,"6,275",,,1,,2013
106,Cameron Percy,66,"4,678",14.991,"38,751",132,546,921,781,"1,188",-0.24,6.908,57,.001,-.198,-.092,-9.516,57,21,0,,"6,499",,,,,2013
107,Jonas Blixt,76,"5,425",- 20.675,"42,837",151,601,"1,063",833,"1,368",-0.25,20.883,67,-.227,-.882,.394,-27.001,67,24,1,2,"5,594",,1,,,2013
108,Sangmoon Bae,83,"5,909",- 6.789,"47,365",166,675,"1,156",952,"1,494",-0.28,26.740,72,.053,-.165,-.376,-8.360,72,26,1,2,"5,811",,1,,,2013
109,Shawn Stefani,63,"4,483",- 2.796,"37,452",126,481,875,722,"1,134",-0.25,16.905,50,-.110,-.308,-.155,-11.734,50,21,0,2,"6,396",,,,,2013
110,D.A. Points,87,"6,216",- 28.940,"48,905",174,770,"1,213",983,"1,566",-0.25,-10.919,68,-.194,.191,.163,-.013,68,28,1,3,"4,297",,1,1,,2013
111,David Toms,44,"3,132",- 2.106,"24,133",87,407,612,504,792,-0.24,-12.112,32,-.370,-.026,.095,-21.737,32,16,0,1,"6,403",,,,,2013
112,Scott Stallings,79,"5,644",- 24.308,"46,720",158,649,"1,105",919,"1,422",-0.26,9.620,66,.389,-.379,-.392,-15.534,66,27,0,4,"5,738",,,1,,2013
113,Justin Hicks,75,"5,350",- 14.614,"42,003",150,726,"1,043",926,"1,350",-0.23,-14.424,66,.218,.462,-.600,-9.166,66,25,0,1,"6,278",,,,,2013
114,Luke Guthrie,82,"5,855",- 21.578,"46,490",164,700,"1,143",939,"1,476",-0.24,-13.313,65,-.116,.280,.055,.950,65,27,0,2,"6,122",,,,1,2013
115,Brian Gay,79,"5,615",6.642,"43,193",157,714,"1,102",806,"1,422",-0.27,30.362,71,-.577,-.453,.336,-18.887,71,24,1,1,"5,630",,1,,,2013
116,Tag Ridings,65,"4,619",6.537,"38,944",130,482,903,770,"1,170",-0.25,3.080,58,-.054,-.174,.003,-9.914,58,24,0,1,"6,434",,,,,2013
117,Charlie Wi,71,"5,045",8.355,"40,061",142,622,987,774,"1,278",-0.29,11.630,66,-.224,-.498,.295,-16.560,66,23,0,1,"6,328",,,,,2013
118,Brandt Jobe,58,"4,142",- 13.827,"33,887",116,526,812,689,"1,044",-0.23,-.080,53,.104,.209,-.191,6.419,53,19,0,,"6,446",,,,,2013
119,D.H. Lee,65,"4,608",19.174,"36,522",130,600,906,772,"1,170",-0.26,2.134,58,-.142,-.055,-.015,-10.202,58,22,0,3,"6,297",,,,1,2013
120,Jeff Maggert,63,"4,465",21.135,"34,980",126,605,879,755,"1,134",-0.23,-18.022,57,.074,.141,-.166,-15.214,57,21,0,2,"6,276",,,1,,2013
121,James Hahn,74,"5,261",9.404,"43,407",148,604,"1,031",862,"1,332",-0.29,.153,67,.044,-.079,-.034,-4.506,67,26,0,2,"6,249",,,,1,2013
122,Greg Chalmers,73,"5,186",13.632,"40,414",146,638,"1,016",810,"1,314",-0.30,59.966,70,-.552,-.237,-.102,-2.340,70,25,0,2,"6,171",,,,,2013
123,Chad Campbell,76,"5,387",26.784,"43,914",152,644,"1,061",917,"1,368",-0.24,-17.935,72,-.286,.525,-.033,-3.156,72,25,0,1,"6,399",,,,,2013
124,Scott Brown,65,"4,645",- 13.740,"37,635",130,564,905,750,"1,170",-0.25,-11.954,55,.338,-.174,-.014,-3.673,55,21,1,1,"6,101",,1,,,2013
125,Andres Romero,59,"4,200",4.079,"34,588",118,472,823,651,"1,062",-0.29,6.092,52,-.050,-.437,.170,-10.387,52,21,0,2,"6,299",,,1,,2013
126,Scott Langley,75,"5,351",- 5.800,"41,834",150,652,"1,044",864,"1,350",-0.23,2.580,64,-.302,-.124,.215,-10.939,64,27,0,1,"6,303",,,,1,2013
127,Carl Pettersson,80,"5,726",- 24.142,"46,429",160,665,"1,119",896,"1,440",-0.27,-1.797,64,.026,-.252,.126,-8.264,64,24,0,1,"6,213",,,,,2013
128,Scott Piercy,75,"5,366",- 20.515,"44,430",149,563,"1,051",841,"1,350",-0.28,-11.378,62,.144,-.038,-.006,-5.148,62,24,0,4,"5,536",,,,1,2013
129,Brian Harman,85,"6,051",8.673,"48,873",170,718,"1,184",958,"1,530",-0.26,11.191,76,.316,-.856,.096,-22.504,76,29,0,2,"6,151",,,,1,2013
130,Dicky Pride,67,"4,758",18.664,"36,825",134,608,932,777,"1,206",-0.23,-.652,59,-.365,.012,.002,-21.318,59,23,0,2,"6,436",,,,,2013
131,Michael Thompson,66,"4,744",- 38.343,"36,878",132,566,922,734,"1,188",-0.22,-6.336,53,-.280,-.179,.067,-27.086,53,22,1,3,"5,791",,1,,,2013
132,Doug LaBelle II,70,"4,984",8.186,"39,215",140,658,976,811,"1,260",-0.27,32.180,59,-.243,-.479,-.210,-22.802,59,23,0,,"6,439",,,,,2013
133,Fabián Gómez,65,"4,620",16.434,"37,637",130,560,905,750,"1,170",-0.27,6.947,56,.089,-.435,-.026,-13.901,56,23,0,1,"6,390",,,1,,2013
134,Steven Bowditch,65,"4,613",23.802,"39,029",130,480,905,725,"1,170",-0.27,-2.675,58,.041,-.641,.316,-19.098,58,22,0,1,"6,329",,,1,,2013
135,Ricky Barnes,70,"4,980",13.876,"40,510",140,588,975,888,"1,260",-0.21,-37.979,65,-.181,.714,-.227,-18.083,65,26,0,,"6,387",,,,,2013
136,Y.E. Yang,56,"4,013",- 17.512,"31,828",111,491,782,632,"1,008",-0.23,-2.827,41,.133,-.500,-.137,-23.506,41,19,0,,"6,547",,,,,2013
137,Henrik Norlander,68,"4,834",18.467,"40,114",136,570,948,825,"1,224",-0.24,-9.458,59,.166,-.105,-.155,-14.998,59,22,0,,"6,500",,,,,2013
138,D.J. Trahan,46,"3,263",22.738,"26,992",92,406,639,562,828,-0.24,-9.373,38,.182,-.448,-.018,-20.195,38,16,0,1,"6,560",,,,,2013
139,Bud Cauley,63,"4,513",- 11.966,"36,225",126,520,879,723,"1,134",-0.25,-31.917,56,-.063,.238,.148,-13.818,56,24,0,,"6,386",,,,,2013
140,Stephen Ames,49,"3,483",18.251,"27,511",98,398,680,539,882,-0.27,31.372,44,-.662,-.488,-.147,-25.685,44,19,0,,"6,547",,,,,2013
141,Tim Herron,45,"3,224",- 7.444,"25,523",90,327,626,484,810,-0.24,-1.816,44,-.208,-.285,.197,-14.858,44,15,0,,"6,539",,,,,2013
142,Robert Karlsson,52,"3,737",- 19.929,"29,865",104,437,726,591,936,-0.22,-12.462,37,-.217,.125,.143,-10.586,37,18,0,1,"6,493",,,,,2013
143,Ben Kohles,71,"5,070",5.675,"39,615",142,669,987,834,"1,278",-0.22,3.144,62,-.042,-.113,-.354,-28.432,62,25,0,1,"6,443",,,,,2013
144,Trevor Immelman,69,"4,949",- 16.102,"39,143",138,588,961,826,"1,242",-0.18,-22.637,62,-.181,.162,.094,-18.019,62,24,0,1,"6,434",,,,,2013
145,Aaron Baddeley,66,"4,724",- 4.822,"38,086",132,465,917,689,"1,188",-0.31,38.976,59,-.603,-.669,.293,-18.803,59,24,0,2,"6,203",,,,,2013
146,Ryo Ishikawa,70,"5,015",- 8.961,"40,206",138,542,977,832,"1,260",-0.22,-37.580,55,.110,.191,-.165,-30.102,55,23,0,1,"6,431",,,,,2013
147,Ben Curtis,57,"4,120",- 42.761,"31,333",114,485,801,655,"1,026",-0.20,9.689,46,-.632,-.034,.208,-11.388,46,20,0,,"6,478",,,,,2013
148,Steve LeBrun,62,"4,410",26.147,"36,471",124,521,866,753,"1,116",-0.22,-9.599,53,.248,-.280,-.185,-21.112,53,21,0,,"6,459",,,,,2013
149,Greg Owen,71,"5,070",10.369,"41,575",142,591,989,840,"1,278",-0.23,-44.163,66,.064,-.045,.036,-40.572,66,24,0,,"6,393",,,,,2013
150,Tom Gillis,65,"4,660",- 8.664,"37,217",130,586,905,710,"1,170",-0.23,10.396,60,.062,-.905,.126,-32.589,60,22,0,,"6,465",,,,,2013
151,Lucas Glover,65,"4,676",- 23.497,"38,183",130,557,904,777,"1,170",-0.21,-44.265,52,.541,.307,-.083,-4.490,52,23,0,2,"6,275",,,,,2013
