,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
83,Luke Donald,81,"5,741",3.389,"41,306",146,640,"1,129",942,"1,458",-0.23,8.761,59,-.665,.465,.429,22.308,59,23,0,2,"4,134",,,2,,2016
84,Chris Kirk,85,"6,023",5.196,"46,313",162,738,"1,190",980,"1,530",-0.25,-.466,74,.086,.369,.205,48.356,74,28,0,3,"4,022",,,,,2016
85,Patton Kizzire,89,"6,324",- 12.044,"51,848",178,686,"1,242","1,033","1,602",-0.27,33.154,75,-.340,.339,-.080,30.205,75,27,0,5,"4,429",,,1,,2016
86,Spencer Levin,100,"7,063",29.704,"54,019",192,947,"1,397","1,194","1,800",-0.27,.696,82,.043,.003,.184,19.517,82,32,0,2,"4,499",,,,,2016
87,Jerry Kelly,76,"5,367",24.240,"40,063",144,754,"1,059",912,"1,368",-0.24,-12.848,60,.013,.427,-.059,10.027,60,23,0,2,"4,355",,,1,,2016
88,Stuart Appleby,69,"4,875",20.533,"39,010",138,600,964,763,"1,242",-0.27,13.289,66,-.173,-.100,.248,11.639,66,23,0,,"4,829",,,,,2016
89,Kyle Reifers,111,"7,850",27.156,"61,187",213,"1,012","1,550","1,351","1,998",-0.27,11.617,97,.117,.040,-.113,17.143,97,34,0,5,"4,176",,,,,2016
90,Scott Stallings,70,"4,957",10.588,"41,368",140,557,978,833,"1,260",-0.25,-19.225,63,.106,.177,.018,8.666,63,27,0,1,"4,746",,,,,2016
91,Kyle Stanley,89,"6,308",9.711,"51,001",177,801,"1,241","1,076","1,602",-0.25,-8.100,79,.041,.262,-.070,13.910,79,28,0,,"4,688",,,,,2016
92,Brett Stegmaier,85,"6,010",24.605,"49,902",169,722,"1,185","1,022","1,530",-0.25,-4.545,75,.128,.133,-.152,3.602,75,29,0,3,"4,630",,,1,,2016
93,Brian Harman,104,"7,350",33.611,"57,648",199,922,"1,454","1,214","1,872",-0.28,42.762,92,.270,-.611,.120,15.534,92,31,0,2,"4,002",,,,,2016
94,Boo Weekley,83,"5,867",25.974,"48,383",166,777,"1,160","1,014","1,494",-0.26,-15.978,71,.571,-.090,-.174,5.822,71,26,0,2,"4,657",,,,,2016
95,Smylie Kaufman,88,"6,241",8.282,"52,632",176,654,"1,236","1,050","1,584",-0.29,8.107,72,-.022,.039,.059,24.741,72,28,1,4,"3,780",,1,,,2016
96,Vaughn Taylor,72,"5,122",- 7.987,"41,325",144,619,"1,005",835,"1,296",-0.28,-28.391,67,-.113,.612,-.042,2.222,67,24,1,1,"4,183",,1,,,2016
97,Cameron Percy,45,"3,175",21.338,"26,624",90,379,629,569,810,-0.24,-10.710,37,.200,.293,-.115,3.283,37,,,,,,,,,2016
98,Padraig Harrington,54,"3,830",5.706,"28,960",100,458,755,612,972,-0.26,-15.051,44,-.292,.159,.408,-2.966,44,16,0,1,"4,796",,,,,2016
99,Blayne Barber,80,"5,658",24.573,"46,331",160,696,"1,116",961,"1,440",-0.25,.776,74,.018,.127,-.056,7.319,74,27,0,1,"4,561",,,,1,2016
100,Harold Varner III,92,"6,539",- 2.892,"54,967",182,763,"1,286","1,097","1,656",-0.25,-28.590,80,.472,.057,-.078,9.900,80,28,0,4,"4,370",,,,,2016
101,David Lingmerth,81,"5,746",9.081,"41,580",146,747,"1,109",910,"1,422",-0.27,3.274,60,.193,.116,-.103,15.659,60,24,0,2,"4,264",,,1,,2016
102,Kevin Streelman,82,"5,837",- 10.560,"47,406",164,737,"1,145","1,021","1,476",-0.25,-20.863,64,.289,.238,-.008,7.932,64,26,0,2,"4,147",,,,1,2016
103,Will Wilcox,65,"4,613",5.606,"38,080",130,537,905,742,"1,170",-0.28,-1.533,57,.040,.159,-.261,-5.074,57,23,0,2,"4,790",,,,,2016
104,Vijay Singh,72,"5,135",- 18.926,"41,732",144,569,"1,003",813,"1,296",-0.25,-6.090,65,.023,-.010,.209,8.342,65,22,0,2,"4,543",,,1,,2016
105,Seung-Yul Noh,81,"5,746",9.927,"47,834",162,555,"1,130",941,"1,458",-0.27,12.116,69,-.637,.114,.374,1.821,69,28,0,1,"4,735",,,,,2016
106,Derek Fathauer,94,"6,683",- 2.105,"54,190",188,683,"1,313","1,049","1,692",-0.27,27.054,76,-.538,-.250,-.026,-33.022,76,30,0,1,"4,556",,,,,2016
107,Graham DeLaet,66,"4,687",3.876,"38,728",130,553,920,812,"1,188",-0.28,-13.371,59,.444,.662,-.567,7.081,59,21,0,3,"4,699",,,,,2016
108,K.J. Choi,73,"5,178",11.754,"40,190",146,673,"1,017",859,"1,314",-0.26,23.403,67,-.317,.263,.159,13.662,67,22,0,2,"4,484",,,1,,2016
109,Scott Brown,88,"6,240",16.604,"49,144",168,781,"1,227","1,030","1,584",-0.27,.734,70,.545,-.038,-.124,.767,70,27,0,4,"4,408",,,,,2016
110,Chris Stroud,80,"5,662",26.092,"45,813",160,678,"1,117",959,"1,440",-0.27,10.380,69,-.069,.159,-.119,8.374,69,27,0,1,"4,777",,,,,2016
111,John Huh,85,"6,018",25.807,"48,394",170,810,"1,186","1,013","1,530",-0.24,-14.782,79,.127,.110,.050,-4.033,79,28,0,3,"4,499",,,,,2016
112,Danny Lee,90,"6,418",- 17.377,"48,149",168,807,"1,260","1,036","1,620",-0.26,-15.698,71,.108,.205,.020,19.052,71,28,0,2,"4,490",,,,,2016
113,Jason Bohn,67,"4,738",27.422,"37,020",134,633,937,800,"1,206",-0.28,1.909,59,-.259,.272,-.265,-12.957,59,21,0,3,"4,519",,,2,1,2016
114,Bronson Burgoon,79,"5,605",14.458,"46,018",157,632,"1,103",942,"1,422",-0.25,.145,65,.069,.145,-.398,-13.032,65,27,0,,"4,761",,,,,2016
115,Anirban Lahiri,69,"4,920",- 11.424,"35,587",122,544,966,781,"1,242",-0.28,-.959,48,.025,.143,-.080,3.244,48,21,0,1,"4,695",,,,,2016
116,Andrew Landry,49,"3,475",11.003,"28,876",98,449,685,570,882,-0.25,21.591,33,.594,-.892,-.396,-1.325,33,,,,,,,,,2016
117,Jon Curran,99,"7,017",26.365,"51,654",190,890,"1,383","1,123","1,782",-0.26,34.190,84,-.659,.001,.304,4.449,84,30,0,3,"4,239",,,1,,2016
118,Henrik Norlander,67,"4,734",33.523,"38,316",133,594,937,823,"1,206",-0.25,2.092,53,.023,.031,-.117,3.356,53,,,,,,,,,2016
119,Tyrone Van Aswegen,102,"7,245",16.310,"58,178",202,754,"1,425","1,190","1,836",-0.25,-5.648,88,-.393,.571,-.013,-.791,88,31,0,2,"4,531",,,,1,2016
120,Jonas Blixt,76,"5,400",10.414,"44,126",152,612,"1,059",834,"1,368",-0.30,35.810,68,-.093,-.303,.012,-5.866,68,26,0,2,"4,613",,,,1,2016
121,Michael Kim,96,"6,814",21.511,"54,595",192,787,"1,342","1,088","1,728",-0.26,23.706,86,-.006,-.078,-.111,-12.632,86,29,0,,"4,689",,,,,2016
122,Michael Thompson,68,"4,814",27.886,"39,340",135,576,951,810,"1,224",-0.28,-8.180,54,.015,.160,.051,-3.904,54,23,0,1,"4,849",,,,,2016
123,Jim Herman,93,"6,632",- 9.870,"51,815",178,852,"1,299","1,099","1,674",-0.24,-22.564,71,.364,-.288,-.122,-14.676,71,29,1,2,"3,774",,1,,,2016
124,Matt Jones,80,"5,693",4.817,"42,153",143,644,"1,119",921,"1,440",-0.28,-19.755,63,-.039,-.233,.197,-20.426,63,27,0,,"4,744",,,,,2016
125,Robert Streb,84,"5,986",- 3.296,"44,496",151,676,"1,176","1,001","1,512",-0.23,-26.163,66,.050,.366,.209,13.857,66,27,0,1,"4,595",,,,,2016
126,Brian Stuard,66,"4,687",14.949,"36,657",132,656,923,752,"1,188",-0.24,-1.340,60,-.100,-.110,.140,-5.554,60,20,1,1,"4,149",,1,,,2016
127,James Hahn,85,"6,063",- 7.198,"46,543",160,723,"1,191",988,"1,530",-0.25,-16.989,70,.100,-.082,.135,-13.943,70,26,1,3,"3,737",,1,,,2016
128,Cameron Tringale,77,"5,467",19.740,"41,621",146,641,"1,076",910,"1,386",-0.27,4.003,70,-.443,.257,.104,-1.683,70,25,0,1,"4,650",,,1,,2016
129,Nick Taylor,79,"5,597",34.210,"44,429",150,631,"1,103",936,"1,422",-0.27,-10.160,66,.149,.060,-.123,-4.465,66,26,0,1,"4,748",,,,,2016
130,Ben Martin,88,"6,235",37.816,"48,520",168,765,"1,231","1,057","1,584",-0.28,11.202,80,.079,.081,-.277,1.813,80,28,0,2,"4,288",,,1,,2016
131,Shawn Stefani,87,"6,177",24.956,"50,817",174,709,"1,214","1,041","1,566",-0.23,-25.840,77,.003,.073,.116,-11.101,77,29,0,1,"4,708",,,,,2016
132,Thomas Aiken,66,"4,682",25.498,"36,016",124,665,919,834,"1,188",-0.21,.284,48,.438,.101,-.390,7.464,48,,,,,,,,,2016
133,Kelly Kraft,59,"4,178",30.654,"33,906",117,498,825,716,"1,062",-0.27,9.302,45,-.093,-.100,-.103,2.601,45,,,,,,,,,2016
134,Fabián Gómez,79,"5,638",- 1.696,"45,664",158,682,"1,110",906,"1,422",-0.27,15.516,73,.009,-.289,.030,-2.672,73,26,1,4,"3,739",,1,,,2016
135,Mark Hubbard,97,"6,899",23.102,"54,354",194,877,"1,353","1,109","1,746",-0.27,22.546,83,-.143,-.189,-.155,-17.900,83,30,0,,"4,686",,,,,2016
136,Ernie Els,66,"4,735",- 24.520,"36,310",124,488,922,727,"1,188",-0.27,22.659,56,.065,-.480,-.014,-1.321,56,,,,,,,,,2016
