,Player_Name,Rounds,Fairway_Percentage,Year,Avg_Distance,gir,Average_Putts,Average_Scrambling,Average_Score,Points,Wins,Top_10,Average_SG_Putts,Average_SG_Total,SG_OTT,SG_APR,SG_ARG,Money
17,Russell Knox,94,67.7,2018,291.7,69.57,29.7,59.43,70.568,585,0,3,-0.08800000000000001,0.383,0.059,0.263,0.149,1424030
18,Ben Crane,65,67.52,2018,281.1,64.88,28.69,63.0,71.097,267,0,1,0.332,0.17600000000000002,-0.302,-0.038,0.184,620646
19,Vaughn Taylor,83,67.51,2018,286.1,67.02,29.15,59.91,70.692,445,0,3,-0.08,0.219,-0.005,0.305,-0.002,965691
20,Brian Harman,94,67.14,2018,291.9,67.59,29.29,56.95,70.536,1056,0,8,0.273,0.29,0.13699999999999998,-0.024,-0.096,2733463
21,Sam Ryder,82,66.91,2018,297.3,72.08,29.88,56.47,70.914,442,0,3,-0.349,0.154,0.203,0.399,-0.099,1046166
22,"Ted Potter, Jr.",87,66.83,2018,286.0,63.03,28.45,57.51,71.024,744,1,1,0.07400000000000001,-0.094,-0.07400000000000001,-0.2,0.105,1976198
23,Austin Cook,107,66.76,2018,292.3,66.51,28.72,62.02,70.469,1060,1,3,0.315,0.569,0.12,-0.045,0.179,2448920
24,Tyler Duncan,97,66.74,2018,294.4,69.65,30.19,52.76,71.04,457,0,2,-0.5660000000000001,0.017,0.273,0.476,-0.166,944021
25,David Hearn,66,66.63,2018,285.1,68.89,29.58,55.65,71.325,315,0,2,-0.127,-0.031,-0.17,0.379,-0.113,622383
26,Alex Cejka,77,66.49,2018,286.7,63.77,28.52,64.0,70.675,502,0,2,0.009000000000000001,0.312,-0.024,-0.16899999999999998,0.495,1198541
27,Ian Poulter,73,66.41,2018,293.6,67.01,28.97,57.11,70.593,1030,1,4,0.223,0.85,0.141,0.435,0.051,2714450
28,Joel Dahmen,93,66.36,2018,295.8,68.82,29.26,63.31,70.578,676,0,3,-0.277,0.4,0.3,0.381,-0.004,1476838
29,Kevin Kisner,89,66.33,2018,290.8,65.38,28.91,60.29,70.729,971,0,4,0.513,0.037000000000000005,-0.043,-0.316,-0.118,2972285
30,J.J. Henry,81,66.22,2018,291.8,70.52,30.37,54.77,71.372,239,0,1,-0.569,-0.193,0.174,0.34,-0.138,482052
31,J.J. Spaun,85,66.18,2018,298.2,69.48,29.63,55.76,70.525,849,0,4,-0.149,0.292,0.28600000000000003,0.41,-0.255,1978906
32,Justin Rose,70,66.02,2018,303.5,69.95,28.67,63.03,68.993,1991,2,8,0.424,1.952,0.551,0.526,0.45,8130678
33,Kelly Kraft,94,65.84,2018,288.6,63.83,28.92,58.93,71.333,627,0,3,0.075,-0.32,-0.28600000000000003,0.017,-0.126,1496253
34,Conrad Shindler,60,65.77,2018,291.3,66.27,29.14,60.0,71.465,92,0,0,-0.166,-0.313,0.114,-0.008,-0.252,187399
35,Scott Piercy,84,65.68,2018,296.6,69.72,29.86,55.96,70.736,802,1,2,-0.569,0.29,0.209,0.5529999999999999,0.097,1882337
36,Adam Hadwin,92,65.6,2018,289.4,68.04,29.26,58.59,70.75,638,0,3,0.106,0.596,0.057,0.166,0.267,1932488
37,Ben Silverman,90,65.56,2018,290.2,64.95,28.74,57.36,71.281,323,0,2,0.238,-0.206,0.069,-0.385,-0.128,793140
38,Satoshi Kodaira,51,65.53,2018,293.6,60.3,29.88,51.02,72.182,600,1,1,-0.645,-1.832,0.027000000000000003,-0.284,-0.93,1471462
39,Rickie Fowler,74,65.33,2018,299.8,69.52,28.99,63.05,69.435,1302,0,4,0.29600000000000004,1.275,0.244,0.494,0.242,4235237
40,Xinjun Zhang,81,65.33,2018,298.7,67.04,29.67,58.2,71.486,195,0,1,-0.4370000000000001,-0.7340000000000001,0.139,-0.254,-0.182,420377
42,Pat Perez,82,65.09,2018,290.9,67.78,29.29,55.63,70.594,1116,1,4,0.115,-0.048,-0.063,-0.138,0.037000000000000005,2962641
43,Lucas Glover,65,65.06,2018,297.7,67.12,29.64,59.83,71.066,324,0,1,-0.18600000000000005,0.276,0.514,-0.043,-0.008,789382
44,Richy Werenski,98,65.06,2018,291.8,66.97,29.36,56.49,71.185,498,0,2,-0.109,-0.124,0.077,-0.16899999999999998,0.077,1081283
45,Hunter Mahan,67,65.04,2018,296.9,68.96,29.02,58.81,71.135,234,0,1,0.34600000000000003,0.209,0.465,-0.149,-0.453,457337
46,Francesco Molinari,73,65.04,2018,301.0,70.24,29.63,58.67,69.797,1682,2,4,-0.487,1.123,0.69,0.593,0.327,5065842
47,Fabián Gómez,88,64.99,2018,291.1,67.86,29.38,58.85,71.02,221,0,0,0.001,-0.106,-0.062,-0.015,-0.03,437032
48,Tommy Fleetwood,73,64.98,2018,306.9,69.36,29.3,55.77,69.342,1130,0,5,0.324,1.606,0.58,0.405,0.29600000000000004,3935147
49,Graeme McDowell,67,64.92,2018,293.2,64.5,29.2,59.95,71.001,274,0,1,0.478,0.6970000000000001,0.124,0.046,0.049,581024
50,Louis Oosthuizen,62,64.81,2018,299.8,65.74,29.24,64.26,70.157,620,0,3,-0.026,0.521,0.401,-0.261,0.408,1731493
51,Chad Campbell,87,64.7,2018,286.5,65.54,29.75,59.39,71.683,361,0,2,-0.454,-0.484,-0.042,-0.01,0.023,801960
52,Blayne Barber,69,64.67,2018,294.7,69.98,29.66,57.46,70.835,202,0,0,-0.022,-0.041,0.101,-0.047,-0.073,398137
53,Michael Thompson,62,64.66,2018,296.4,70.11,29.62,55.77,70.92399999999998,280,0,0,0.498,0.052000000000000005,-0.073,-0.423,0.05,563972
54,Chris Kirk,108,64.64,2018,289.8,68.24,28.9,63.53,70.411,756,0,4,0.073,0.732,-0.048,0.518,0.19,1824111
55,Daniel Berger,81,64.58,2018,297.7,66.89,29.42,58.94,70.32,565,0,1,0.319,0.816,0.1,0.5429999999999999,-0.145,1721763
56,Hudson Swafford,73,64.57,2018,302.8,68.99,30.03,54.01,71.619,245,0,0,-0.26,-0.4920000000000001,0.225,-0.237,-0.221,569391
57,Bronson Burgoon,69,64.53,2018,302.8,68.44,29.55,55.61,70.70100000000002,446,0,2,0.107,0.481,0.309,0.371,-0.307,1179616
58,Brice Garnett,99,64.45,2018,296.7,66.78,29.34,58.63,71.018,634,1,2,-0.076,-0.31,0.188,-0.14400000000000002,-0.278,1466224
59,Ryan Blaum,81,64.31,2018,289.0,66.1,29.13,55.46,70.993,433,0,2,0.025,-0.033,0.011,-0.07400000000000001,0.005,980877
60,Johnson Wagner,75,64.25,2018,286.1,67.87,28.65,65.41,70.758,338,0,0,0.623,0.715,-0.213,0.078,0.226,656322
61,Kevin Na,91,64.13,2018,289.6,64.66,28.07,63.62,70.288,1183,1,4,0.5329999999999999,0.8009999999999999,-0.378,0.273,0.373,3578316
62,Zach Johnson,94,63.88,2018,289.8,67.43,28.62,62.35,69.911,839,0,2,0.206,1.035,-0.059,0.463,0.425,1957635
63,John Huh,94,63.83,2018,287.1,65.8,28.82,57.94,70.718,480,0,2,0.16699999999999998,0.251,-0.11,0.24,-0.047,974538
64,James Hahn,85,63.73,2018,298.7,68.29,29.5,59.62,70.896,596,0,1,-0.152,0.279,0.32299999999999995,0.081,0.028,1386301
65,Rod Pampling,62,63.69,2018,288.4,62.64,29.31,56.67,72.445,64,0,0,-0.421,-1.094,-0.095,-0.415,-0.163,183806
66,Gary Woodland,96,63.69,2018,313.5,70.51,29.93,54.45,70.161,1044,1,3,0.006999999999999999,1.0659999999999998,0.8029999999999999,0.484,-0.228,3108907
67,Cameron Percy,56,63.66,2018,295.6,69.56,29.36,57.3,70.90899999999998,191,0,2,-0.205,0.285,0.241,0.039,0.21,387612
68,Abraham Ancer,98,63.64,2018,296.1,66.49,28.91,62.69,70.65899999999998,589,0,4,-0.056,0.32,0.325,0.07400000000000001,-0.022,1676695
69,Ben Martin,64,63.52,2018,289.6,63.98,28.58,58.8,70.97399999999998,266,0,1,0.118,-0.001,-0.142,0.119,-0.096,532936
70,Branden Grace,67,63.49,2018,298.9,67.1,29.34,57.78,70.41199999999998,590,0,2,0.35,0.812,0.163,0.174,0.125,1529289
71,Denny McCarthy,71,63.45,2018,295.4,68.17,29.41,59.83,70.861,267,0,1,0.449,0.094,0.011,-0.34700000000000003,-0.019,498341
72,Aaron Wise,90,63.33,2018,302.9,68.81,29.15,56.28,70.247,1086,1,3,0.238,0.703,0.41,0.012,0.042,3486407
73,Jason Dufner,71,63.3,2018,297.1,64.24,29.58,58.25,71.32300000000002,557,0,2,-0.058,0.011,0.256,-0.009000000000000001,-0.17800000000000002,1497655
74,Matt Kuchar,88,63.27,2018,288.0,66.81,28.85,63.6,70.461,679,0,4,0.348,0.5760000000000001,-0.199,0.21600000000000005,0.211,1720097
75,Martin Laird,73,63.22,2018,299.0,65.9,28.83,59.15,70.839,443,0,3,0.282,0.47,-0.045,0.024,0.209,1017580
76,Roberto Díaz,72,63.2,2018,286.3,63.73,29.21,58.56,71.73100000000002,107,0,0,0.168,-0.833,-0.165,-0.6,-0.237,235635
77,Paul Casey,74,63.14,2018,304.3,67.84,29.07,60.58,69.85,1319,1,5,0.133,0.966,0.138,0.586,0.109,3641771
78,Corey Conners,97,62.99,2018,303.3,70.19,29.84,57.52,70.743,353,0,1,-0.385,0.193,0.501,0.275,-0.198,728296
79,Kyle Thompson,50,62.99,2018,285.3,62.44,29.61,54.02,72.673,10,0,0,-0.75,-1.262,-0.534,0.036000000000000004,-0.014,24878
80,Troy Merritt,89,62.93,2018,295.4,65.16,28.74,57.6,70.888,616,1,3,0.077,0.209,0.138,0.086,-0.092,1326989
81,Andrew Landry,82,62.92,2018,291.1,65.63,28.96,56.97,71.059,1116,1,5,-0.01,-0.039,0.206,-0.083,-0.152,2642179
82,Hideki Matsuyama,75,62.82,2018,302.0,69.29,29.21,60.8,70.02199999999999,607,0,2,0.132,1.196,0.194,0.727,0.14300000000000002,2687477
83,Brandt Snedeker,84,62.79,2018,293.1,65.04,28.63,60.08,70.37899999999998,1077,1,4,0.478,0.625,-0.145,-0.026,0.318,2448970
84,Zac Blair,64,62.76,2018,279.5,66.48,28.97,61.43,71.215,176,0,0,0.203,0.32299999999999995,-0.345,0.07200000000000001,0.394,330507
85,Danny Lee,88,62.65,2018,290.6,65.05,28.56,60.81,71.196,481,0,3,0.156,0.058,0.005,-0.155,0.051,1269386
86,Charles Howell III,104,62.59,2018,300.9,69.33,29.5,60.87,70.219,885,0,4,0.219,0.8009999999999999,0.324,0.163,0.095,2179725
87,Adam Scott,78,62.51,2018,304.6,70.66,30.15,54.85,70.42,623,0,2,-0.285,0.779,0.3,0.639,0.125,2237641
88,Tom Hoge,101,62.43,2018,291.4,63.62,28.45,61.41,70.945,594,0,3,-0.162,0.07400000000000001,0.018000000000000002,0.297,-0.079,1358542
89,Webb Simpson,95,62.34,2018,293.7,67.93,28.47,66.1,69.293,1710,1,7,0.6920000000000001,1.432,-0.116,0.486,0.37,5376417
90,Chris Stroud,81,62.24,2018,289.8,62.94,28.78,59.96,71.628,255,0,1,0.053,-0.338,-0.277,-0.056,-0.058,565466
91,Bryson DeChambeau,93,62.23,2018,305.7,69.65,29.18,59.84,69.646,1617,1,7,0.34600000000000003,1.558,0.586,0.556,0.07,8094489
92,Jonathan Randolph,71,62.18,2018,289.4,60.43,28.63,59.83,71.945,166,0,1,0.115,-0.877,-0.271,-0.5379999999999999,-0.182,453328
93,Rory Sabbatini,91,62.05,2018,292.3,67.85,29.07,61.36,70.693,521,0,1,0.059,0.358,0.217,-0.152,0.234,1126057
94,Scott Brown,102,62.03,2018,292.6,65.65,29.1,54.79,71.329,422,0,2,0.049,-0.6609999999999999,-0.265,-0.27,-0.175,1076678
95,Tyrrell Hatton,58,61.84,2018,298.8,66.46,29.2,62.58,70.09100000000001,550,0,4,0.335,0.938,0.14800000000000002,0.202,0.252,1943360
96,Alex Noren,67,61.73,2018,299.2,64.91,28.97,61.74,69.973,989,0,3,0.758,1.044,0.208,0.107,-0.029,2699150
97,Patrick Cantlay,87,61.58,2018,303.1,70.69,29.8,57.58,69.899,1388,1,6,-0.182,1.096,0.622,0.509,0.146,3963962
98,Jordan Spieth,81,61.55,2018,299.8,70.47,29.09,61.63,69.904,945,0,5,-0.034,0.83,0.271,0.409,0.184,2793536
99,J.T. Poston,73,61.53,2018,300.7,68.31,29.07,57.53,70.915,448,0,2,0.135,0.138,0.381,-0.373,-0.005,940661
100,Kevin Chappell,77,61.27,2018,308.6,66.52,29.64,56.28,70.839,597,0,4,-0.344,0.32299999999999995,0.608,0.29600000000000004,-0.236,1608338
101,Shane Lowry,64,61.2,2018,300.7,68.65,30.04,53.48,70.75399999999998,296,0,0,-0.28600000000000003,0.238,0.331,0.245,-0.052000000000000005,696897
102,Patrick Rodgers,97,61.14,2018,303.5,65.65,29.1,57.22,70.73100000000002,541,0,3,0.561,0.232,-0.039,-0.32299999999999995,0.034,1287040
103,Whee Kim,93,61.11,2018,285.8,63.55,28.7,58.56,71.477,764,0,3,0.4270000000000001,-0.4370000000000001,-0.748,0.03,-0.146,1920340
104,Nick Taylor,94,60.94,2018,292.7,67.65,29.48,61.83,71.26899999999998,420,0,2,-0.312,-0.235,0.049,0.011,0.017,899373
105,Bud Cauley,55,60.81,2018,295.4,64.26,28.58,60.12,71.35600000000002,405,0,2,0.3670000000000001,0.461,-0.113,-0.032,0.239,900591
106,Si Woo Kim,108,60.68,2018,290.8,63.78,29.0,57.23,71.367,893,0,5,-0.168,-0.092,-0.014,-0.2,0.29100000000000004,2276114
107,Nate Lashley,51,60.58,2018,293.9,68.2,29.32,60.59,70.999,168,0,0,0.08199999999999999,0.31,0.111,0.036000000000000004,0.08,296650
108,Beau Hossler,104,60.47,2018,300.0,67.95,28.92,60.0,70.574,957,0,5,0.685,0.584,0.281,-0.395,0.013,2449707
109,D.A. Points,63,60.47,2018,280.8,60.2,29.1,53.32,73.01899999999998,162,0,1,0.11,-1.449,-1.069,-0.541,0.051,377265
110,Brendan Steele,74,60.47,2018,310.3,69.24,30.36,52.56,71.021,998,1,3,-0.5760000000000001,0.029,0.557,0.243,-0.195,2291128
111,Nicholas Lindheim,77,60.44,2018,293.5,68.04,29.25,53.9,71.344,272,0,1,0.355,-0.32299999999999995,-0.258,-0.368,-0.052000000000000005,593842
112,Andrew Putnam,97,60.42,2018,293.8,70.47,29.36,61.52,70.579,1026,1,5,0.052000000000000005,0.472,-0.146,0.38,0.187,2387382
113,Jonas Blixt,67,60.3,2018,293.1,62.02,29.1,56.83,72.134,167,0,0,0.244,-0.547,-0.424,-0.563,0.196,368518
114,Ethan Tracy,72,60.25,2018,299.0,64.87,29.44,54.88,72.038,157,0,0,-0.026,-0.813,-0.054000000000000006,-0.424,-0.309,364493
115,Byeong Hun An,86,60.19,2018,307.9,67.99,29.31,61.16,70.19,913,0,4,-0.285,0.805,0.475,0.448,0.16699999999999998,2599264
116,Marc Leishman,93,60.17,2018,298.5,66.67,28.94,59.07,70.26,1148,0,6,0.126,0.624,-0.006,0.211,0.292,3771221
117,Sam Saunders,80,60.14,2018,302.8,65.02,28.73,55.79,70.794,420,0,4,0.094,0.226,0.35,-0.081,-0.138,981936
118,Anirban Lahiri,82,60.09,2018,294.0,64.7,28.99,58.35,70.66,555,0,4,0.199,0.104,0.07,-0.285,0.12,1441205
119,Sean O'Hair,67,60.09,2018,302.7,63.84,28.97,57.56,71.479,417,0,2,-0.207,-0.233,0.211,-0.073,-0.16399999999999998,1104865
120,Chesson Hadley,103,60.07,2018,300.0,67.68,28.99,56.6,70.311,1122,0,7,0.208,0.8590000000000001,0.146,0.606,-0.102,2768863
121,Mackenzie Hughes,80,60.04,2018,294.9,66.01,29.37,54.19,71.282,227,0,1,-0.177,-0.014,-0.068,0.353,-0.122,518476
122,William McGirt,84,59.89,2018,289.3,67.59,29.28,62.86,70.791,449,0,3,0.2,0.17800000000000002,-0.306,0.091,0.194,933327
123,Xander Schauffele,96,59.77,2018,304.9,65.59,29.18,57.81,70.486,1081,0,5,0.196,0.644,0.24,0.235,-0.027000000000000003,4047538
124,Dustin Johnson,77,59.46,2018,314.0,70.57,28.47,62.5,68.69800000000001,2717,3,10,0.385,2.372,0.919,0.8290000000000001,0.238,8457352
125,Matt Jones,70,59.38,2018,304.5,66.49,29.02,60.16,71.112,264,0,0,-0.034,0.104,0.333,-0.386,0.192,538681
126,Tiger Woods,68,59.35,2018,303.6,67.4,28.49,64.16,69.35,1162,0,5,0.266,1.596,0.061,0.883,0.385,5443841
127,Billy Hurley III,70,59.24,2018,284.0,63.02,29.09,54.93,71.715,73,0,0,0.025,-0.7020000000000001,-0.696,-0.17,0.139,145725
128,Jon Rahm,71,59.2,2018,308.9,70.12,29.14,57.18,69.958,1430,1,5,-0.151,0.889,0.8170000000000001,0.047,0.17600000000000002,3992678
129,Ryan Palmer,69,59.11,2018,305.2,65.61,28.92,55.38,71.031,500,0,2,-0.528,-0.231,0.235,0.236,-0.174,1484445
130,Harold Varner III,91,59.02,2018,308.2,67.79,29.56,58.14,70.971,474,0,3,-0.024,0.125,0.204,-0.076,0.021,1223064
131,Harris English,84,58.99,2018,302.4,63.32,28.76,57.86,71.16199999999998,383,0,2,0.222,-0.184,-0.219,-0.297,0.111,799450
132,Greg Chalmers,56,58.9,2018,282.8,56.94,28.31,52.85,72.531,133,0,1,0.79,-1.266,-0.69,-1.192,-0.174,288023
133,Stephan Jaeger,81,58.76,2018,299.2,67.11,29.61,56.76,71.35600000000002,211,0,0,-0.14400000000000002,-0.09,0.045,-0.166,0.175,422260
134,Jonathan Byrd,70,58.59,2018,291.7,68.19,29.5,58.31,71.398,147,0,0,-0.106,-0.266,-0.542,0.043,0.339,267055
135,Keith Mitchell,99,58.59,2018,312.6,69.42,29.65,56.55,70.92,659,0,4,-0.504,-0.018000000000000002,0.706,-0.128,-0.092,1641260
136,Martin Piller,79,58.51,2018,292.2,60.39,28.52,57.74,71.929,371,0,2,0.119,-1.127,-0.248,-0.8109999999999999,-0.18600000000000005,847304
137,Justin Thomas,91,58.41,2018,311.8,68.77,28.33,62.47,69.118,2634,3,8,0.272,1.835,0.408,0.8440000000000001,0.311,8694821
138,Brett Stegmaier,67,58.38,2018,295.4,70.31,29.48,56.44,71.191,149,0,0,0.401,0.048,-0.135,0.078,-0.29600000000000004,305607
139,Charley Hoffman,87,58.34,2018,299.5,66.53,29.19,56.22,70.521,515,0,0,0.026,0.425,0.254,0.21600000000000005,-0.071,1400637
140,Jason Day,75,58.32,2018,310.0,65.28,28.24,62.35,69.60300000000001,1771,2,5,0.77,1.285,0.17600000000000002,-0.14,0.479,5087461
141,Bubba Watson,90,58.27,2018,313.1,68.21,29.33,56.64,70.384,1879,3,5,0.001,0.555,0.78,0.005,-0.231,5793748
142,Jason Kokrak,99,58.06,2018,309.5,70.37,29.59,55.11,70.444,700,0,4,0.022,0.539,0.36,0.257,-0.101,1794431
143,Jhonattan Vegas,92,57.91,2018,303.6,65.17,29.43,58.6,71.275,394,0,1,-0.059,0.03,0.294,-0.081,-0.124,1137444
144,Adam Schenk,86,57.67,2018,305.5,67.92,29.95,54.55,71.37,239,0,1,0.13,-0.15,0.073,-0.262,-0.091,474923
145,Stewart Cink,87,57.6,2018,298.1,68.58,29.53,55.69,70.44,758,0,3,-0.345,0.465,0.057,0.698,0.055,1887208
146,Matt Atkins,56,57.5,2018,301.4,63.46,29.12,57.6,72.251,44,0,0,-0.198,-1.129,0.134,-1.039,-0.027000000000000003,89104
147,Talor Gooch,78,57.31,2018,298.9,63.58,28.94,59.53,71.149,308,0,0,0.031,-0.163,-0.322,0.075,0.053,654200
148,Bill Haas,76,57.27,2018,296.2,64.79,29.23,60.34,71.028,262,0,1,-0.059,0.079,-0.177,-0.052000000000000005,0.368,638414
149,J.B. Holmes,77,57.13,2018,306.1,65.26,29.01,57.14,70.789,640,0,3,-0.207,0.5489999999999999,0.565,0.159,0.032,1595942
150,Cameron Smith,85,57.03,2018,298.4,63.18,28.36,61.12,70.517,821,0,5,0.115,0.219,-0.14800000000000002,0.034,0.218,3622607
151,Tyrone Van Aswegen,101,56.98,2018,290.3,65.23,28.98,58.08,71.243,364,0,1,-0.01,-0.32299999999999995,-0.493,-0.008,0.187,763584
152,Jamie Lovemark,92,56.92,2018,303.2,64.65,28.64,61.07,70.734,576,0,3,0.01,0.388,-0.101,-0.04,0.519,1377286
153,Peter Malnati,87,56.86,2018,290.9,62.99,28.07,61.3,70.84100000000002,226,0,0,0.619,0.244,-0.3720000000000001,-0.257,0.255,420001
154,Brooks Koepka,64,56.85,2018,313.4,68.28,28.76,63.28,69.444,2012,2,5,0.168,1.22,0.6579999999999999,0.232,0.162,7094047
155,Sung Kang,89,56.72,2018,293.1,63.2,29.24,52.4,71.954,480,0,2,-0.235,-1.041,-0.488,-0.094,-0.225,1243309
156,Scott Stallings,96,56.57,2018,299.7,65.62,29.14,60.86,70.719,470,0,2,-0.07,0.27,-0.008,0.373,-0.025,1147573
157,Shawn Stefani,76,56.52,2018,299.6,67.49,29.27,58.43,71.192,268,0,1,-0.034,0.107,-0.093,0.22,0.013,523204
158,Robert Garrigus,80,56.37,2018,307.9,65.28,29.2,56.84,71.457,353,0,1,-0.569,-0.213,0.21,0.331,-0.18600000000000005,702030
159,Nick Watney,94,56.33,2018,307.5,67.96,29.26,55.68,70.862,491,0,1,0.2,0.343,0.17,0.141,-0.16699999999999998,1402833
160,Rob Oppenheim,74,56.26,2018,285.2,64.05,28.91,59.55,71.532,148,0,0,0.045,-0.542,-0.662,0.026,0.05,279019
161,Grayson Murray,72,56.0,2018,307.3,62.5,28.94,54.32,72.09100000000002,438,0,2,-0.35,-0.336,0.375,-0.34700000000000003,-0.015,1056628
162,Rory McIlroy,64,55.79,2018,319.7,66.3,28.46,62.97,69.303,1154,1,5,0.06,1.412,0.7609999999999999,0.269,0.322,4410296
163,Dominic Bozzelli,65,55.69,2018,297.0,60.94,28.18,58.86,71.179,190,0,0,0.308,-0.055,-0.244,-0.252,0.133,391634
164,Patton Kizzire,92,55.59,2018,298.7,69.04,29.53,55.24,70.84100000000002,1386,2,4,0.03,-0.033,-0.294,0.381,-0.15,3541151
165,Matt Every,79,55.5,2018,294.2,64.59,29.24,52.51,72.044,113,0,1,-0.364,-1.139,-0.4370000000000001,-0.024,-0.314,299162
166,Cody Gribble,71,55.45,2018,301.0,62.48,28.88,53.3,72.112,141,0,0,0.201,-0.8190000000000001,-0.212,-0.696,-0.111,302593
167,Wesley Bryan,69,55.41,2018,280.4,61.28,28.1,60.17,71.55199999999998,219,0,0,0.36,-0.454,-1.443,0.222,0.407,498166
168,Lanto Griffin,80,55.27,2018,302.5,67.42,29.42,55.76,71.145,175,0,0,-0.096,-0.268,-0.046,-0.043,-0.084,358380
169,Retief Goosen,60,55.22,2018,296.2,61.75,29.12,56.98,71.40899999999998,261,0,1,-0.411,-0.4970000000000001,-0.392,0.389,-0.083,545364
170,Seamus Power,86,55.19,2018,302.6,65.17,28.68,63.8,70.869,377,0,2,0.498,0.17800000000000002,0.076,-0.392,-0.003,791018
171,Charl Schwartzel,65,55.19,2018,299.5,61.11,28.74,57.88,71.34899999999998,528,0,3,0.081,-0.195,-0.035,-0.168,-0.073,1710179
172,Patrick Reed,94,55.11,2018,298.1,63.57,28.33,62.94,70.10600000000001,1555,1,7,0.16399999999999998,0.947,0.051,0.187,0.545,5006267
173,Tony Finau,105,55.09,2018,315.1,70.18,29.03,57.22,69.52,1509,0,8,0.232,1.435,0.481,0.5,0.222,5620138
174,Trey Mullinax,75,54.94,2018,318.3,65.38,29.13,54.42,70.815,528,0,3,0.07200000000000001,-0.07200000000000001,0.506,-0.442,-0.207,1184245
175,Martin Flores,92,54.92,2018,300.0,66.34,29.36,54.89,71.458,215,0,0,-0.289,-0.5670000000000001,-0.097,-0.083,-0.098,449266
176,Michael Kim,74,54.89,2018,289.9,60.63,28.54,56.05,71.66199999999998,675,1,1,0.259,-1.003,-1.023,-0.213,-0.027000000000000003,1379736
177,Brandon Harkins,101,54.79,2018,303.1,65.67,28.86,55.88,70.721,528,0,3,0.225,0.275,0.181,-0.006,-0.124,1148115
178,Zecheng Dou,53,54.76,2018,291.9,63.72,30.0,51.56,72.773,21,0,0,-0.667,-1.198,-0.079,-0.265,-0.187,90993
179,Tom Lovelady,87,54.73,2018,315.9,67.08,29.56,52.08,71.252,332,0,2,-0.049,-0.19,0.379,-0.24,-0.279,700783
180,Daniel Summerhays,51,54.69,2018,287.1,56.79,27.82,54.86,73.17699999999998,89,0,1,0.736,-2.105,-0.977,-1.586,-0.277,234510
181,Luke List,98,54.66,2018,314.6,68.36,29.45,58.41,70.229,1080,0,5,-0.467,0.87,0.795,0.194,0.349,2710736
182,Robert Streb,78,54.11,2018,292.6,64.94,29.51,52.89,71.905,155,0,1,-0.081,-0.581,-0.68,0.096,0.084,411606
183,Andrew Yun,51,53.58,2018,290.6,61.85,30.2,44.01,73.624,16,0,0,-0.6,-1.936,-0.457,-0.447,-0.4320000000000001,41566
184,Jimmy Walker,81,53.49,2018,299.0,61.9,28.34,59.09,70.786,719,0,4,0.324,0.35700000000000004,-0.4370000000000001,0.304,0.166,2027312
185,Aaron Baddeley,84,53.27,2018,295.3,63.39,28.85,61.09,70.85,342,0,1,-0.057,0.309,-0.345,0.117,0.595,725928
186,Derek Fathauer,84,53.27,2018,289.1,60.35,28.46,54.99,71.827,316,0,1,0.363,-0.807,-0.757,-0.365,-0.048,708712
187,Peter Uihlein,83,52.93,2018,302.2,67.88,29.41,57.87,70.578,593,0,4,0.021,0.268,0.132,-0.04,0.156,1797715
188,Phil Mickelson,90,52.91,2018,300.3,64.88,28.11,58.36,70.098,1546,1,6,0.51,0.931,-0.225,0.555,0.091,4595187
189,Kevin Tway,110,52.61,2018,310.1,66.88,29.15,56.77,70.8,577,0,3,0.052000000000000005,0.329,0.271,0.032,-0.026,1379544
190,Ollie Schniederjans,91,52.22,2018,301.4,62.77,28.44,56.95,70.641,573,0,3,0.325,0.254,-0.41,0.09,0.25,1303610
191,Cameron Tringale,67,51.99,2018,289.3,65.52,29.81,55.24,72.146,88,0,0,-0.104,-1.019,-1.351,0.348,0.08800000000000001,179459
192,Ricky Barnes,65,47.15,2018,290.6,63.75,28.25,57.4,71.663,164,0,1,0.338,-0.365,-1.019,0.059,0.257,340591
193,Ryan Armour,63,72.73,2017,278.8,69.96,29.88,58.31,70.965,222,0,1,-0.029,0.107,0.02,0.121,-0.005,443006
194,Boo Weekley,75,71.67,2017,289.9,68.65,30.29,56.31,71.476,173,0,1,-0.954,-0.32299999999999995,0.634,0.425,-0.429,416929
195,Brian Stuard,93,71.49,2017,272.3,63.59,28.92,57.99,71.72,285,0,0,-0.13699999999999998,-0.343,-0.34,0.171,-0.16399999999999998,588806
196,Jim Furyk,54,70.75,2017,270.1,65.72,29.36,61.03,71.071,232,0,1,0.187,-0.023,-0.491,0.4920000000000001,-0.036000000000000004,558097
197,Chez Reavie,98,70.53,2017,284.8,66.91,28.64,63.28,70.244,666,0,3,0.417,0.762,0.121,0.375,-0.073,1819207
198,William McGirt,89,70.06,2017,284.8,67.23,29.61,57.08,71.15100000000002,499,0,3,-0.025,-0.067,0.257,-0.193,-0.13699999999999998,1225005
199,Francesco Molinari,75,69.8,2017,291.9,67.22,28.91,62.95,69.80199999999999,1010,0,5,-0.08900000000000001,1.418,0.483,0.8420000000000001,0.128,2875850
200,Zac Blair,105,69.7,2017,272.7,64.7,28.87,65.5,71.007,364,0,1,0.035,-0.044,-0.155,-0.141,0.218,788352
201,Søren Kjeldsen,58,69.21,2017,273.6,62.02,29.0,51.64,71.39,283,0,1,0.473,-0.182,-0.424,-0.09,-0.142,722913
